timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
214181483,32767,32767,32767,32767,32767,-40,-240
214185469,32767,32767,32767,32767,32767,32767,32767
214189487,32767,32767,32767,32767,-59,32767,-218
214193478,32767,32767,32767,32767,32767,-64,32767
214197477,32767,32767,32767,32767,32767,32767,32767
214201468,32767,32767,32767,32767,32767,-40,-242
214205470,32767,32767,32767,32767,32767,32767,32767
214209484,32767,32767,32767,32767,-52,32767,-222
214213470,32767,32767,32767,32767,32767,-72,32767
214217476,32767,32767,32767,32767,32767,32767,32767
214221478,32767,32767,32767,32767,-64,-40,-243
214225469,32767,32767,32767,32767,32767,32767,32767
214229469,32767,32767,32767,32767,-43,-32,-218
214233484,32767,32767,32767,32767,32767,32767,32767
214237493,32767,32767,32767,32767,32767,32767,-202
214241485,32767,32767,32767,32767,32767,-40,32767
214245469,32767,32767,32767,32767,32767,32767,32767
214249470,32767,32767,32767,32767,32767,32767,-223
214253472,32767,32767,32767,32767,-66,-72,32767
214257480,32767,32767,32767,32767,32767,32767,32767
214261471,32767,32767,32767,32767,-44,-64,-239
214265476,32767,32767,32767,32767,32767,32767,32767
214269479,32767,32767,32767,32767,32767,-40,-222
214273470,32767,32767,32767,32767,-62,32767,32767
214277469,32767,32767,32767,32767,32767,32767,32767
214281469,32767,32767,32767,32767,32767,-63,-241
214285476,32767,32767,32767,32767,32767,32767,32767
214289482,32767,32767,32767,32767,32767,-40,-218
214293471,32767,32767,32767,32767,-52,32767,32767
214297479,32767,32767,32767,32767,32767,32767,-203
214301472,32767,32767,32767,32767,32767,-55,32767
214305476,32767,32767,32767,32767,-63,32767,32767
214309489,32767,32767,32767,32767,32767,-40,-220
214313470,32767,32767,32767,32767,-44,32767,32767
214317506,32767,32767,32767,32767,32767,32767,32767
214321487,32767,32767,32767,32767,32767,-72,-240
214329508,32767,32767,32767,32767,32767,-41,32767
214333470,32767,32767,32767,32767,32767,32767,-259
214337494,32767,32767,32767,32767,-69,32767,-202
214341486,32767,32767,32767,32767,32767,-72,32767
214345470,32767,32767,32767,32767,-43,32767,32767
214349485,32767,32767,32767,32767,32767,32767,-222
214353476,32767,32767,32767,32767,32767,32767,32767
214357504,32767,32767,32767,32767,-64,-41,-200
214361488,32767,32767,32767,32767,32767,32767,32767
214365471,32767,32767,32767,32767,32767,32767,32767
214369475,32767,32767,32767,32767,32767,-64,-221
214373476,32767,32767,32767,32767,32767,32767,32767
214376698,32767,32767,32767,32767,-46,-32,32767
214383886,32767,32767,32767,32767,32767,32767,32767
214388694,32767,32767,32767,32767,-55,-56,-215
214392670,32767,32767,32767,32767,32767,32767,32767
214396709,32767,32767,32767,32767,32767,32767,32767
214400670,32767,32767,32767,32767,-71,-72,-235
