timestamp,rollspeed,pitchspeed,yawspeed,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
214109625,0.0012972727,-0.0056650955,-4.0064566e-05,0.0,0.0,0.0,0.0
214201607,0.007031743,-0.0010242014,-0.012088865,0.0,0.0,0.0,0.0
214233699,0.0053527174,-0.00033742248,-0.0009061992,0.0,0.0,0.0,0.0
214265616,-0.01484894,-0.00012116671,0.008123102,0.0,0.0,0.0,0.0
214297617,0.0030997852,-0.00052682206,0.0039291205,0.0,0.0,0.0,0.0
214329665,0.0044162166,-0.0009863952,-0.013853621,0.0,0.0,0.0,0.0
214361715,0.0017840497,0.0024432968,-0.0036177528,0.0,0.0,0.0,0.0
214392852,-0.006896793,0.0021961369,0.008087805,0.0,0.0,0.0,0.0
214424872,-0.00023928349,0.00054472534,0.0010332635,0.0,0.0,0.0,0.0
214456909,0.010955505,0.0005344546,-0.0052653346,0.0,0.0,0.0,0.0
214488938,0.0006970229,0.00083693385,-0.004244931,0.0,0.0,0.0,0.0
214516905,-0.0073512336,5.171202e-05,0.004602588,0.0,0.0,0.0,0.0
214548852,-0.0010574234,-0.0038120688,0.0039064046,0.0,0.0,0.0,0.0
214580906,0.0055119395,0.0020118258,-0.0048335767,0.0,0.0,0.0,0.0
214612815,0.005123555,0.0016143967,-0.00019361288,0.0,0.0,0.0,0.0
214644903,-0.0036142652,-0.0025254819,0.001909392,0.0,0.0,0.0,0.0
214676827,-0.0020519637,-0.0017434529,0.00020672893,0.0,0.0,0.0,0.0
214708809,0.009418656,-0.00079675834,-0.021711567,0.0,0.0,0.0,0.0
214740860,-0.010538105,0.0036090235,0.030506186,0.0,0.0,0.0,0.0
214772836,-0.02349345,-0.0037205606,0.010642965,0.0,0.0,0.0,0.0
214804815,0.027725799,0.0049047144,-0.014947555,0.0,0.0,0.0,0.0
214836809,0.009825128,0.0023602098,-0.014826112,0.0,0.0,0.0,0.0
214868835,-0.0135917235,0.0015149575,0.009708252,0.0,0.0,0.0,0.0
214900888,0.00017889944,0.0013001211,0.012393981,0.0,0.0,0.0,0.0
214932870,0.008627433,0.0053649554,-0.013762397,0.0,0.0,0.0,0.0
214964865,0.010217303,-0.003796856,-0.00789596,0.0,0.0,0.0,0.0
214996860,-0.012610377,0.002222605,0.009409821,0.0,0.0,0.0,0.0
