timestamp,load,ram_usage
214020247,0.6707857,0.8505302
215027152,0.71579826,0.85059816
216030879,0.7125845,0.848491
217032768,0.70750153,0.848491
218033204,0.7025827,0.8487629
219034510,0.69735086,0.8487629
220037770,0.70740426,0.8487629
221039482,0.70835674,0.85059816
222040295,0.69988203,0.85059816
223041752,0.6985893,0.85059816
224045202,0.7078679,0.85059816
225047211,0.70617044,0.85059816
226048324,0.6986749,0.848491
227049133,0.70650226,0.848491
228053488,0.7054535,0.8487629
229055760,0.7119032,0.8487629
230066635,0.7068229,0.8480832
231070692,0.7051432,0.85059816
232072407,0.7074306,0.85059816
233075170,0.70156693,0.85059816
234077602,0.69823825,0.85494834
235078198,0.7117833,0.85515225
236078736,0.7096902,0.85515225
237079325,0.7061143,0.85542417
238081212,0.7107444,0.85542417
239081127,0.7065499,0.85542417
240083996,0.7060897,0.8572594
241086057,0.702925,0.8572594
242089688,0.71292156,0.8572594
243095816,0.7140726,0.8572594
244102015,0.7023487,0.85515225
245103201,0.70805895,0.85515225
246104825,0.71388865,0.85542417
247108716,0.70900613,0.85542417
248110600,0.70517087,0.85542417
249111329,0.70280766,0.8572594
250112555,0.7119768,0.8572594
251113217,0.710135,0.8572594
252115500,0.71301293,0.8572594
253119236,0.71642107,0.8572594
254121213,0.71297055,0.85515225
255124578,0.7056527,0.85515225
256126761,0.7139425,0.85542417
257128091,0.70622003,0.85542417
258129268,0.71400005,0.85474443
259131586,0.70787346,0.8572594
260136461,0.7022848,0.8572594
261137393,0.71367604,0.8572594
262140211,0.7116583,0.8572594
263141151,0.7076281,0.85515225
264142817,0.69843936,0.85515225
265142443,0.7064077,0.85542417
266143780,0.71423054,0.85542417
267144127,0.7043888,0.85542417
268146476,0.70902467,0.8572594
269149974,0.7159046,0.8572594
270152307,0.7109127,0.8572594
271164159,0.70386994,0.8572594
272167331,0.71052194,0.85515225
274169206,0.70185804,0.85542417
275170218,0.70344436,0.85542417
276171400,0.71142733,0.85542417
277174713,0.7121608,0.85474443
278175978,0.7130109,0.8572594
279179121,0.699894,0.8572594
280181981,0.70625603,0.8572594
281183994,0.7088897,0.8572594
282185366,0.7070196,0.85515225
283190870,0.7020873,0.85515225
284194520,0.7083188,0.85542417
285198003,0.7124659,0.85542417
286200005,0.71345615,0.85474443
287202722,0.7031826,0.8572594
288203220,0.7068137,0.8572594
289205229,0.7141863,0.8572594
290208249,0.71386266,0.8572594
291213228,0.7032583,0.85515225
292215348,0.71120447,0.85515225
293216920,0.7140886,0.85542417
294217168,0.7079394,0.85542417
295219529,0.7036546,0.85542417
296223907,0.7096405,0.8572594
297224467,0.7137048,0.8572594
298225515,0.7109591,0.8572594
300230551,0.7028284,0.85515225
301231374,0.7089631,0.85515225
302233524,0.70562035,0.85542417
303235762,0.7111597,0.85542417
304236209,0.7029264,0.85542417
305238547,0.70415723,0.85474443
306242230,0.7117193,0.8572594
307243196,0.7092171,0.8572594
308244140,0.7084464,0.8572594
309247609,0.7070214,0.8572594
310250401,0.7100588,0.85515225
311252317,0.7119431,0.85515225
312255835,0.70873785,0.85542417
313262788,0.71059346,0.85542417
314264591,0.7167255,0.85474443
315265679,0.70802057,0.8572594
316268209,0.70544195,0.8572594
317271992,0.69850004,0.8572594
318274211,0.7105504,0.8572594
319278423,0.71362275,0.85515225
320280382,0.7113883,0.85515225
