timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
214205775,-2.7844975,2.8701062,0.010088042,0.0,0.0,-0.08
214237735,-2.7857146,2.87002,0.009949036,0.0,0.0,-0.08
214269709,-2.7839503,2.8697026,0.010104612,0.0,0.0,-0.08
214301865,-2.7831933,2.8697925,0.010194712,0.0,0.0,-0.08
214333780,-2.7843668,2.8700433,0.010095022,0.0,0.0,-0.08
214365894,-2.8250368,2.8284466,0.010197,0.0,0.0,-0.08
214396942,-2.8822622,2.7668178,0.010575009,0.0,0.0,-0.08
214428930,-2.545061,2.640602,0.009271235,0.0,0.0,-0.08
214461045,-1.3903245,2.0134752,0.004772709,0.0,0.0,-0.08
214492971,0.12348987,1.2150658,-0.0010071844,0.0,0.0,-0.08
214528969,0.106441334,1.0010905,-0.0008130247,0.0,0.0,-0.08
214561252,-0.026816469,0.2204388,-7.414722e-06,0.0,0.0,-0.08
214593022,-0.020763163,0.05937752,1.5605181e-05,0.0,0.0,-0.08
214625057,-0.009889699,0.11693007,-5.175269e-05,0.0,0.0,-0.08
214657345,-0.010113433,0.12739953,-4.843816e-05,0.0,0.0,-0.08
214688943,-0.01075957,0.12059541,-4.1921267e-05,0.0,0.0,-0.08
214720918,-0.012746128,0.1192531,-4.97982e-05,0.0,0.0,-0.08
214753005,-0.011031735,0.11980074,-4.3761855e-05,0.0,0.0,-0.08
214784934,-0.0077631916,0.11931471,-3.0814055e-05,0.0,0.0,-0.08
214816918,-0.0120442,0.11909492,-4.7427544e-05,0.0,0.0,-0.08
214848915,-0.012876179,0.11867721,-5.0556253e-05,0.0,0.0,-0.08
214880943,-0.010266672,0.11861834,-4.0337614e-05,0.0,0.0,-0.08
214908945,-0.010581914,0.11840475,-4.137348e-05,0.0,0.0,-0.08
214940983,-0.011093405,0.11682566,-4.293562e-05,0.0,0.0,-0.08
214973046,-0.013317874,0.117302455,-5.1745556e-05,0.0,0.0,-0.08
215004943,-0.0115180435,0.11766421,-4.5192013e-05,0.0,0.0,-0.08
