timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt
214109484,-0.040286362,-0.03618599,0.0073690065,4014,0,-0.9140834,0.21858707,-9.846463,4014
214177476,-0.0139905615,0.03766818,-0.008599237,3994,0,-0.42646793,0.27779013,-9.646305,3994
214181483,0.01823718,0.0040184883,-0.0087805735,4007,0,0.19770575,-0.20017897,-9.832974,4007
214185469,-0.009015844,-0.02355793,-0.007811207,3986,0,-0.36138773,-0.10290351,-9.843581,3986
214189487,0.009607889,0.013242476,-0.012397729,4018,0,-0.16334367,0.24390498,-9.780936,4018
214193478,0.013459984,-0.0044524893,-0.009574098,3991,0,-0.20780231,-0.33032665,-9.798735,3991
214197477,-0.012456522,0.0030726132,-0.008041187,3999,0,-0.12707219,0.12658906,-9.882439,3999
214201468,0.037361983,-0.010722404,-0.006487811,3991,0,-0.13586484,0.0692083,-9.798832,3991
214205470,0.005529833,0.0026736434,-0.009678589,4002,0,-0.37832272,-0.43643862,-9.820411,4002
214209484,-0.0050029242,0.003265146,-0.008108976,4014,0,-0.013378354,0.34520978,-9.829987,4014
214213470,0.04325454,-0.0093395645,-0.005009976,3986,0,-0.14584282,0.01379472,-9.850419,3986
214217476,-7.36123e-05,-0.0028436265,-0.004087184,4006,0,-0.355047,-0.37731844,-9.808837,4006
214221478,-0.013300241,0.012469055,-0.0012782365,4002,0,-0.074780434,0.26159483,-9.870433,4002
214225469,0.03089358,-0.0056115948,0.0020809432,3991,0,-0.11938712,0.038969252,-9.895881,3991
214229469,0.0056666336,-0.002686821,0.001979869,4000,0,-0.24118161,-0.31138054,-9.685382,4000
214233484,-0.020003144,0.0052066986,0.0050006374,4015,0,-0.20410013,0.20041168,-9.831573,4015
214237493,0.009428519,0.0032269116,0.006939209,4009,0,-0.04241794,-0.034695998,-9.893833,4009
214241485,-0.009053076,-0.011605877,0.010115735,3992,0,-0.27634993,-0.08142917,-9.766543,3992
214245469,-0.0111891,0.011353481,0.0072888276,3984,0,-0.1783652,0.10470476,-9.805123,3984
214249470,-0.008488797,-0.0034301265,0.010788359,4001,0,-0.24202362,-0.15882707,-9.7986145,4001
214253472,-0.023249647,0.0028168673,0.011765934,4002,0,-0.12638104,0.16535847,-9.844467,4002
214257480,-0.0028336938,-0.0035257884,0.00812168,4008,0,-0.09789304,-0.07645925,-9.787209,4008
214261471,-0.023941964,-0.006722142,0.011527978,3991,0,-0.36854604,0.022514423,-9.80762,3991
214265476,-0.0064402376,0.016854754,0.013384951,4005,0,-0.015298367,0.14812693,-9.888677,4005
