timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt
22009869,-0.0015541669,-0.0030934254,-0.003424269,3975,0,-0.06864134,-0.020617919,-9.609346,3975
22077876,-0.0020647827,-0.0021466122,-0.0018111567,4007,0,-0.055150624,-0.03291375,-9.631782,4007
22081869,-0.0032154312,-0.0016221436,-0.00073685846,3993,0,-0.07981099,-0.018135987,-9.627138,3993
22085880,-0.0022756974,7.11386e-05,-0.00084468356,4011,0,-0.07332225,-0.013628828,-9.646656,4011
22089881,-0.0031937563,-0.0030103398,0.0012738609,4001,0,-0.06775064,-0.022281844,-9.650447,4001
22093884,-0.002461177,-0.003971754,0.0003012993,4003,0,-0.058599256,-0.018949581,-9.642053,4003
22097886,-0.0031390863,-0.0027789464,-0.0023439704,4002,0,-0.06179602,-0.00780353,-9.66745,4002
22101869,-0.0013987833,-0.0017386223,0.00051989144,3983,0,-0.07645819,-0.007874895,-9.663495,3983
22105895,-0.0006420738,-0.0032176923,0.00030423954,4026,0,-0.07161,-0.024604574,-9.653844,4026
22109869,-0.0032455155,-0.0018141597,-0.0020105925,3974,0,-0.07228219,-0.029567795,-9.63197,3974
22113869,-0.0036497505,-0.0020496792,-0.00052338466,4000,0,-0.07472753,-0.03738421,-9.600876,4000
22117897,-0.0021412321,-0.001958884,0.00094462675,4028,0,-0.056893807,-0.025765326,-9.62513,4028
22121869,-0.00079052907,-0.0035327785,-0.0018445555,3972,0,-0.036700897,-0.01655076,-9.647489,3972
22125882,-0.0023987573,-0.0010799918,-0.0022499429,4013,0,-0.04885891,-0.013102619,-9.664936,4013
22129869,-0.0018446427,-0.0005583244,-0.0010633224,3987,0,-0.054639686,-0.018534092,-9.634071,3987
22133884,-0.005054532,-0.0036296372,-0.0027428828,4015,0,-0.06488904,-0.030385023,-9.652385,4015
22137894,-0.005382834,-0.0012845868,-0.0034729452,4010,0,-0.07614566,-0.026068568,-9.64272,4010
22141869,-0.0024817728,-0.0023735198,-0.0013831846,3975,0,-0.055276524,-0.019423721,-9.648287,3975
22145904,-0.0020402917,-0.0035465318,0.00040764164,4035,0,-0.07193285,-0.01803676,-9.642352,4035
22149871,-0.0013160558,-0.0014986208,-0.0016157887,3967,0,-0.07653041,-0.010918069,-9.632847,3967
22153893,-0.0028098747,-0.0016192166,-0.0014870059,4022,0,-0.07328082,-0.004663324,-9.638481,4022
22157869,-0.0003783025,-0.0022476546,-0.0030128425,3976,0,-0.07909524,-0.01514931,-9.644566,3976
22161869,-0.0012385305,-0.0017044231,-0.0040648202,4000,0,-0.059596624,-0.0022921052,-9.643311,4000
22165880,-6.9909926e-05,-0.0017103334,-0.003863978,4011,0,-0.057172805,0.006357818,-9.648593,4011
22169868,0.00017237607,-0.0017335739,-0.0012106214,3988,0,-0.07268376,0.004821707,-9.629016,3988
22173105,-0.0022021413,5.1387186e-05,-0.0015660841,3237,0,-0.061469775,-0.011878164,-9.637904,3237
22177868,-0.0030383992,-0.0013236941,-0.0017893675,4763,0,-0.07400234,-0.013056482,-9.634743,4763
22181871,-0.0022852025,-0.0017243039,-0.0032013766,4003,0,-0.087207735,-0.013739644,-9.644485,4003
22185900,-0.0038040488,-0.00085997424,-0.003276607,4029,0,-0.054608528,-0.014263757,-9.629815,4029
22189869,-4.8530586e-05,-0.0036385593,-0.0019626583,3969,0,-0.06474272,-0.01658148,-9.643413,3969
22193891,-0.0018471717,-0.0029011865,-0.0016126812,4022,0,-0.084920205,-0.012965689,-9.619039,4022
22197869,-0.0016303726,-0.0014139306,-0.0010727579,3978,0,-0.06520226,-0.022071464,-9.6051655,3978
22201897,-0.0012166605,-0.002145199,-0.0020446747,4028,0,-0.068209566,-0.02296698,-9.614998,4028
22205869,0.00017992864,-0.0027871693,-0.0019565048,3972,0,-0.07261836,-0.020509373,-9.623898,3972
22209868,-0.0017452263,-0.0029942829,-0.00172223,3999,0,-0.081033505,-0.012453221,-9.6143265,3999
22213875,-0.003337863,-0.00056863006,-0.0020023715,4007,0,-0.07932631,-0.03192223,-9.622934,4007
22217869,-0.0024914243,-0.0019390016,-0.0017063814,3994,0,-0.07914829,-0.042326707,-9.6495075,3994
22221868,-0.0024686835,-0.0022974946,0.0003094486,3999,0,-0.081773855,-0.030844798,-9.665076,3999
22225869,-0.0037460842,-0.0031991326,-0.00063275034,4001,0,-0.07414549,-0.019936435,-9.634818,4001
22229881,-0.0038671806,-0.003651697,-0.0008441345,4012,0,-0.07451648,-0.038189936,-9.621206,4012
22233875,-0.0028947485,-0.001314269,-0.00020892774,3994,0,-0.07277286,-0.03382336,-9.635363,3994
22237869,-0.003318739,0.00060477364,0.00055407063,3994,0,-0.06825782,-0.027498696,-9.654731,3994
22241869,-0.0015241756,-0.0013002756,-0.00086099433,4000,0,-0.08384501,-0.037541166,-9.647557,4000
22245869,-0.0029350184,-0.0015990878,-0.0036074624,4000,0,-0.06996627,-0.031011429,-9.637738,4000
22249869,-0.0029493857,-0.0010809645,-0.0032999679,4000,0,-0.075186394,-0.018531801,-9.640854,4000
22253903,-0.0033301332,-0.0016275245,-0.00030458497,4034,0,-0.07501168,-0.008079337,-9.625196,4034
22257881,-0.002474897,-0.0022569317,-0.0011912344,3978,0,-0.06835292,-0.0014271776,-9.625263,3978
22261869,-0.0013219902,-0.0028797777,-0.0024870432,3988,0,-0.0793453,-0.017112158,-9.629473,3988
22265879,-0.0011057041,-0.0016522518,-0.0013971227,4010,0,-0.068083726,-0.0326818,-9.635017,4010
22269869,-0.0009845471,-0.0009838335,-0.00023241356,3990,0,-0.064390056,-0.031132074,-9.612768,3990
22273908,0.0010055162,-0.00064187124,-0.0029192145,4039,0,-0.06831336,-0.031513102,-9.619333,4039
22277868,-0.0003823847,-0.0006560153,-0.002890715,3960,0,-0.06801291,-0.018056277,-9.634375,3960
22281875,-0.0022623478,-0.0019439438,-0.0004296819,4007,0,-0.07620915,-0.0065435963,-9.643655,4007
22285923,-0.0029259673,-0.0039580124,-0.0022477512,4048,0,-0.06862614,-0.019453177,-9.649489,4048
22289869,-0.0016370558,-0.0034210174,-0.001280361,3946,0,-0.057661474,-0.01974168,-9.649087,3946
22293917,-0.0013074132,-0.002464722,-0.0006631614,4048,0,-0.071224265,-0.003769267,-9.627159,4048
