timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,remote_system_id,remote_component_id,remote_type,remote_system_status,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams
22297536,22292032,80000.0,1.0,12.887805,25.008919,0.0,1,240,18,4,0,2,0,0,1,1,43
22507944,22507772,80000.0,1.0,12.887805,25.008919,0.0,255,0,6,4,0,2,0,0,1,1,43
22651876,0,1200.0,0.25786987,0.0,0.72627914,0.0,0,0,0,0,0,0,0,1,0,1,36
23291533,23290292,80000.0,1.0,12.665437,22.880238,0.0,1,240,18,4,0,2,0,0,1,1,43
23491688,23490320,80000.0,1.0,12.665437,22.880238,0.0,255,0,6,4,0,2,0,0,1,1,43
23652408,0,1200.0,0.25786987,0.0,0.44202635,0.0,0,0,0,0,0,0,0,1,0,1,36
24295880,24291099,80000.0,1.0,12.998853,24.946175,0.0,1,240,18,4,0,2,0,0,1,1,43
24510478,24509986,80000.0,1.0,12.998853,24.946175,0.0,255,0,6,4,0,2,0,0,1,1,43
24654710,0,1200.0,0.25786987,0.0,0.40591538,0.0,0,0,0,0,0,0,0,1,0,1,36
25290145,25289570,80000.0,1.0,12.99984,24.948067,0.0,1,240,18,4,0,2,0,0,1,1,43
