timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
21762711,0.30060712,0.0066165975,0.10575934
24425419,0.29579982,0.0063435663,0.10645865
24625103,0.2596282,0.0069381283,0.10649063
24829513,0.33902782,0.006232312,0.10183385
25030781,0.33480063,0.008650733,0.10235805
25233149,0.3169981,0.007679905,0.10683441
