timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
187468144,0.22472097,0.012629856,0.11003307
187668064,0.19465838,0.005133145,0.11597312
187871754,0.19127835,0.0048284912,0.11583813
188075830,0.22950616,0.010060742,0.12283307
188279281,0.22531791,0.024915136,0.12102186
