timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],max_cell_voltage_delta,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,connected,system_source,priority,is_powering_off,warning
100464984,23.7882,23.78787,0.2232,0.2691096,0.0,8.715918,0.85239416,1.0204552,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
100968267,23.7226,23.775005,0.39679998,0.2502892,0.0,8.748217,0.8609095,1.0192524,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
101479467,23.5422,23.727488,0.79359996,0.412412,0.0,8.819735,0.8548046,1.0201145,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
101978943,23.6406,23.64487,0.8804,0.76749927,0.0,8.966217,0.83505255,1.0229136,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
102478166,23.493,23.611748,0.83079994,0.8016455,0.0,9.081264,0.82847935,1.0238484,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
102982270,22.960001,23.508291,1.8104,1.1182933,0.0,9.260284,0.8065806,1.0269754,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
103481342,23.001,23.315807,3.1992,1.8444327,0.0,9.577422,0.7664357,1.0327576,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
103984383,21.853,23.104027,4.0672,2.6807187,0.0,10.029284,0.72350174,1.0390141,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
104487351,22.3614,22.823307,4.7864,3.593109,0.0,10.61615,0.6589318,1.0485674,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
104990628,21.2462,22.585482,5.0716,4.282139,0.0,11.2854395,0.60392004,1.0568464,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
105494635,20.705,22.314949,6.1008,5.147955,0.0,12.08607,0.54097754,1.0664805,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
105997808,21.0494,21.969917,6.8324,6.125081,0.0,13.037757,0.456688,1.0796608,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
106501191,20.9756,21.697645,8.5436,6.897858,0.0,14.068041,0.39281803,1.089867,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
107004130,20.459,21.314732,9.5728,8.132608,0.0,15.32354,0.29862124,1.1052765,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
