timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,remote_system_id,remote_component_id,remote_type,remote_system_status,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams
100585422,100584602,80000.0,1.0,13.101943,25.186918,0.0,1,240,18,4,0,2,0,0,1,1,43
101250272,0,1200.0,0.25786987,0.0,0.54945546,0.0,0,0,0,0,0,0,0,1,0,1,36
101289214,101288100,80000.0,1.0,12.52021,22.918808,0.0,255,0,6,4,0,2,0,0,1,1,43
101585819,101584944,80000.0,1.0,12.52021,22.918808,0.0,1,240,18,4,0,2,0,0,1,1,43
102260706,0,1200.0,0.25786987,0.0,0.52293533,0.0,0,0,0,0,0,0,0,1,0,1,36
102285748,102285660,80000.0,1.0,13.002169,24.980057,0.0,255,0,6,4,0,2,0,0,1,1,43
102580268,102578653,80000.0,1.0,13.002169,24.980057,0.0,1,240,18,4,0,2,0,0,1,1,43
103267310,0,1200.0,0.25786987,0.0,0.3563636,0.0,0,0,0,0,0,0,0,1,0,1,36
103295967,103291044,80000.0,1.0,12.9781685,24.976269,0.0,255,0,6,4,0,2,0,0,1,1,43
103587196,103584047,80000.0,1.0,12.9781685,24.976269,0.0,1,240,18,4,0,2,0,0,1,1,43
104273303,0,1200.0,0.25786987,0.0,0.34396508,0.0,0,0,0,0,0,0,0,1,0,1,36
104294489,104290088,80000.0,1.0,13.105157,25.42945,0.0,255,0,6,4,0,2,0,0,1,1,43
104578447,104578278,80000.0,1.0,13.105157,25.42945,0.0,1,240,18,4,0,2,0,0,1,1,43
105285332,0,1200.0,0.25786987,0.0,0.6020029,0.0,0,0,0,0,0,0,0,1,0,1,36
105285635,105284257,80000.0,1.0,12.990144,24.827328,0.0,255,0,6,4,0,2,0,0,1,1,43
105587132,105584533,80000.0,1.0,12.990144,24.827328,0.0,1,240,18,4,0,2,0,0,1,1,43
106288023,0,1200.0,0.25786987,0.0,0.3807606,0.0,0,0,0,0,0,0,0,1,0,1,36
106295816,106293698,80000.0,1.0,13.043929,24.899868,0.0,255,0,6,4,0,2,0,0,1,1,43
106586807,106583889,80000.0,1.0,13.043929,24.899868,0.0,1,240,18,4,0,2,0,0,1,1,43
107290291,107289569,80000.0,1.0,12.984253,24.919153,0.0,255,0,6,4,0,2,0,0,1,1,43
107291178,0,1200.0,0.25786987,0.0,0.30006438,0.0,0,0,0,0,0,0,0,1,0,1,36
107585509,107584551,80000.0,1.0,12.984253,24.919153,0.0,1,240,18,4,0,2,0,0,1,1,43
108288683,108287991,80000.0,1.0,12.982388,25.035254,0.0,255,0,6,4,0,2,0,0,1,1,43
108291883,0,1200.0,0.25786987,0.0,0.4157044,0.0,0,0,0,0,0,0,0,1,0,1,36
108583328,108582925,80000.0,1.0,12.982388,25.035254,0.0,1,240,18,4,0,2,0,0,1,1,43
109293548,109293049,80000.0,1.0,13.09193,25.000298,0.0,255,0,6,4,0,2,0,0,1,1,43
109297745,0,1200.0,0.25786987,0.0,0.66117245,0.0,0,0,0,0,0,0,0,1,0,1,36
109584391,109583717,80000.0,1.0,13.09193,25.000298,0.0,1,240,18,4,0,2,0,0,1,1,43
110293571,110293074,80000.0,1.0,12.98687,25.029058,0.0,255,0,6,4,0,2,0,0,1,1,43
110302268,0,1200.0,0.25786987,0.0,0.4609827,0.0,0,0,0,0,0,0,0,1,0,1,36
110589643,110586051,80000.0,1.0,12.98687,25.029058,0.0,1,240,18,4,0,2,0,0,1,1,43
111292951,111292416,80000.0,1.0,13.0653305,24.879395,0.0,255,0,6,4,0,2,0,0,1,1,43
111302342,0,1200.0,0.25786987,0.0,0.3009082,0.0,0,0,0,0,0,0,0,1,0,1,36
111584193,111580818,80000.0,1.0,13.0653305,24.879395,0.0,1,240,18,4,0,2,0,0,1,1,43
112291280,112290457,80000.0,1.0,13.004476,24.888031,0.0,255,0,6,4,0,2,0,0,1,1,43
112302959,0,1200.0,0.25786987,0.0,0.4218342,0.0,0,0,0,0,0,0,0,1,0,1,36
112586470,112583881,80000.0,1.0,13.004476,24.888031,0.0,1,240,18,4,0,2,0,0,1,1,43
113294661,113294266,80000.0,1.0,12.982824,24.82113,0.0,255,0,6,4,0,2,0,0,1,1,43
113311220,0,1200.0,0.25786987,0.0,0.550361,0.0,0,0,0,0,0,0,0,1,0,1,36
113582646,113579409,80000.0,1.0,12.982824,24.82113,0.0,1,240,18,4,0,2,0,0,1,1,43
114288573,114288156,80000.0,1.0,13.041358,24.96015,0.0,255,0,6,4,0,2,0,0,1,1,43
114312754,0,1200.0,0.25786987,0.0,0.38141072,0.0,0,0,0,0,0,0,0,1,0,1,36
114581628,114579423,80000.0,1.0,13.041358,24.96015,0.0,1,240,18,4,0,2,0,0,1,1,43
115291267,115291071,80000.0,1.0,13.049913,24.91166,0.0,255,0,6,4,0,2,0,0,1,1,43
115322906,0,1200.0,0.25786987,0.0,0.40358645,0.0,0,0,0,0,0,0,0,1,0,1,36
115587227,115585076,80000.0,1.0,13.049913,24.91166,0.0,1,240,18,4,0,2,0,0,1,1,43
116287570,116284069,80000.0,1.0,12.897246,24.944738,0.0,255,0,6,4,0,2,0,0,1,1,43
116327590,0,1200.0,0.25786987,0.0,0.41936678,0.0,0,0,0,0,0,0,0,1,0,1,36
116586612,116583068,80000.0,1.0,12.897246,24.944738,0.0,1,240,18,4,0,2,0,0,1,1,43
117293750,117293430,80000.0,1.0,13.127753,24.84693,0.0,255,0,6,4,0,2,0,0,1,1,43
117330364,0,1200.0,0.25786987,0.0,0.5513954,0.0,0,0,0,0,0,0,0,1,0,1,36
117582471,117581748,80000.0,1.0,13.127753,24.84693,0.0,1,240,18,4,0,2,0,0,1,1,43
118301756,118296535,80000.0,1.0,12.986844,25.215448,0.0,255,0,6,4,0,2,0,0,1,1,43
118334485,0,1200.0,0.25786987,0.0,0.45073566,0.0,0,0,0,0,0,0,0,1,0,1,36
118584202,118581066,80000.0,1.0,12.986844,25.215448,0.0,1,240,18,4,0,2,0,0,1,1,43
119295442,119294997,80000.0,1.0,13.056415,24.84054,0.0,255,0,6,4,0,2,0,0,1,1,43
119337574,0,1200.0,0.25786987,0.0,0.37595597,0.0,0,0,0,0,0,0,0,1,0,1,36
119586384,119585475,80000.0,1.0,13.056415,24.84054,0.0,1,240,18,4,0,2,0,0,1,1,43
120285644,120285032,80000.0,1.0,13.013615,25.08735,0.0,255,0,6,4,0,2,0,0,1,1,43
120344994,0,1200.0,0.25786987,0.0,0.38949338,0.0,0,0,0,0,0,0,0,1,0,1,36
120581817,120581583,80000.0,1.0,13.013615,25.08735,0.0,1,240,18,4,0,2,0,0,1,1,43
121292523,121292237,80000.0,1.0,13.031236,24.796364,0.0,255,0,6,4,0,2,0,0,1,1,43
121349410,0,1200.0,0.25786987,0.0,0.53068143,0.0,0,0,0,0,0,0,0,1,0,1,36
121587981,121584053,80000.0,1.0,13.031236,24.796364,0.0,1,240,18,4,0,2,0,0,1,1,43
122283934,122282646,80000.0,1.0,12.992573,24.905176,0.0,255,0,6,4,0,2,0,0,1,1,43
122357807,0,1200.0,0.25786987,0.0,0.45413125,0.0,0,0,0,0,0,0,0,1,0,1,36
122587244,122584068,80000.0,1.0,12.992573,24.905176,0.0,1,240,18,4,0,2,0,0,1,1,43
123297862,123295363,80000.0,1.0,12.980719,24.995138,0.0,255,0,6,4,0,2,0,0,1,1,43
123365957,0,1200.0,0.25786987,0.0,0.41765994,0.0,0,0,0,0,0,0,0,1,0,1,36
123581342,123580703,80000.0,1.0,12.980719,24.995138,0.0,1,240,18,4,0,2,0,0,1,1,43
124300544,124299700,80000.0,1.0,13.02103,24.952656,0.0,255,0,6,4,0,2,0,0,1,1,43
124373372,0,1200.0,0.25786987,0.0,0.5935413,0.0,0,0,0,0,0,0,0,1,0,1,36
124581399,124580787,80000.0,1.0,13.02103,24.952656,0.0,1,240,18,4,0,2,0,0,1,1,43
125292413,125292152,80000.0,1.0,13.049124,24.860504,0.0,255,0,6,4,0,2,0,0,1,1,43
125380223,0,1200.0,0.25786987,0.0,0.37940902,0.0,0,0,0,0,0,0,0,1,0,1,36
125582929,125582499,80000.0,1.0,13.049124,24.860504,0.0,1,240,18,4,0,2,0,0,1,1,43
126296800,126294592,80000.0,1.0,13.00106,24.961395,0.0,255,0,6,4,0,2,0,0,1,1,43
126382257,0,1200.0,0.25786987,0.0,0.4822337,0.0,0,0,0,0,0,0,0,1,0,1,36
126582448,126579297,80000.0,1.0,13.00106,24.961395,0.0,1,240,18,4,0,2,0,0,1,1,43
127285571,127284934,80000.0,1.0,13.012445,25.031239,0.0,255,0,6,4,0,2,0,0,1,1,43
127384149,0,1200.0,0.25786987,0.0,0.404192,0.0,0,0,0,0,0,0,0,1,0,1,36
127581858,127580368,80000.0,1.0,13.012445,25.031239,0.0,1,240,18,4,0,2,0,0,1,1,43
128295599,128292034,80000.0,1.0,13.093209,25.644398,0.0,255,0,6,4,0,2,0,0,1,1,43
128386673,0,1200.0,0.25786987,0.0,0.53145874,0.0,0,0,0,0,0,0,0,1,0,1,36
128585652,128583141,80000.0,1.0,13.093209,25.644398,0.0,1,240,18,4,0,2,0,0,1,1,43
129298423,129298277,80000.0,1.0,13.0145645,25.553133,0.0,255,0,6,4,0,2,0,0,1,1,43
129398485,0,1200.0,0.25786987,0.0,0.5110296,0.0,0,0,0,0,0,0,0,1,0,1,36
