timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
100567981,0.24112226,0.39560294,0.0028964335,0.0,0.0,-0.08
100599904,0.32301658,-0.1515401,0.0021099034,0.0,0.0,-0.08
100632050,0.09047428,-0.32310674,-0.0010647691,0.0,0.0,-0.08
100663931,0.07141903,-0.29420274,-0.0011950423,0.0,0.0,-0.08
100691973,0.09952886,-0.34219933,-0.0010328997,0.0,0.0,-0.08
100723946,0.09714207,-0.34905946,-0.001091543,0.0,0.0,-0.08
100755985,0.0953002,-0.340405,-0.001090898,0.0,0.0,-0.08
100787929,0.09611043,-0.3405505,-0.0010871472,0.0,0.0,-0.08
100820135,0.09648327,-0.34139454,-0.0010901939,0.0,0.0,-0.08
100851936,0.09659495,-0.34130257,-0.0010934835,0.0,0.0,-0.08
100884225,0.0969113,-0.3412841,-0.0010968705,0.0,0.0,-0.08
100915907,0.09718772,-0.34167552,-0.0011013537,0.0,0.0,-0.08
100943986,0.09656987,-0.3415652,-0.0010937616,0.0,0.0,-0.08
100975901,0.09726624,-0.34218654,-0.0011036539,0.0,0.0,-0.08
101007940,0.09836263,-0.34221154,-0.0011160499,0.0,0.0,-0.08
101040035,0.09844431,-0.34222773,-0.0011172002,0.0,0.0,-0.08
101072019,0.09780706,-0.34189546,-0.001109042,0.0,0.0,-0.08
101103907,0.09884815,-0.3416156,-0.0011199943,0.0,0.0,-0.08
101135261,0.09965394,-0.34202754,-0.0011299521,0.0,0.0,-0.08
101164747,0.09901581,-0.34209886,-0.0011233402,0.0,0.0,-0.08
101195254,0.09926973,-0.34140265,-0.0011240831,0.0,0.0,-0.08
101231417,0.09947277,-0.34172472,-0.0011272304,0.0,0.0,-0.08
101259413,0.098967955,-0.34180918,-0.0011216144,0.0,0.0,-0.08
101291111,0.09860398,-0.34184214,-0.0011180658,0.0,0.0,-0.08
101323192,0.099235706,-0.34111726,-0.0011223244,0.0,0.0,-0.08
101355140,0.09943395,-0.3405088,-0.0011224847,0.0,0.0,-0.08
101387218,0.09802793,-0.34053755,-0.001107015,0.0,0.0,-0.08
101419233,0.09951904,-0.34030446,-0.0011231664,0.0,0.0,-0.08
101451275,0.09859958,-0.33933893,-0.0011092498,0.0,0.0,-0.08
101483247,0.09757948,-0.3385753,-0.001095557,0.0,0.0,-0.08
101515468,0.097758405,-0.33610967,-0.0010893596,0.0,0.0,-0.08
101547229,0.09477483,-0.3357934,-0.0010553856,0.0,0.0,-0.08
101579361,0.091254465,-0.3333082,-0.0010086744,0.0,0.0,-0.08
101611171,0.09679018,-0.3307088,-0.0010611162,0.0,0.0,-0.08
