timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
9902153,5.104687,0.0,0,0,1,0,0,0,0
10402163,5.093408,0.0,0,0,1,0,0,0,0
10912152,5.104687,0.0,0,0,1,0,0,0,0
11412152,5.091797,0.0,0,0,1,0,0,0,0
11912168,5.093408,0.0,0,0,1,0,0,0,0
12422176,5.08374,0.0,0,0,1,0,0,0,0
12922200,5.091797,0.0,0,0,1,0,0,0,0
13432152,5.093408,0.0,0,0,1,0,0,0,0
13932152,5.0966306,0.0,0,0,1,0,0,0,0
14432171,5.0966306,0.0,0,0,1,0,0,0,0
43532152,5.0015626,0.0,0,0,1,0,0,0,0
44032189,5.003174,0.0,0,0,1,0,0,0,0
44542189,5.009619,0.0,0,0,1,0,0,0,0
45042200,4.9967284,0.0,0,0,1,0,0,0,0
45542185,5.004785,0.0,0,0,1,0,0,0,0
46042183,5.004785,0.0,0,0,1,0,0,0,0
46542198,5.004785,0.0,0,0,1,0,0,0,0
47042156,5.0015626,0.0,0,0,1,0,0,0,0
47552166,5.004785,0.0,0,0,1,0,0,0,0
48052152,4.995117,0.0,0,0,1,0,0,0,0
48552153,4.980615,0.0,0,0,1,0,0,0,0
49052164,5.0015626,0.0,0,0,1,0,0,0,0
49562156,4.9870605,0.0,0,0,1,0,0,0,0
50062160,4.995117,0.0,0,0,1,0,0,0,0
50562161,4.979004,0.0,0,0,1,0,0,0,0
51072168,4.993506,0.0,0,0,1,0,0,0,0
51572161,4.9967284,0.0,0,0,1,0,0,0,0
52072152,4.9983397,0.0,0,0,1,0,0,0,0
52582208,5.0015626,0.0,0,0,1,0,0,0,0
53082160,4.9838376,0.0,0,0,1,0,0,0,0
53582152,4.9983397,0.0,0,0,1,0,0,0,0
54082194,4.995117,0.0,0,0,1,0,0,0,0
54582198,4.975781,0.0,0,0,1,0,0,0,0
55082152,4.9854493,0.0,0,0,1,0,0,0,0
55582176,4.9918942,0.0,0,0,1,0,0,0,0
56082156,4.9773927,0.0,0,0,1,0,0,0,0
56592152,4.979004,0.0,0,0,1,0,0,0,0
57092153,4.9870605,0.0,0,0,1,0,0,0,0
57592194,4.9773927,0.0,0,0,1,0,0,0,0
58102198,5.0015626,0.0,0,0,1,0,0,0,0
58602185,4.975781,0.0,0,0,1,0,0,0,0
59112152,4.980615,0.0,0,0,1,0,0,0,0
59612152,4.9773927,0.0,0,0,1,0,0,0,0
60122153,4.990283,0.0,0,0,1,0,0,0,0
60622158,4.9967284,0.0,0,0,1,0,0,0,0
61122153,4.9854493,0.0,0,0,1,0,0,0,0
61622163,4.9822264,0.0,0,0,1,0,0,0,0
62122175,4.9983397,0.0,0,0,1,0,0,0,0
62622201,4.9822264,0.0,0,0,1,0,0,0,0
63122153,4.993506,0.0,0,0,1,0,0,0,0
63622163,5.003174,0.0,0,0,1,0,0,0,0
64122167,4.9838376,0.0,0,0,1,0,0,0,0
64632183,4.9838376,0.0,0,0,1,0,0,0,0
65132152,4.9967284,0.0,0,0,1,0,0,0,0
65632152,4.993506,0.0,0,0,1,0,0,0,0
66132156,4.988672,0.0,0,0,1,0,0,0,0
66632152,4.9983397,0.0,0,0,1,0,0,0,0
67132162,4.990283,0.0,0,0,1,0,0,0,0
67632164,4.9870605,0.0,0,0,1,0,0,0,0
68132156,4.990283,0.0,0,0,1,0,0,0,0
68632152,5.0015626,0.0,0,0,1,0,0,0,0
70132152,4.9854493,0.0,0,0,1,0,0,0,0
70632152,4.9822264,0.0,0,0,1,0,0,0,0
71142195,4.975781,0.0,0,0,1,0,0,0,0
71642191,4.995117,0.0,0,0,1,0,0,0,0
72142152,4.988672,0.0,0,0,1,0,0,0,0
72652178,4.990283,0.0,0,0,1,0,0,0,0
73152158,4.975781,0.0,0,0,1,0,0,0,0
73652152,4.9854493,0.0,0,0,1,0,0,0,0
74152153,4.9870605,0.0,0,0,1,0,0,0,0
74652168,4.980615,0.0,0,0,1,0,0,0,0
75152152,4.990283,0.0,0,0,1,0,0,0,0
75652174,4.988672,0.0,0,0,1,0,0,0,0
76152173,4.980615,0.0,0,0,1,0,0,0,0
76662198,4.9838376,0.0,0,0,1,0,0,0,0
77162182,4.9967284,0.0,0,0,1,0,0,0,0
77662179,4.993506,0.0,0,0,1,0,0,0,0
78172177,4.9983397,0.0,0,0,1,0,0,0,0
78672152,4.9838376,0.0,0,0,1,0,0,0,0
79182153,4.990283,0.0,0,0,1,0,0,0,0
79682191,5.0015626,0.0,0,0,1,0,0,0,0
80182153,4.9918942,0.0,0,0,1,0,0,0,0
80692174,4.990283,0.0,0,0,1,0,0,0,0
81192152,4.988672,0.0,0,0,1,0,0,0,0
81692152,4.9967284,0.0,0,0,1,0,0,0,0
82192152,4.9838376,0.0,0,0,1,0,0,0,0
82692176,4.990283,0.0,0,0,1,0,0,0,0
83192152,4.995117,0.0,0,0,1,0,0,0,0
83692152,4.9967284,0.0,0,0,1,0,0,0,0
84192152,4.9870605,0.0,0,0,1,0,0,0,0
84692155,4.990283,0.0,0,0,1,0,0,0,0
85192152,4.9967284,0.0,0,0,1,0,0,0,0
85692154,4.990283,0.0,0,0,1,0,0,0,0
86192186,4.9918942,0.0,0,0,1,0,0,0,0
86692152,4.993506,0.0,0,0,1,0,0,0,0
87192152,4.995117,0.0,0,0,1,0,0,0,0
87702222,4.9918942,0.0,0,0,1,0,0,0,0
88202155,4.9918942,0.0,0,0,1,0,0,0,0
88702171,5.0015626,0.0,0,0,1,0,0,0,0
89202176,5.0015626,0.0,0,0,1,0,0,0,0
89702185,4.9773927,0.0,0,0,1,0,0,0,0
90202163,4.995117,0.0,0,0,1,0,0,0,0
90702176,5.0015626,0.0,0,0,1,0,0,0,0
91202166,4.993506,0.0,0,0,1,0,0,0,0
91702166,5.0015626,0.0,0,0,1,0,0,0,0
92212152,5.0015626,0.0,0,0,1,0,0,0,0
92712174,4.993506,0.0,0,0,1,0,0,0,0
93212168,5.004785,0.0,0,0,1,0,0,0,0
93722176,4.9967284,0.0,0,0,1,0,0,0,0
94222160,4.993506,0.0,0,0,1,0,0,0,0
94732156,4.9983397,0.0,0,0,1,0,0,0,0
95232152,4.9870605,0.0,0,0,1,0,0,0,0
95732152,5.0225096,0.0,0,0,1,0,0,0,0
96232189,4.9822264,0.0,0,0,1,0,0,0,0
96732152,4.988672,0.0,0,0,1,0,0,0,0
97232152,4.9967284,0.0,0,0,1,0,0,0,0
97732152,4.990283,0.0,0,0,1,0,0,0,0
98242183,4.988672,0.0,0,0,1,0,0,0,0
98742155,4.9918942,0.0,0,0,1,0,0,0,0
100252152,4.988672,0.0,0,0,1,0,0,0,0
100762153,4.9870605,0.0,0,0,1,0,0,0,0
101262186,4.9918942,0.0,0,0,1,0,0,0,0
101762152,4.9918942,0.0,0,0,1,0,0,0,0
102262157,4.993506,0.0,0,0,1,0,0,0,0
102772153,4.9918942,0.0,0,0,1,0,0,0,0
103272152,5.0128417,0.0,0,0,1,0,0,0,0
103772152,4.9983397,0.0,0,0,1,0,0,0,0
104272152,4.9870605,0.0,0,0,1,0,0,0,0
104772152,4.9967284,0.0,0,0,1,0,0,0,0
105272165,4.9870605,0.0,0,0,1,0,0,0,0
105772152,4.999951,0.0,0,0,1,0,0,0,0
106282184,4.9918942,0.0,0,0,1,0,0,0,0
106782198,4.988672,0.0,0,0,1,0,0,0,0
107292152,4.9918942,0.0,0,0,1,0,0,0,0
107792152,4.979004,0.0,0,0,1,0,0,0,0
108292152,4.9983397,0.0,0,0,1,0,0,0,0
108802167,4.980615,0.0,0,0,1,0,0,0,0
109302155,4.9967284,0.0,0,0,1,0,0,0,0
109802199,4.9983397,0.0,0,0,1,0,0,0,0
110302189,4.988672,0.0,0,0,1,0,0,0,0
110802158,4.9838376,0.0,0,0,1,0,0,0,0
111302204,4.9870605,0.0,0,0,1,0,0,0,0
111812176,4.993506,0.0,0,0,1,0,0,0,0
112312154,4.988672,0.0,0,0,1,0,0,0,0
112812152,4.990283,0.0,0,0,1,0,0,0,0
113312164,4.990283,0.0,0,0,1,0,0,0,0
113812152,4.980615,0.0,0,0,1,0,0,0,0
114322162,4.9918942,0.0,0,0,1,0,0,0,0
114822180,4.9918942,0.0,0,0,1,0,0,0,0
115322164,4.993506,0.0,0,0,1,0,0,0,0
115832152,4.9870605,0.0,0,0,1,0,0,0,0
116332152,5.0015626,0.0,0,0,1,0,0,0,0
116832154,4.995117,0.0,0,0,1,0,0,0,0
117342160,4.9967284,0.0,0,0,1,0,0,0,0
117842159,4.954834,0.0,0,0,1,0,0,0,0
118342190,4.9918942,0.0,0,0,1,0,0,0,0
118842201,4.988672,0.0,0,0,1,0,0,0,0
119342153,4.969336,0.0,0,0,1,0,0,0,0
119842173,4.993506,0.0,0,0,1,0,0,0,0
120342159,4.9918942,0.0,0,0,1,0,0,0,0
120852158,4.990283,0.0,0,0,1,0,0,0,0
121862198,4.9677243,0.0,0,0,1,0,0,0,0
122362167,4.990283,0.0,0,0,1,0,0,0,0
122862165,4.990283,0.0,0,0,1,0,0,0,0
123372152,4.9854493,0.0,0,0,1,0,0,0,0
123872152,4.975781,0.0,0,0,1,0,0,0,0
124372178,4.9854493,0.0,0,0,1,0,0,0,0
124872176,4.9870605,0.0,0,0,1,0,0,0,0
125372152,4.975781,0.0,0,0,1,0,0,0,0
125872152,4.993506,0.0,0,0,1,0,0,0,0
126372162,4.988672,0.0,0,0,1,0,0,0,0
126872152,4.979004,0.0,0,0,1,0,0,0,0
127382153,4.9725585,0.0,0,0,1,0,0,0,0
127882199,4.995117,0.0,0,0,1,0,0,0,0
128392181,4.9838376,0.0,0,0,1,0,0,0,0
128892152,4.9983397,0.0,0,0,1,0,0,0,0
129392152,4.979004,0.0,0,0,1,0,0,0,0
129902163,4.979004,0.0,0,0,1,0,0,0,0
130402206,4.9870605,0.0,0,0,1,0,0,0,0
130912152,4.9838376,0.0,0,0,1,0,0,0,0
131412152,4.9870605,0.0,0,0,1,0,0,0,0
131912191,4.9773927,0.0,0,0,1,0,0,0,0
132412163,4.990283,0.0,0,0,1,0,0,0,0
132912152,4.988672,0.0,0,0,1,0,0,0,0
133412175,4.966113,0.0,0,0,1,0,0,0,0
133912153,4.993506,0.0,0,0,1,0,0,0,0
134412152,4.9870605,0.0,0,0,1,0,0,0,0
134922154,4.979004,0.0,0,0,1,0,0,0,0
135422158,4.980615,0.0,0,0,1,0,0,0,0
135932152,4.975781,0.0,0,0,1,0,0,0,0
136432158,4.995117,0.0,0,0,1,0,0,0,0
136932152,4.990283,0.0,0,0,1,0,0,0,0
137442155,4.9918942,0.0,0,0,1,0,0,0,0
137942199,4.9822264,0.0,0,0,1,0,0,0,0
138452187,4.9838376,0.0,0,0,1,0,0,0,0
138952153,5.0015626,0.0,0,0,1,0,0,0,0
139452152,4.993506,0.0,0,0,1,0,0,0,0
139962161,4.993506,0.0,0,0,1,0,0,0,0
140462175,4.9854493,0.0,0,0,1,0,0,0,0
140972157,4.9822264,0.0,0,0,1,0,0,0,0
141472155,4.9838376,0.0,0,0,1,0,0,0,0
141982209,4.9967284,0.0,0,0,1,0,0,0,0
142482160,5.0015626,0.0,0,0,1,0,0,0,0
142982198,4.9822264,0.0,0,0,1,0,0,0,0
143482207,4.9967284,0.0,0,0,1,0,0,0,0
143982161,4.9983397,0.0,0,0,1,0,0,0,0
144482157,4.9838376,0.0,0,0,1,0,0,0,0
144992200,4.988672,0.0,0,0,1,0,0,0,0
145492170,4.993506,0.0,0,0,1,0,0,0,0
145992196,4.995117,0.0,0,0,1,0,0,0,0
146492153,4.975781,0.0,0,0,1,0,0,0,0
146992166,4.993506,0.0,0,0,1,0,0,0,0
147492154,4.988672,0.0,0,0,1,0,0,0,0
148002165,4.9870605,0.0,0,0,1,0,0,0,0
148502163,4.9838376,0.0,0,0,1,0,0,0,0
149002173,4.993506,0.0,0,0,1,0,0,0,0
149512152,4.9918942,0.0,0,0,1,0,0,0,0
151012152,4.995117,0.0,0,0,1,0,0,0,0
151512168,5.0015626,0.0,0,0,1,0,0,0,0
152012164,4.980615,0.0,0,0,1,0,0,0,0
152512177,4.9918942,0.0,0,0,1,0,0,0,0
153012152,4.9918942,0.0,0,0,1,0,0,0,0
153522159,4.993506,0.0,0,0,1,0,0,0,0
154022201,4.9628906,0.0,0,0,1,0,0,0,0
154522161,5.0015626,0.0,0,0,1,0,0,0,0
155032174,4.9967284,0.0,0,0,1,0,0,0,0
155532152,4.993506,0.0,0,0,1,0,0,0,0
156042158,5.0015626,0.0,0,0,1,0,0,0,0
156542166,4.9967284,0.0,0,0,1,0,0,0,0
157042165,4.9854493,0.0,0,0,1,0,0,0,0
157552179,4.995117,0.0,0,0,1,0,0,0,0
158052152,4.9854493,0.0,0,0,1,0,0,0,0
158562176,4.993506,0.0,0,0,1,0,0,0,0
159062193,5.0015626,0.0,0,0,1,0,0,0,0
159562198,4.993506,0.0,0,0,1,0,0,0,0
160072177,4.9967284,0.0,0,0,1,0,0,0,0
160572163,4.9967284,0.0,0,0,1,0,0,0,0
161082199,4.9918942,0.0,0,0,1,0,0,0,0
161582201,4.9854493,0.0,0,0,1,0,0,0,0
162082164,4.9967284,0.0,0,0,1,0,0,0,0
162582199,5.0015626,0.0,0,0,1,0,0,0,0
163082185,4.988672,0.0,0,0,1,0,0,0,0
163582157,4.969336,0.0,0,0,1,0,0,0,0
164082169,5.0015626,0.0,0,0,1,0,0,0,0
164592152,4.9918942,0.0,0,0,1,0,0,0,0
165092152,4.9838376,0.0,0,0,1,0,0,0,0
165592181,4.9967284,0.0,0,0,1,0,0,0,0
166092152,4.995117,0.0,0,0,1,0,0,0,0
166602169,5.003174,0.0,0,0,1,0,0,0,0
167102153,5.0015626,0.0,0,0,1,0,0,0,0
167602176,4.993506,0.0,0,0,1,0,0,0,0
168102160,4.993506,0.0,0,0,1,0,0,0,0
168612152,4.9967284,0.0,0,0,1,0,0,0,0
169112152,4.9983397,0.0,0,0,1,0,0,0,0
169612155,5.0015626,0.0,0,0,1,0,0,0,0
170112152,4.9967284,0.0,0,0,1,0,0,0,0
170612185,4.9967284,0.0,0,0,1,0,0,0,0
171112152,5.0015626,0.0,0,0,1,0,0,0,0
171612163,4.9967284,0.0,0,0,1,0,0,0,0
172112152,5.0015626,0.0,0,0,1,0,0,0,0
172612157,5.004785,0.0,0,0,1,0,0,0,0
173112164,5.0015626,0.0,0,0,1,0,0,0,0
173612153,4.993506,0.0,0,0,1,0,0,0,0
174112185,4.975781,0.0,0,0,1,0,0,0,0
174612158,5.0015626,0.0,0,0,1,0,0,0,0
175112152,4.995117,0.0,0,0,1,0,0,0,0
175622180,4.9918942,0.0,0,0,1,0,0,0,0
176122198,4.993506,0.0,0,0,1,0,0,0,0
176632152,4.990283,0.0,0,0,1,0,0,0,0
177132152,4.990283,0.0,0,0,1,0,0,0,0
177632152,5.0015626,0.0,0,0,1,0,0,0,0
178142199,5.0015626,0.0,0,0,1,0,0,0,0
178642169,4.999951,0.0,0,0,1,0,0,0,0
179152154,5.003174,0.0,0,0,1,0,0,0,0
179652152,4.9918942,0.0,0,0,1,0,0,0,0
180152152,4.979004,0.0,0,0,1,0,0,0,0
180662159,5.0015626,0.0,0,0,1,0,0,0,0
181162155,5.003174,0.0,0,0,1,0,0,0,0
182662170,5.0063963,0.0,0,0,1,0,0,0,0
183162165,5.0015626,0.0,0,0,1,0,0,0,0
183662198,5.0080075,0.0,0,0,1,0,0,0,0
184162188,4.975781,0.0,0,0,1,0,0,0,0
184672152,5.0015626,0.0,0,0,1,0,0,0,0
185172156,5.0015626,0.0,0,0,1,0,0,0,0
185672193,4.999951,0.0,0,0,1,0,0,0,0
186172152,4.995117,0.0,0,0,1,0,0,0,0
186672161,4.9983397,0.0,0,0,1,0,0,0,0
187172152,5.0015626,0.0,0,0,1,0,0,0,0
187672152,4.995117,0.0,0,0,1,0,0,0,0
188182199,5.0015626,0.0,0,0,1,0,0,0,0
188682159,5.0015626,0.0,0,0,1,0,0,0,0
189182167,5.0015626,0.0,0,0,1,0,0,0,0
189682174,4.990283,0.0,0,0,1,0,0,0,0
190192152,4.990283,0.0,0,0,1,0,0,0,0
190692152,4.995117,0.0,0,0,1,0,0,0,0
191192179,5.003174,0.0,0,0,1,0,0,0,0
191702198,5.0080075,0.0,0,0,1,0,0,0,0
192202177,4.980615,0.0,0,0,1,0,0,0,0
192712156,4.979004,0.0,0,0,1,0,0,0,0
193212152,4.9918942,0.0,0,0,1,0,0,0,0
193712153,4.995117,0.0,0,0,1,0,0,0,0
194212175,4.9677243,0.0,0,0,1,0,0,0,0
194712185,5.0015626,0.0,0,0,1,0,0,0,0
195212155,5.0015626,0.0,0,0,1,0,0,0,0
195712152,4.9838376,0.0,0,0,1,0,0,0,0
196212181,5.003174,0.0,0,0,1,0,0,0,0
196722176,5.0015626,0.0,0,0,1,0,0,0,0
197222198,4.993506,0.0,0,0,1,0,0,0,0
197722162,4.9870605,0.0,0,0,1,0,0,0,0
198222166,5.0015626,0.0,0,0,1,0,0,0,0
198722155,4.990283,0.0,0,0,1,0,0,0,0
199222173,4.979004,0.0,0,0,1,0,0,0,0
199732159,4.9918942,0.0,0,0,1,0,0,0,0
200232154,4.999951,0.0,0,0,1,0,0,0,0
