timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
9692746,0.18596499,0.007501261,0.08908525
380671491,0.23332895,0.007506829,0.08950212
380875971,0.41425103,0.0077410894,0.09654549
381077244,0.20207438,0.0066571506,0.09086865
381279131,0.28250763,0.012993275,0.09480896
381483423,0.27945286,0.011539636,0.09430339
