timestamp,load,ram_usage
9617511,0.5131755,0.8002311
10618395,0.6280577,0.8416939
11622433,0.63261867,0.8473355
12625826,0.7194822,0.8476074
13626214,0.7146212,0.8476074
14628336,0.711318,0.8469277
43682260,0.6869135,0.85610384
44685191,0.71499115,0.85610384
45688373,0.7084429,0.85610384
46689406,0.70960784,0.85610384
47692426,0.7002948,0.85399675
48693250,0.70105606,0.85399675
49694780,0.69779146,0.8542686
50694993,0.7010066,0.8542686
51696127,0.6973729,0.8542686
52700243,0.7036904,0.85610384
53701702,0.70815265,0.85610384
54703319,0.7116979,0.85610384
55706684,0.70492643,0.85610384
56707031,0.70189214,0.85399675
57711217,0.7120915,0.85399675
58714862,0.7097758,0.85399675
59715687,0.7064836,0.8542686
60717625,0.7099296,0.8542686
61718759,0.7087053,0.8535889
62719333,0.7092787,0.85610384
63720552,0.70963097,0.85610384
64721915,0.7095311,0.85610384
65725005,0.7118517,0.85610384
66726556,0.71191585,0.85399675
67726209,0.70859563,0.85399675
68730293,0.7184925,0.8542686
70740885,0.7135796,0.8542686
71744248,0.7133726,0.85610384
72745184,0.7138349,0.85610384
73757383,0.70877093,0.85610384
74760920,0.71245015,0.85610384
75763509,0.705708,0.85399675
76764262,0.70547104,0.85399675
77765153,0.7023474,0.8542686
78768903,0.70288336,0.8542686
79770846,0.7015939,0.8542686
80772890,0.70184565,0.85610384
81775278,0.7008653,0.85610384
82776184,0.7065629,0.85610384
83780328,0.7036961,0.85610384
84783594,0.7075783,0.85399675
85785931,0.705976,0.85399675
86787197,0.6974827,0.85399675
87788258,0.70415866,0.8542686
88789871,0.7121614,0.8542686
89793617,0.71023536,0.8535889
90794385,0.69500965,0.85610384
91795491,0.70702994,0.85610384
92798480,0.7130938,0.85610384
93799210,0.7045822,0.85610384
94800762,0.7075351,0.85399675
95801418,0.7098962,0.85399675
96802485,0.7151795,0.8542686
97804976,0.70917344,0.8542686
98806401,0.7182072,0.8542686
99808264,0.7002858,0.85610384
100810452,0.717849,0.85610384
101814690,0.71399343,0.85610384
102816310,0.7114406,0.85610384
103817127,0.70969766,0.85399675
104821242,0.7058821,0.85399675
105822992,0.70411,0.8542686
106824931,0.7131463,0.8542686
107828863,0.70863724,0.8542686
108829335,0.7174729,0.85610384
109830481,0.7063432,0.85610384
110831464,0.6955707,0.85610384
111832337,0.7046008,0.85610384
112836761,0.69379056,0.85610384
113838828,0.6992778,0.85399675
114839780,0.70276165,0.85399675
115840314,0.705495,0.8542686
116844334,0.69951177,0.8542686
117847944,0.7089665,0.8535889
118850159,0.705608,0.85610384
119851649,0.7061963,0.85610384
120855606,0.69679546,0.85610384
121856374,0.68270373,0.85610384
122858487,0.70647097,0.85399675
123859443,0.70780873,0.85399675
124861623,0.7062855,0.8542686
125862865,0.7104006,0.8542686
126869119,0.7091155,0.8542686
127870365,0.7041477,0.85610384
128874693,0.7054037,0.85610384
129878781,0.7101965,0.85610384
130879240,0.7076635,0.85610384
131881980,0.70784473,0.85399675
132885657,0.7083324,0.85399675
133886515,0.7139189,0.8542686
134888821,0.7169206,0.8542686
135890351,0.7081247,0.8542686
136896908,0.716203,0.8535889
137898631,0.7172101,0.85610384
138901536,0.7166446,0.85610384
139902372,0.71628153,0.85610384
140904301,0.7088783,0.85610384
141905160,0.71185255,0.85399675
142909529,0.7022584,0.85399675
143916722,0.7055882,0.8542686
144917221,0.71556175,0.8542686
145919964,0.70959884,0.8535889
146921380,0.70272994,0.85610384
147926006,0.7110853,0.85610384
148928626,0.70357674,0.85610384
149929202,0.698778,0.85610384
151940816,0.7007474,0.85399675
152944311,0.7025991,0.8542686
153947258,0.7015617,0.8542686
154948205,0.7088332,0.8542686
155949219,0.7020351,0.85610384
156951785,0.6931355,0.85610384
157952394,0.69396245,0.85610384
158958964,0.6965119,0.85610384
159960377,0.7007631,0.85399675
160963547,0.70726943,0.85399675
161964324,0.7054833,0.8542686
162967248,0.70800257,0.8542686
163968127,0.7028501,0.8542686
164970715,0.7047682,0.8535889
165972278,0.6972352,0.85610384
166975811,0.6991993,0.85610384
167979966,0.7042005,0.85610384
168982530,0.7009123,0.85610384
169983524,0.70296556,0.85399675
170985646,0.7085258,0.85399675
171986502,0.71155244,0.8542686
172987215,0.7096786,0.8542686
173988978,0.7018727,0.8535889
174990338,0.70823765,0.85610384
175991616,0.7059113,0.85610384
176997888,0.71321803,0.85610384
177998437,0.7064723,0.85610384
178999377,0.71135664,0.85399675
180003284,0.71106076,0.85399675
181005873,0.70345926,0.8542686
183007195,0.703755,0.8542686
184009420,0.7110177,0.85610384
185010504,0.71177137,0.85610384
186014423,0.71919537,0.85610384
187018017,0.71707535,0.85610384
188020893,0.71362996,0.85399675
189022339,0.70639503,0.85399675
