timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
9907070,32767,32767,32767,32767,32767,-40,32767
9911070,32767,32767,32767,32767,-68,32767,-11
9959073,32767,32767,32767,32767,32767,-72,32767
9963070,32767,32767,32767,32767,-38,32767,-23
9967070,32767,32767,32767,32767,32767,-56,32767
9971089,32767,32767,32767,32767,32767,32767,-5
9975070,32767,32767,32767,32767,-50,-40,32767
9979069,32767,32767,32767,32767,32767,32767,32767
9983076,32767,32767,32767,32767,32767,32767,-6
9987106,32767,32767,32767,32767,32767,-65,32767
9991876,32767,32767,32767,32767,32767,32767,-11
9995870,32767,32767,32767,32767,32767,-40,32767
9999887,32767,32767,32767,32767,-62,32767,32767
10003880,32767,32767,32767,32767,32767,32767,-23
10007872,32767,32767,32767,32767,32767,-72,32767
10011086,32767,32767,32767,32767,-66,32767,32767
10015106,32767,32767,32767,32767,32767,-41,-30
10022314,32767,32767,32767,32767,32767,32767,-22
10027072,32767,32767,32767,32767,32767,-71,32767
10031075,32767,32767,32767,32767,32767,32767,-10
10035076,32767,32767,32767,32767,32767,-40,32767
10039070,32767,32767,32767,32767,-36,32767,32767
10042314,32767,32767,32767,32767,32767,32767,-19
10047080,32767,32767,32767,32767,32767,-72,-1
10051088,32767,32767,32767,32767,-48,32767,32767
10055070,32767,32767,32767,32767,32767,-40,32767
10059072,32767,32767,32767,32767,32767,32767,32767
10062314,32767,32767,32767,32767,-62,32767,-23
10067076,32767,32767,32767,32767,32767,-72,32767
10071132,32767,32767,32767,32767,32767,32767,-8
10075069,32767,32767,32767,32767,32767,-64,32767
10079088,32767,32767,32767,32767,32767,32767,-5
10082314,32767,32767,32767,32767,-53,-33,32767
10087078,32767,32767,32767,32767,32767,32767,32767
10091069,32767,32767,32767,32767,32767,32767,32767
10095070,32767,32767,32767,32767,-69,-64,-28
10099090,32767,32767,32767,32767,32767,32767,32767
10103072,32767,32767,32767,32767,-50,-40,32767
10107082,32767,32767,32767,32767,32767,32767,-20
10111070,32767,32767,32767,32767,32767,32767,32767
10115069,32767,32767,32767,32767,32767,-64,32767
10119085,32767,32767,32767,32767,32767,32767,-29
10122315,32767,32767,32767,32767,-31,-33,-14
10127096,32767,32767,32767,32767,32767,32767,32767
10131070,32767,32767,32767,32767,32767,32767,-16
10135070,32767,32767,32767,32767,-50,-72,32767
10139076,32767,32767,32767,32767,32767,32767,32767
10143070,32767,32767,32767,32767,32767,-40,-28
10147085,32767,32767,32767,32767,-70,32767,32767
10151076,32767,32767,32767,32767,32767,32767,-7
10154316,32767,32767,32767,32767,32767,-65,32767
10159078,32767,32767,32767,32767,32767,32767,32767
10163071,32767,32767,32767,32767,32767,-64,32767
10167080,32767,32767,32767,32767,-37,32767,-30
