timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
11147076,-0.0011627501,0.0004122482,0.0037692036,0.014170175,0.013440452,0.011163973,0.9997469,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
11151070,-0.0010707416,-0.0018090915,0.0021530325,0.014132786,0.013444618,0.011161736,0.9997475,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
11183070,-0.000528942,0.00031771127,0.0035420405,0.013807565,0.013442277,0.01117619,0.9997519,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
11215099,0.00010687031,0.0010525781,0.0031187225,0.0134871835,0.013444747,0.01117175,0.9997562,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
11247106,0.0019199998,-0.00011921534,0.0035038532,0.013148402,0.0134536745,0.0111799305,0.9997605,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
11275113,-0.00052305614,-0.0010698223,0.002573157,0.012853158,0.013476274,0.011169424,0.99976426,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
11307070,-0.023881078,-0.009678492,0.017713968,0.012396206,0.013469029,0.011009327,0.9997719,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
11339071,-0.0111459065,-0.027546454,0.00035055168,0.012029963,0.013098061,0.010002055,0.99979186,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
11371071,-0.026179938,-0.04593669,0.010728993,0.011722072,0.012778304,0.00909915,0.99980825,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
11403070,-0.020804418,-0.009350134,0.031166952,0.011105509,0.012377309,0.008115493,0.9998289,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
11435072,0.034879886,-0.030509692,-0.022029564,0.010981813,0.012023519,0.007104755,0.99984217,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
11467070,0.038992103,-0.020221688,-0.012533814,0.011061355,0.011696172,0.0064633717,0.9998495,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
11499095,-0.009263162,0.023723606,0.007861723,0.010810403,0.011319062,0.005488212,0.99986243,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
11527107,0.022128953,0.016966928,0.031884726,0.010251903,0.011087833,0.004457261,0.99987614,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
11559086,0.005965592,-0.013066633,0.004260742,0.009715402,0.010836624,0.0036748734,0.9998874,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
11591070,0.016326457,0.02416808,-0.027461886,0.009779912,0.010583789,0.0030942953,0.9998914,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
11623070,-0.0042959712,0.014523597,0.0047229277,0.009783686,0.010415596,0.0025997795,0.99989456,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
11655072,-0.025163328,-0.015158713,0.028351396,0.009278763,0.010259577,0.0019230758,0.99990255,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
11687076,-0.0020915854,-0.007059125,-0.0038210512,0.008759347,0.010057041,0.0012749555,0.99991024,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
11719070,0.03376049,-0.016263643,-0.017398214,0.008609844,0.009985126,0.0013144736,0.99991226,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
11751119,-0.0010518852,0.011196083,0.0012260312,0.008399223,0.009931853,0.0011311935,0.9999148,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
11779106,0.014800721,0.018381953,0.018769113,0.0079077715,0.009773349,0.00075666304,0.99992067,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
11811070,-0.04335516,0.016782172,0.056861352,0.0068365615,0.009568569,0.00022426056,0.9999308,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
11843077,-0.04623088,-0.014621893,-0.030674025,0.006603796,0.009465895,-0.00022811365,0.9999334,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
11875103,0.056184016,-0.01084169,-0.02179435,0.0070402566,0.009384223,0.00039368632,0.9999311,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
11907070,0.05321341,0.071987525,0.0020593335,0.0069077606,0.009178416,0.00027905448,0.99993396,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
11939080,0.09920877,0.03486269,-0.013535695,0.0069039636,0.009052008,-2.05149e-05,0.99993527,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
11971076,-0.0122864125,-0.05091038,0.0036243098,0.006958276,0.009024427,0.00047602708,0.99993503,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
12003081,-0.035345357,0.0085002575,0.012169063,0.0070012556,0.008860721,0.00035512308,0.99993616,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
12031092,0.07842532,0.025247637,0.023091279,0.0067753834,0.008806574,0.00041258454,0.9999382,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
12063095,0.0062195426,-0.022615502,-0.002726715,0.0067380313,0.0087806545,0.00053601473,0.9999386,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
12095078,-0.11616546,-0.004040133,-0.004361425,0.007222483,0.008694429,0.00034851267,0.99993604,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
12127076,0.055197887,-0.0032477472,0.014256347,0.007303348,0.008596568,0.00071182364,0.9999361,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
12159070,-0.023801696,0.025426783,0.010371383,0.0071906806,0.00856095,0.000668703,0.9999373,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
12191107,0.033352308,0.021631317,-0.022427093,0.0073988517,0.008529505,0.0006029792,0.9999361,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
12223070,-0.015894795,0.011711219,-0.012697662,0.007843169,0.0085481275,0.00082926353,0.9999324,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
12255113,-0.10087385,-0.043780223,0.015917225,0.0078524565,0.008573842,0.0005807208,0.9999323,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
12287069,-0.014343641,-0.0058579613,0.02306657,0.0074778576,0.0084627345,0.0004288812,0.99993616,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
12319125,-0.008255869,0.014667031,-0.021926964,0.007626213,0.008405477,0.0007134345,0.9999354,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
12351075,0.09452322,0.023433045,0.01087926,0.007841403,0.008440367,0.000947986,0.9999332,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
12383069,-0.07658849,0.034309596,0.03743333,0.0073612584,0.008344165,0.00061395264,0.99993795,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
12415082,0.011487085,-0.12678225,-0.01689545,0.0073970333,0.008493199,0.000582831,0.9999364,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
12447078,0.07962239,0.021665301,-0.012396783,0.007908898,0.0084008165,0.0010767268,0.99993294,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
12479090,-0.047675125,0.10312374,0.026421687,0.007821362,0.008274995,0.0010228481,0.99993473,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
12511079,-0.0068969526,-0.11027947,0.02233911,0.007584182,0.008425849,0.00071896956,0.9999355,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
12543072,0.06366512,0.03804887,-0.033730157,0.0077735614,0.008257861,0.0010619384,0.99993515,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
12575078,-0.0255292,0.03966175,-0.0058795726,0.00796728,0.008232467,0.0010574086,0.99993384,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
12607117,0.044411775,0.010513915,0.007850549,0.0077319737,0.008236746,0.0010120659,0.9999357,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
12639070,-0.025161482,-0.024725147,0.008966963,0.007552574,0.008281414,0.0010049121,0.99993676,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
12671087,-0.11364168,-0.00015705056,-0.0035981226,0.0077590966,0.008203358,0.00093330117,0.99993587,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
12703111,0.11655184,-0.03259975,0.006767587,0.007796366,0.008168575,0.0012942504,0.99993545,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
12735078,-0.061874203,0.011722896,0.002860518,0.007612898,0.008109229,0.0009943806,0.99993765,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
12767070,0.034338582,-0.018592201,-0.0007796476,0.0076260744,0.00816683,0.0010352634,0.99993706,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
12799070,0.090277776,0.026867934,-0.004299784,0.007721263,0.008077052,0.0012002771,0.99993694,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
12831070,-0.049275126,-0.07223098,0.013417626,0.0077571017,0.008130479,0.0010068455,0.9999364,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
12863070,-0.06834659,-0.06672212,0.02346434,0.007658834,0.008097427,0.00093607965,0.99993753,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
12895070,0.05843043,0.10396471,-0.019728126,0.007698393,0.007861013,0.001146753,0.99993885,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
12927106,0.058450826,-0.012564065,-0.0013609838,0.007846256,0.008032933,0.0011799644,0.9999363,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
12959097,0.0036198883,-0.05045323,0.014284434,0.007835228,0.008085235,0.0011048449,0.999936,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
12991070,-0.16600415,0.047338076,0.004538846,0.007814273,0.00792974,0.0009717829,0.99993765,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
13023070,0.037331983,-0.07141262,-0.008764794,0.0079042865,0.00798574,0.0011683973,0.9999362,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
13055070,0.14816211,0.06612394,-0.005397892,0.007942292,0.007834033,0.001309094,0.99993694,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
13087106,-0.14454901,-0.004762139,0.028129647,0.007786147,0.007964755,0.00081269565,0.9999377,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
13119070,0.0035980118,0.02533127,-0.0012385659,0.007711131,0.007954071,0.0009613877,0.99993825,-0.80489236,0.0105407005,0.0019125268,0.59332407,3
