timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
295174053,5.082129,0.0,0,0,1,0,0,0,0
295684067,5.0708494,0.0,0,0,1,0,0,0,0
296184053,5.0966306,0.0,0,0,1,0,0,0,0
296684053,5.0901856,0.0,0,0,1,0,0,0,0
297184053,5.0756836,0.0,0,0,1,0,0,0,0
297684063,5.091797,0.0,0,0,1,0,0,0,0
298194053,5.082129,0.0,0,0,1,0,0,0,0
298694075,5.0869627,0.0,0,0,1,0,0,0,0
299194079,5.077295,0.0,0,0,1,0,0,0,0
299694053,5.091797,0.0,0,0,1,0,0,0,0
300194061,5.091797,0.0,0,0,1,0,0,0,0
300694073,5.0805173,0.0,0,0,1,0,0,0,0
301194063,5.0869627,0.0,0,0,1,0,0,0,0
301694053,5.0869627,0.0,0,0,1,0,0,0,0
302194053,5.078906,0.0,0,0,1,0,0,0,0
302694056,5.091797,0.0,0,0,1,0,0,0,0
303204054,5.093408,0.0,0,0,1,0,0,0,0
303704053,5.0869627,0.0,0,0,1,0,0,0,0
304204077,5.0708494,0.0,0,0,1,0,0,0,0
304704054,5.08374,0.0,0,0,1,0,0,0,0
305704088,5.0740724,0.0,0,0,1,0,0,0,0
306204053,5.091797,0.0,0,0,1,0,0,0,0
306714068,5.093408,0.0,0,0,1,0,0,0,0
307214053,5.093408,0.0,0,0,1,0,0,0,0
307714053,5.078906,0.0,0,0,1,0,0,0,0
308214053,5.091797,0.0,0,0,1,0,0,0,0
308714053,5.0950193,0.0,0,0,1,0,0,0,0
309214064,5.0805173,0.0,0,0,1,0,0,0,0
309724053,5.053125,0.0,0,0,1,0,0,0,0
310224053,5.08374,0.0,0,0,1,0,0,0,0
310724080,5.0966306,0.0,0,0,1,0,0,0,0
311224053,5.08374,0.0,0,0,1,0,0,0,0
311724053,5.0982423,0.0,0,0,1,0,0,0,0
312224053,5.0950193,0.0,0,0,1,0,0,0,0
312724053,5.078906,0.0,0,0,1,0,0,0,0
313234053,5.08374,0.0,0,0,1,0,0,0,0
313734053,5.0853515,0.0,0,0,1,0,0,0,0
314234123,5.0950193,0.0,0,0,1,0,0,0,0
314734064,5.0869627,0.0,0,0,1,0,0,0,0
315234053,5.0966306,0.0,0,0,1,0,0,0,0
315734062,5.091797,0.0,0,0,1,0,0,0,0
316234053,5.093408,0.0,0,0,1,0,0,0,0
316734064,5.088574,0.0,0,0,1,0,0,0,0
317234053,5.0950193,0.0,0,0,1,0,0,0,0
317734053,5.0950193,0.0,0,0,1,0,0,0,0
318234053,5.08374,0.0,0,0,1,0,0,0,0
318744067,5.0708494,0.0,0,0,1,0,0,0,0
319244087,5.043457,0.0,0,0,1,0,0,0,0
319744053,5.040234,0.0,0,0,1,0,0,0,0
320244053,5.028955,0.0,0,0,1,0,0,0,0
320744078,5.0482907,0.0,0,0,1,0,0,0,0
321244053,5.030566,0.0,0,0,1,0,0,0,0
321744053,5.0273438,0.0,0,0,1,0,0,0,0
322254054,4.999951,0.0,0,0,1,0,0,0,0
322754086,5.019287,0.0,0,0,1,0,0,0,0
323254054,5.0273438,0.0,0,0,1,0,0,0,0
323754053,5.0273438,0.0,0,0,1,0,0,0,0
324254053,5.0273438,0.0,0,0,1,0,0,0,0
324764053,5.016064,0.0,0,0,1,0,0,0,0
325264053,5.0273438,0.0,0,0,1,0,0,0,0
325764053,5.024121,0.0,0,0,1,0,0,0,0
326264058,5.028955,0.0,0,0,1,0,0,0,0
326764054,5.033789,0.0,0,0,1,0,0,0,0
327264053,5.028955,0.0,0,0,1,0,0,0,0
327774091,5.024121,0.0,0,0,1,0,0,0,0
328274053,5.017676,0.0,0,0,1,0,0,0,0
328774053,5.0208983,0.0,0,0,1,0,0,0,0
329274065,5.0225096,0.0,0,0,1,0,0,0,0
329774074,5.0257325,0.0,0,0,1,0,0,0,0
330274053,5.0208983,0.0,0,0,1,0,0,0,0
330774054,5.0063963,0.0,0,0,1,0,0,0,0
331274053,5.014453,0.0,0,0,1,0,0,0,0
335274064,5.030566,0.0,0,0,1,0,0,0,0
335774053,5.030566,0.0,0,0,1,0,0,0,0
336274053,5.0273438,0.0,0,0,1,0,0,0,0
336774053,5.0273438,0.0,0,0,1,0,0,0,0
337284053,5.028955,0.0,0,0,1,0,0,0,0
337784053,5.0225096,0.0,0,0,1,0,0,0,0
338284053,5.014453,0.0,0,0,1,0,0,0,0
338794053,5.019287,0.0,0,0,1,0,0,0,0
339294074,5.016064,0.0,0,0,1,0,0,0,0
339794053,5.003174,0.0,0,0,1,0,0,0,0
340294085,5.004785,0.0,0,0,1,0,0,0,0
340804053,5.014453,0.0,0,0,1,0,0,0,0
341304053,4.9967284,0.0,0,0,1,0,0,0,0
341804053,5.009619,0.0,0,0,1,0,0,0,0
342304065,5.004785,0.0,0,0,1,0,0,0,0
342804065,5.0063963,0.0,0,0,1,0,0,0,0
343304053,5.0080075,0.0,0,0,1,0,0,0,0
343804053,5.0112305,0.0,0,0,1,0,0,0,0
344304078,5.0015626,0.0,0,0,1,0,0,0,0
344814053,5.0015626,0.0,0,0,1,0,0,0,0
345314084,5.0015626,0.0,0,0,1,0,0,0,0
345814053,4.9983397,0.0,0,0,1,0,0,0,0
346314053,4.9741697,0.0,0,0,1,0,0,0,0
346814056,4.990283,0.0,0,0,1,0,0,0,0
347314054,5.0015626,0.0,0,0,1,0,0,0,0
347824083,5.0015626,0.0,0,0,1,0,0,0,0
348324053,4.990283,0.0,0,0,1,0,0,0,0
348824054,4.995117,0.0,0,0,1,0,0,0,0
349324076,4.990283,0.0,0,0,1,0,0,0,0
349824053,4.980615,0.0,0,0,1,0,0,0,0
350324053,4.988672,0.0,0,0,1,0,0,0,0
350834053,4.995117,0.0,0,0,1,0,0,0,0
351334062,5.0015626,0.0,0,0,1,0,0,0,0
351834053,4.9725585,0.0,0,0,1,0,0,0,0
352334053,4.990283,0.0,0,0,1,0,0,0,0
352834088,4.990283,0.0,0,0,1,0,0,0,0
353334071,4.9741697,0.0,0,0,1,0,0,0,0
353834054,4.9918942,0.0,0,0,1,0,0,0,0
354334053,5.019287,0.0,0,0,1,0,0,0,0
