timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
294415797,0.13902725,0.0022719793,0.09076597
531715974,0.18038528,0.008657514,0.09071626
531919827,0.12816386,0.0046720486,0.086796075
532119901,0.16717154,0.005976416,0.07862371
532324469,0.15610237,0.0061770827,0.086853474
532525207,0.15175995,0.0057320236,0.089065224
