timestamp,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,arspd_check_level,load_factor_ratio,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,is_rotary_wing,is_vtol,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,rc_input_mode,data_link_lost,data_link_lost_counter,high_latency_data_link_lost,engine_failure,mission_failure,failure_detector_status,aspd_check_failing,aspd_fault_declared,aspd_use_inhibit,aspd_fail_rtl
295425262,3080239,2162703,3080207,0.0,0.0,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
296427380,3080239,2162703,3080207,0.0,0.0,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
297430213,3080239,2162703,3080207,0.0,0.0,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
298437217,3080239,2162703,3080207,0.0,0.0,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
299446600,3080239,2162703,3080207,0.0,0.0,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
300456174,3080239,2162703,3080207,0.0,0.0,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
301457812,3080239,2162703,3080207,0.0,0.0,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
302458165,3080239,2162703,3080207,0.0,0.0,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
303467418,3080239,2162703,3080207,0.0,0.0,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
304471123,3080239,2162703,3080207,0.0,0.0,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
306480581,3080239,2162703,3080207,0.0,0.0,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
307491097,3080239,2162703,3080207,0.0,0.0,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
308495203,3080239,2162703,3080207,0.0,0.0,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
309501357,3080239,2162703,3080207,0.0,0.0,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
310503545,3080239,2162703,3080207,0.0,0.0,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
