timestamp,alt_max,landed,freefall,ground_contact,maybe_landed,in_ground_effect
295627710,inf,1,0,0,0,0
296637214,inf,1,0,0,0,0
297643076,inf,1,0,0,0,0
298651108,inf,1,0,0,0,0
299667069,inf,1,0,0,0,0
300674166,inf,1,0,0,0,0
301683127,inf,1,0,0,0,0
302691172,inf,1,0,0,0,0
303704230,inf,1,0,0,0,0
304712057,inf,1,0,0,0,0
305721335,inf,1,0,0,0,0
306732182,inf,1,0,0,0,0
307742313,inf,1,0,0,0,0
308753216,inf,1,0,0,0,0
309763767,inf,1,0,0,0,0
310773108,inf,1,0,0,0,0
311783626,inf,1,0,0,0,0
312790175,inf,1,0,0,0,0
313803871,inf,1,0,0,0,0
314807039,inf,1,0,0,0,0
315818790,inf,1,0,0,0,0
316830132,inf,1,0,0,0,0
317779961,inf,0,0,1,0,0
318711182,inf,0,0,0,0,0
319723191,inf,0,0,0,0,0
320729198,inf,0,0,0,0,0
321739999,inf,0,0,0,0,0
322759208,inf,0,0,0,0,0
323768178,inf,0,0,0,0,0
324780955,inf,0,0,0,0,0
325792165,inf,0,0,0,0,0
326810845,inf,0,0,0,0,0
327816056,inf,0,0,0,0,0
328822059,inf,0,0,0,0,0
329832327,inf,0,0,0,0,0
330841482,inf,0,0,0,0,0
334881220,inf,0,0,0,0,0
335886167,inf,0,0,0,0,0
336888645,inf,0,0,0,0,0
337898061,inf,0,0,0,0,0
338911111,inf,0,0,0,0,0
339918062,inf,0,0,0,0,0
340930059,inf,0,0,0,0,0
341943934,inf,0,0,0,0,0
342957129,inf,0,0,0,0,0
343964201,inf,0,0,0,0,0
344973499,inf,0,0,0,0,0
345984609,inf,0,0,0,0,0
346996318,inf,0,0,0,0,0
348008063,inf,0,0,0,0,0
349016670,inf,0,0,0,0,0
350025173,inf,0,0,0,0,0
351040378,inf,0,0,0,0,0
352058385,inf,0,0,0,0,0
353072059,inf,0,0,0,0,0
354083072,inf,0,0,0,0,0
355090814,inf,0,0,0,0,0
356099059,inf,0,0,0,0,0
357107121,inf,0,0,0,0,0
358117137,inf,0,0,0,0,0
359127983,inf,0,0,0,0,0
360138176,inf,0,0,0,0,0
361157466,inf,0,0,0,0,0
362165520,inf,0,0,0,0,0
363181144,inf,0,0,0,0,0
364193160,inf,0,0,0,0,0
365201503,inf,0,0,0,0,0
366209579,inf,0,0,0,0,0
367213138,inf,0,0,0,0,0
368228071,inf,0,0,0,0,0
369241385,inf,0,0,0,0,0
370250061,inf,0,0,0,0,0
371258302,inf,0,0,0,0,0
372266103,inf,0,0,0,0,0
373281113,inf,0,0,0,0,0
374291105,inf,0,0,0,0,0
375301521,inf,0,0,0,0,0
376313139,inf,0,0,0,0,0
378336192,inf,0,0,0,0,0
379344225,inf,0,0,0,0,0
380353156,inf,0,0,0,0,0
381364207,inf,0,0,0,0,0
382384456,inf,0,0,0,0,0
383390403,inf,0,0,0,0,0
384401920,inf,0,0,0,0,0
385405234,inf,0,0,0,0,0
386417160,inf,0,0,0,0,0
387428186,inf,0,0,0,0,0
388435103,inf,0,0,0,0,0
389443079,inf,0,0,0,0,0
390462101,inf,0,0,0,0,0
391482828,inf,0,0,0,0,0
392492059,inf,0,0,0,0,0
393499068,inf,0,0,0,0,0
394508613,inf,0,0,0,0,0
395516064,inf,0,0,0,0,0
396526576,inf,0,0,0,0,0
397533402,inf,0,0,0,0,0
398541199,inf,0,0,0,0,0
399548603,inf,0,0,0,0,0
400560190,inf,0,0,0,0,0
401571035,inf,0,0,0,0,0
402581503,inf,0,0,0,0,0
403587189,inf,0,0,0,0,0
404590273,inf,0,0,0,0,0
405599185,inf,0,0,0,0,0
406615115,inf,0,0,0,0,0
407624836,inf,0,0,0,0,0
408636652,inf,0,0,0,0,0
409645215,inf,0,0,0,0,0
410658853,inf,0,0,0,0,0
411664338,inf,0,0,0,0,0
412676059,inf,0,0,0,0,0
413686062,inf,0,0,0,0,0
414697270,inf,0,0,0,0,0
415707089,inf,0,0,0,0,0
416716210,inf,0,0,0,0,0
417722294,inf,0,0,0,0,0
