timestamp,rollspeed,pitchspeed,yawspeed,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
294678137,-0.00016465213,-0.0018125377,0.0016182831,0.0,0.0,0.0,0.0
294742111,-5.797547e-05,0.00014270481,-0.0007578032,0.0,0.0,0.0,0.0
294774118,-0.0004369153,0.00029613858,9.2084374e-05,0.0,0.0,0.0,0.0
294806083,-0.0021166771,-0.00034842268,0.0004653777,0.0,0.0,0.0,0.0
294838016,2.5473768e-05,-8.403789e-06,-0.00024454674,0.0,0.0,0.0,0.0
294870056,-0.0008663612,-0.0005928142,-0.00023257345,0.0,0.0,0.0,0.0
294902048,-0.0022716871,0.0005571133,-0.000116557596,0.0,0.0,0.0,0.0
294934159,-0.00023672369,0.00044908002,-0.0006112193,0.0,0.0,0.0,0.0
294962178,0.00016177673,-0.00024591305,0.00053510827,0.0,0.0,0.0,0.0
294994169,0.00044184533,-0.00013681198,-0.00034265406,0.0,0.0,0.0,0.0
295026057,-0.00020924793,-0.00076372596,0.0071704197,0.0,0.0,0.0,0.0
295058059,0.0009921159,0.0029796183,0.012019462,0.0,0.0,0.0,0.0
295090109,0.0024765716,0.0018731763,0.0072909077,0.0,0.0,0.0,0.0
295122090,-0.0014600474,0.0011760825,0.013206493,0.0,0.0,0.0,0.0
295154014,0.0075301044,0.004658419,-0.013909034,0.0,0.0,0.0,0.0
295186137,0.0016792149,-0.0019874305,-0.025798397,0.0,0.0,0.0,0.0
295218102,-0.00917475,0.008763376,-0.020417439,0.0,0.0,0.0,0.0
295250013,0.011135363,0.0085839825,-0.019729633,0.0,0.0,0.0,0.0
295282012,0.0048168767,0.0006576673,-0.0102300765,0.0,0.0,0.0,0.0
295314175,-0.0059923287,0.00063616893,0.007018231,0.0,0.0,0.0,0.0
295346041,-0.0022194646,0.00089687284,0.02352961,0.0,0.0,0.0,0.0
295378074,0.005120988,0.0016601817,0.02147908,0.0,0.0,0.0,0.0
295410064,1.5899306e-05,0.00035176426,0.010442849,0.0,0.0,0.0,0.0
295442017,-0.0051033003,0.0005804052,-0.0011050839,0.0,0.0,0.0,0.0
295473252,-0.0036874684,-0.004071532,-0.008789613,0.0,0.0,0.0,0.0
295506059,0.0033546437,0.002033826,-0.016200885,0.0,0.0,0.0,0.0
295537229,-0.0043530017,-0.0027377615,-0.009850217,0.0,0.0,0.0,0.0
295568550,-0.004652012,-0.004630614,-0.0003984888,0.0,0.0,0.0,0.0
295601259,0.0076648155,-0.0027108907,0.011983228,0.0,0.0,0.0,0.0
295633367,0.014344472,-0.024450695,0.0038158423,0.0,0.0,0.0,0.0
295665269,-0.02744578,-0.02504325,-0.02651799,0.0,0.0,0.0,0.0
295697270,0.008106192,0.0013005926,0.020331236,0.0,0.0,0.0,0.0
295729252,0.038580015,-0.009449431,0.025656182,0.0,0.0,0.0,0.0
295761225,-0.030666577,-0.011114804,0.011548947,0.0,0.0,0.0,0.0
295793228,-0.009100228,-0.00034071994,0.0052523967,0.0,0.0,0.0,0.0
295825278,0.049894284,0.00037397712,-0.011583354,0.0,0.0,0.0,0.0
295857280,0.004112927,0.007001596,-0.0060837725,0.0,0.0,0.0,0.0
295889309,-0.019224565,-0.003490563,0.008043414,0.0,0.0,0.0,0.0
295921311,0.036493618,-0.005042691,-0.01597518,0.0,0.0,0.0,0.0
295953278,0.006702223,-0.0033156192,-0.01790831,0.0,0.0,0.0,0.0
295985398,-0.023093738,0.004077277,0.005192166,0.0,0.0,0.0,0.0
296021310,0.031859707,0.008977133,0.0073625892,0.0,0.0,0.0,0.0
296053346,0.009784432,0.0016758924,0.0062064556,0.0,0.0,0.0,0.0
296085346,-0.019160034,0.004623175,0.0129588125,0.0,0.0,0.0,0.0
296113274,0.017958641,-0.0063740537,0.0052549946,0.0,0.0,0.0,0.0
296145281,0.02527313,0.009255572,-0.0042676744,0.0,0.0,0.0,0.0
296177278,-0.012787831,0.0034818316,0.00457148,0.0,0.0,0.0,0.0
296209227,0.008066085,0.004648178,0.0033220295,0.0,0.0,0.0,0.0
296241296,0.02179057,0.0055902856,-0.010140351,0.0,0.0,0.0,0.0
296272409,-0.019622993,0.0040904926,-0.0046051196,0.0,0.0,0.0,0.0
296304474,-0.00817513,0.010015284,0.0065394454,0.0,0.0,0.0,0.0
296336431,0.014837911,0.004180724,-0.0040270826,0.0,0.0,0.0,0.0
296368500,-0.0066932044,0.0005292386,0.00091887906,0.0,0.0,0.0,0.0
296400419,-0.013774528,0.0053093634,0.0044859424,0.0,0.0,0.0,0.0
296428516,0.009793855,-0.007077682,0.00043558294,0.0,0.0,0.0,0.0
296460465,-0.003941032,-0.0021360628,-0.0024504047,0.0,0.0,0.0,0.0
296492430,-0.0129526295,-0.0019741235,0.0014358534,0.0,0.0,0.0,0.0
296524451,-0.003397815,-0.0065237875,-0.0031372414,0.0,0.0,0.0,0.0
