timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
48184178,5.093408,0.0,0,0,1,0,0,0,0
48694144,5.091797,0.0,0,0,1,0,0,0,0
49194172,5.0805173,0.0,0,0,1,0,0,0,0
49694167,5.08374,0.0,0,0,1,0,0,0,0
50194144,5.0611815,0.0,0,0,1,0,0,0,0
50694146,5.0756836,0.0,0,0,1,0,0,0,0
51204229,5.038623,0.0,0,0,1,0,0,0,0
51704169,5.030566,0.0,0,0,1,0,0,0,0
52214147,5.0499024,0.0,0,0,1,0,0,0,0
52714144,5.0515137,0.0,0,0,1,0,0,0,0
54214144,5.0370116,0.0,0,0,1,0,0,0,0
54714144,5.030566,0.0,0,0,1,0,0,0,0
55214144,5.0080075,0.0,0,0,1,0,0,0,0
55724151,5.003174,0.0,0,0,1,0,0,0,0
56224199,5.0208983,0.0,0,0,1,0,0,0,0
56734145,5.0080075,0.0,0,0,1,0,0,0,0
57234163,5.024121,0.0,0,0,1,0,0,0,0
57734144,5.0112305,0.0,0,0,1,0,0,0,0
58234148,5.014453,0.0,0,0,1,0,0,0,0
58734147,5.0273438,0.0,0,0,1,0,0,0,0
59234150,5.004785,0.0,0,0,1,0,0,0,0
59734194,5.017676,0.0,0,0,1,0,0,0,0
60234146,5.019287,0.0,0,0,1,0,0,0,0
60734144,4.980615,0.0,0,0,1,0,0,0,0
61234164,4.9983397,0.0,0,0,1,0,0,0,0
61744168,5.003174,0.0,0,0,1,0,0,0,0
62244166,5.009619,0.0,0,0,1,0,0,0,0
62744159,4.9967284,0.0,0,0,1,0,0,0,0
63254150,4.990283,0.0,0,0,1,0,0,0,0
63754144,5.0080075,0.0,0,0,1,0,0,0,0
64264188,5.0128417,0.0,0,0,1,0,0,0,0
64764191,5.004785,0.0,0,0,1,0,0,0,0
65264155,4.9838376,0.0,0,0,1,0,0,0,0
65764184,4.9983397,0.0,0,0,1,0,0,0,0
66264182,5.019287,0.0,0,0,1,0,0,0,0
