timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,remote_system_id,remote_component_id,remote_type,remote_system_status,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams
32308874614,32308873360,80000.0,1.0,12.454346,23.255882,0.0,255,0,6,4,0,2,0,0,1,1,43
32309157501,32309156437,80000.0,1.0,12.454346,23.255882,0.0,1,240,18,4,0,2,0,0,1,1,43
32309229053,0,1200.0,0.25786987,0.0,0.34344238,0.0,0,0,0,0,0,0,0,1,0,1,36
32309873051,32309872043,80000.0,1.0,13.010151,24.84183,0.0,255,0,6,4,0,2,0,0,1,1,43
32310159760,32310158735,80000.0,1.0,13.010151,24.84183,0.0,1,240,18,4,0,2,0,0,1,1,43
32310231316,0,1200.0,0.25786987,0.0,0.37004158,0.0,0,0,0,0,0,0,0,1,0,1,36
32310874769,32310871095,80000.0,1.0,12.995291,24.93777,0.0,255,0,6,4,0,2,0,0,1,1,43
32311157699,32311157009,80000.0,1.0,12.995291,24.93777,0.0,1,240,18,4,0,2,0,0,1,1,43
32311236658,0,1200.0,0.25786987,0.0,0.5810933,0.0,0,0,0,0,0,0,0,1,0,1,36
32311873072,32311871598,80000.0,0.9984021,13.096779,24.982132,0.039981008,255,0,6,4,0,2,0,0,1,1,43
32312155923,32312154729,80000.0,0.9984021,13.096779,24.982132,0.039981008,1,240,18,4,0,2,0,0,1,1,43
32312241270,0,1200.0,0.25786987,0.0,0.3336597,0.0,0,0,0,0,0,0,0,1,0,1,36
32312869739,32312869363,80000.0,1.0,13.031257,24.948544,0.0,255,0,6,4,0,2,0,0,1,1,43
32313157848,32313155634,80000.0,1.0,13.031257,24.948544,0.0,1,240,18,4,0,2,0,0,1,1,43
32313247499,0,1200.0,0.25786987,0.0,0.5618828,0.0,0,0,0,0,0,0,0,1,0,1,36
32313861187,32313859925,80000.0,1.0,13.021843,24.94412,0.0,255,0,6,4,0,2,0,0,1,1,43
32314156006,32314155161,80000.0,1.0,13.021843,24.94412,0.0,1,240,18,4,0,2,0,0,1,1,43
32314247812,0,1200.0,0.25786987,0.0,0.3243373,0.0,0,0,0,0,0,0,0,1,0,1,36
32314875648,32314871246,80000.0,1.0,12.972514,24.798843,0.0,255,0,6,4,0,2,0,0,1,1,43
32315159546,32315158636,80000.0,1.0,12.972514,24.798843,0.0,1,240,18,4,0,2,0,0,1,1,43
32315254376,0,1200.0,0.25786987,0.0,0.6533453,0.0,0,0,0,0,0,0,0,1,0,1,36
32315873706,32315872625,80000.0,1.0,13.004294,24.950436,0.0,255,0,6,4,0,2,0,0,1,1,43
32316159839,32316157371,80000.0,1.0,13.004294,24.950436,0.0,1,240,18,4,0,2,0,0,1,1,43
32316256815,0,1200.0,0.25786987,0.0,0.3365406,0.0,0,0,0,0,0,0,0,1,0,1,36
32317869633,32317868840,80000.0,1.0,12.915935,24.903742,0.0,255,0,6,4,0,2,0,0,1,1,43
