timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
32308275877,-0.04909724,0.11575403,0.24768789
32308285471,-0.0224204,0.112183556,0.23213327
32308295873,-0.03773522,0.11216486,0.23536478
32308305468,-0.02416851,0.10660353,0.24579929
32308315868,-0.02416851,0.10660353,0.24579929
32308324668,-0.028119894,0.121315375,0.23682036
32308335891,-0.03587367,0.10669699,0.23074836
32308344668,-0.031997632,0.10301435,0.23371677
32308355879,-0.029944757,0.10844484,0.2443632
32308364668,-0.029944757,0.10844484,0.2443632
32308373468,-0.04153507,0.11581011,0.23847449
32308383899,-0.03382193,0.097471714,0.24130465
32308393468,-0.03192116,0.10664092,0.2398174
32308403877,-0.039521147,0.110267475,0.24601427
32308413468,-0.039521147,0.110267475,0.24601427
32308423867,-0.03568404,0.09561171,0.24587603
32308432668,-0.037849788,0.10855699,0.22622508
32308443867,-0.022267738,0.115772724,0.24431205
32308452668,-0.03568348,0.10293958,0.24592109
32308463875,-0.018391697,0.11209009,0.24728046
32308471867,-0.0281594,0.10301435,0.23366866
32308481467,-0.029906379,0.11209009,0.2474248
32308491881,-0.033783834,0.09745302,0.24434371
32308501468,-0.033744045,0.11941797,0.24751797
32308511886,-0.043510623,0.124998,0.2339963
32308522274,-0.043510623,0.124998,0.2339963
32308531885,-0.022458214,0.11586619,0.22911675
32308540667,-0.004976238,0.1212593,0.24564885
32308551876,-0.029905813,0.11941797,0.24746986
32308560668,-0.018581891,0.1158475,0.23210768
32308579867,-0.024244135,0.1139688,0.23976624
32308589467,-0.0224204,0.112183556,0.23213327
32308599867,-0.02618159,0.123137996,0.2383271
32308609491,-0.028081799,0.12129669,0.23985942
32308619868,-0.028081799,0.12129669,0.23985942
32308628668,-0.01261601,0.10292089,0.24867147
32308639867,-0.04138354,0.10474351,0.2505631
32308648668,-0.035683196,0.10660353,0.24594362
32308659892,-0.03971162,0.110360935,0.23081899
32308668668,-0.010791995,0.10479959,0.24106105
32308677477,-0.03188391,0.0956304,0.24278888
32308687868,-0.029944757,0.10844484,0.2443632
