timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
32308299907,0.0012810451,-0.0017672345,0.0004186898,-0.037241977,-0.007629659,-5.201504e-07,0.99927723,0.8102718,0.01574137,-0.004948429,-0.58582187,3
32308331869,-2.5980407e-06,-0.00019048888,0.0007767535,-0.0372445,-0.0076272567,5.912055e-06,0.9992771,0.8102718,0.01574137,-0.004948429,-0.58582187,3
32308359870,2.364628e-06,0.0011724777,0.0017584396,-0.037250318,-0.007624019,1.004718e-05,0.9992769,0.8102718,0.01574137,-0.004948429,-0.58582187,3
32308391874,0.0022152395,-0.00019825622,2.1223212e-05,-0.03725474,-0.007624817,7.151878e-06,0.9992767,0.8102718,0.01574137,-0.004948429,-0.58582187,3
32308423876,-0.002136935,-0.0009494589,0.0015539275,-0.037273005,-0.00761436,2.277614e-06,0.99927616,0.8102718,0.01574137,-0.004948429,-0.58582187,3
32308455870,-0.00035194645,-0.0013639469,-0.00070600933,-0.037269507,-0.007604246,1.3552105e-06,0.99927634,0.8102718,0.01574137,-0.004948429,-0.58582187,3
32308487870,-0.0032419162,3.143924e-05,-0.001936595,-0.037265148,-0.0076083285,4.302911e-06,0.99927646,0.8102718,0.01574137,-0.004948429,-0.58582187,3
32308519898,-0.0041751093,0.010860666,-0.016635535,-0.03723131,-0.007636505,1.03673365e-05,0.9992775,0.8102718,0.01574137,-0.004948429,-0.58582187,3
32308551885,-0.01769722,-0.039742973,0.0056646396,-0.036939017,-0.007553179,7.149093e-05,0.99928904,0.8102718,0.01574137,-0.004948429,-0.58582187,3
32308583900,0.006833775,-0.019083198,0.04276623,-0.037454862,-0.007696393,3.9980252e-05,0.9992687,0.8102718,0.01574137,-0.004948429,-0.58582187,3
32308619877,-0.016660651,-0.060611557,0.00020039291,-0.03784284,-0.0075737257,-0.00033017396,0.999255,0.8102718,0.01574137,-0.004948429,-0.58582187,3
32308651885,0.0987448,0.00095140026,-0.030657467,-0.037552927,-0.007667638,-4.8342463e-05,0.99926525,0.8102718,0.01574137,-0.004948429,-0.58582187,3
32308683092,-0.019414155,0.015769884,-0.027290056,-0.037033923,-0.007657504,0.00015429102,0.99928474,0.8102718,0.01574137,-0.004948429,-0.58582187,3
32308715070,-0.017080763,-0.020667186,0.01662223,-0.03698301,-0.0076532913,2.3061812e-05,0.9992866,0.8102718,0.01574137,-0.004948429,-0.58582187,3
32308747093,0.0073803184,-0.010702726,0.03489827,-0.0375019,-0.0076980824,-7.474698e-05,0.9992669,0.8102718,0.01574137,-0.004948429,-0.58582187,3
32308779098,-0.013993122,-0.009002251,-0.0030272556,-0.037752245,-0.0076663406,-0.00014781818,0.9992578,0.8102718,0.01574137,-0.004948429,-0.58582187,3
32308811084,0.022667209,0.0016090092,-0.03241989,-0.037416905,-0.0077050496,-1.610591e-05,0.9992701,0.8102718,0.01574137,-0.004948429,-0.58582187,3
32308843071,8.994137e-05,0.0065583843,-0.008224534,-0.037061624,-0.007726899,0.00014530827,0.99928313,0.8102718,0.01574137,-0.004948429,-0.58582187,3
32308871070,-0.0103017725,0.028650854,0.025344143,-0.037239175,-0.007773916,0.00011190484,0.99927616,0.8102718,0.01574137,-0.004948429,-0.58582187,3
32308903070,-0.036894497,0.0025749821,0.020012762,-0.037711307,-0.0077543794,-0.0002063343,0.99925864,0.8102718,0.01574137,-0.004948429,-0.58582187,3
32308935103,0.01587721,0.021665888,-0.034602687,-0.037571415,-0.0077896463,-3.766198e-05,0.99926364,0.8102718,0.01574137,-0.004948429,-0.58582187,3
32308967070,0.0051089693,-0.022911241,-0.031446062,-0.036929935,-0.0077401823,0.0003382403,0.99928784,0.8102718,0.01574137,-0.004948429,-0.58582187,3
32308999095,-0.03694776,-0.0052303746,0.022129674,-0.036929693,-0.0077839065,0.00019965532,0.99928755,0.8102718,0.01574137,-0.004948429,-0.58582187,3
32309031070,-0.05283281,-0.007455161,0.027629273,-0.037438136,-0.007768249,-8.852649e-05,0.9992688,0.8102718,0.01574137,-0.004948429,-0.58582187,3
32309063108,0.013181256,-0.052594315,0.029251672,-0.037901096,-0.0076890076,-2.1044007e-05,0.99925196,0.8102718,0.01574137,-0.004948429,-0.58582187,3
32309095075,0.032290187,-0.05354507,-0.02485767,-0.03776823,-0.0075731184,0.00025880183,0.9992578,0.8102718,0.01574137,-0.004948429,-0.58582187,3
32309127070,0.012527939,-0.011997537,-0.021548254,-0.037187666,-0.007566749,0.00045800462,0.99927956,0.8102718,0.01574137,-0.004948429,-0.58582187,3
32309158320,-0.004696336,-0.047743887,0.007939775,-0.037088696,-0.007502446,0.0005869584,0.99928373,0.8102718,0.01574137,-0.004948429,-0.58582187,3
32309190296,0.030673262,0.008102881,0.0058905487,-0.037314724,-0.007661045,0.00035335534,0.9992742,0.8102718,0.01574137,-0.004948429,-0.58582187,3
32309222271,-0.0278042,0.15461218,-0.01861691,-0.037328616,-0.007733325,0.00024923275,0.9992731,0.8102718,0.01574137,-0.004948429,-0.58582187,3
32309254269,0.021122102,-0.0057935896,-0.046322454,-0.036856655,-0.007634326,0.00017688067,0.9992914,0.8102718,0.01574137,-0.004948429,-0.58582187,3
32309286270,-0.016192812,-0.030200073,0.008608049,-0.036629125,-0.0077259843,0.00018296961,0.9992991,0.8102718,0.01574137,-0.004948429,-0.58582187,3
32309318323,-0.054368623,0.0144394245,0.04522166,-0.037063055,-0.007843419,4.3716926e-05,0.99928224,0.8102718,0.01574137,-0.004948429,-0.58582187,3
32309350296,0.01562514,-0.02337292,0.0031504706,-0.037273027,-0.007819863,-7.9407866e-05,0.99927455,0.8102718,0.01574137,-0.004948429,-0.58582187,3
