timestamp,alt_max,landed,freefall,ground_contact,maybe_landed,in_ground_effect
32308750192,inf,1,0,0,0,0
32309763175,inf,1,0,0,0,0
32310774066,inf,1,0,0,0,0
32311785095,inf,1,0,0,0,0
32312795151,inf,1,0,0,0,0
32313811134,inf,1,0,0,0,0
32314001061,inf,0,0,1,0,0
32315016064,inf,0,0,1,0,0
32316027509,inf,0,0,1,0,0
32316427429,inf,0,0,0,0,0
32318445056,inf,0,0,0,0,0
32319453926,inf,0,0,0,0,0
32320459454,inf,0,0,0,0,0
32321470741,inf,0,0,0,0,0
32322474209,inf,0,0,0,0,0
32323480096,inf,0,0,0,0,0
32324491108,inf,0,0,0,0,0
32325501061,inf,0,0,0,0,0
32326509967,inf,0,0,0,0,0
32327523618,inf,0,0,0,0,0
32328531178,inf,0,0,0,0,0
32329537151,inf,0,0,0,0,0
32330552102,inf,0,0,0,0,0
32331562060,inf,0,0,0,0,0
32332573059,inf,0,0,0,0,0
32333586196,inf,0,0,0,0,0
32334597062,inf,0,0,0,0,0
32335603137,inf,0,0,0,0,0
32336616347,inf,0,0,0,0,0
32337627155,inf,0,0,0,0,0
32338629219,inf,0,0,0,0,0
32339636102,inf,0,0,0,0,0
32340649200,inf,0,0,0,0,0
32341659167,inf,0,0,0,0,0
32342666059,inf,0,0,0,0,0
32343674061,inf,0,0,0,0,0
32344687664,inf,0,0,0,0,0
32345702179,inf,0,0,0,0,0
32346708061,inf,0,0,0,0,0
32347714064,inf,0,0,0,0,0
32348725170,inf,0,0,0,0,0
32349734168,inf,0,0,0,0,0
32350747797,inf,0,0,0,0,0
32351753106,inf,0,0,0,0,0
32352767445,inf,0,0,0,0,0
32353777061,inf,0,0,0,0,0
32354793061,inf,0,0,0,0,0
32355806185,inf,0,0,0,0,0
32356812100,inf,0,0,0,0,0
32357826298,inf,0,0,0,0,0
32358834252,inf,0,0,0,0,0
32359847137,inf,0,0,0,0,0
32361867177,inf,0,0,0,0,0
32362884440,inf,0,0,0,0,0
32363895173,inf,0,0,0,0,0
32364906159,inf,0,0,0,0,0
32365914635,inf,0,0,0,0,0
32366926627,inf,0,0,0,0,0
32367934124,inf,0,0,0,0,0
32368942067,inf,0,0,0,0,0
32369950060,inf,0,0,0,0,0
32370962062,inf,0,0,0,0,0
32371970176,inf,0,0,0,0,0
32372984121,inf,0,0,0,0,0
32373994070,inf,0,0,0,0,0
32375010060,inf,0,0,0,0,0
32376015136,inf,0,0,0,0,0
32377024408,inf,0,0,0,0,0
32378036093,inf,0,0,0,0,0
32379045328,inf,0,0,0,0,0
32380052207,inf,0,0,0,0,0
32381060107,inf,0,0,0,0,0
32382066059,inf,0,0,0,0,0
32383083141,inf,0,0,0,0,0
32384098317,inf,0,0,0,0,0
32385108073,inf,0,0,0,0,0
32386118007,inf,0,0,0,0,0
32387126214,inf,0,0,0,0,0
32388134865,inf,0,0,0,0,0
32389144065,inf,0,0,0,0,0
32390147242,inf,0,0,0,0,0
32392166184,inf,0,0,0,0,0
32393171138,inf,0,0,0,0,0
32394182059,inf,0,0,0,0,0
32395193117,inf,0,0,0,0,0
32396205130,inf,0,0,0,0,0
32397212101,inf,0,0,0,0,0
32398217381,inf,0,0,0,0,0
32399230202,inf,0,0,0,0,0
32400239841,inf,0,0,0,0,0
32401251149,inf,0,0,0,0,0
32402258061,inf,0,0,0,0,0
32403268073,inf,0,0,0,0,0
32404281098,inf,0,0,0,0,0
32405292059,inf,0,0,0,0,0
32406303166,inf,0,0,0,0,0
32407314061,inf,0,0,0,0,0
32408326655,inf,0,0,0,0,0
32409335423,inf,0,0,0,0,0
32410341060,inf,0,0,0,0,0
32411352122,inf,0,0,0,0,0
32412363180,inf,0,0,0,0,0
32413375479,inf,0,0,0,0,0
32414389812,inf,0,0,0,0,0
32415401591,inf,0,0,0,0,0
32416411136,inf,0,0,0,0,0
32417426310,inf,0,0,0,0,0
32418430444,inf,0,0,0,0,0
32419442153,inf,0,0,0,0,0
32420453112,inf,0,0,0,0,0
32421460113,inf,0,0,0,0,0
32422470065,inf,0,0,0,0,0
32423479590,inf,0,0,0,0,0
32424490161,inf,0,0,0,0,0
32425335342,inf,0,0,0,0,1
32425377135,inf,0,0,0,0,0
32426259166,inf,0,0,1,0,0
32426697626,inf,0,0,0,1,0
32427035142,inf,1,0,0,0,0
32428042056,inf,1,0,0,0,0
32429046494,inf,1,0,0,0,0
