timestamp,rollspeed,pitchspeed,yawspeed,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
32308204828,-0.000470187,0.0008023416,0.000354429,0.0,0.0,0.0,0.0
32308300109,0.0011015122,-0.00023765641,-0.00034693908,0.0,0.0,0.0,0.0
32308332058,0.001253823,0.00014764181,0.00047090882,0.0,0.0,0.0,0.0
32308360056,5.3363503e-05,0.00028179545,2.863747e-05,0.0,0.0,0.0,0.0
32308392125,-5.0090894e-05,-0.00042610033,6.074435e-05,0.0,0.0,0.0,0.0
32308424021,-0.0011967069,-0.0001134912,0.00020139432,0.0,0.0,0.0,0.0
32308456054,7.7262346e-05,-0.0008941371,-0.0009258806,0.0,0.0,0.0,0.0
32308488044,-0.0008197836,-0.00020888296,-0.0015331237,0.0,0.0,0.0,0.0
32308520091,0.0006977912,0.0019617078,-0.0028257214,0.0,0.0,0.0,0.0
32308552033,0.005899506,-0.004663711,-0.0144763915,0.0,0.0,0.0,0.0
32308584046,-0.011343127,0.02394355,0.041163854,0.0,0.0,0.0,0.0
32308620119,-0.01814267,-0.0027476405,0.0070280298,0.0,0.0,0.0,0.0
32308652026,0.015537723,0.008234004,-0.028807381,0.0,0.0,0.0,0.0
32308683346,0.014925088,-0.0011548626,-0.031899754,0.0,0.0,0.0,0.0
32308715214,-0.01767261,0.0015308319,0.008251699,0.0,0.0,0.0,0.0
32308747286,-0.004388979,0.0034070667,0.03506839,0.0,0.0,0.0,0.0
32308779297,-0.0044855187,-0.0016748308,0.0058570383,0.0,0.0,0.0,0.0
32308811261,0.010132423,0.0017167298,-0.028494233,0.0,0.0,0.0,0.0
32308843265,0.009541358,-0.0037964992,-0.016057087,0.0,0.0,0.0,0.0
32308871224,-0.008133375,-0.00030513643,0.021985637,0.0,0.0,0.0,0.0
32308903214,-0.014822399,0.0013257307,0.027096402,0.0,0.0,0.0,0.0
32308935304,0.022246609,0.0010215079,-0.022746462,0.0,0.0,0.0,0.0
32308967240,0.018397389,0.0012691116,-0.04041548,0.0,0.0,0.0,0.0
32308999243,-0.011882569,0.0032121975,0.014854024,0.0,0.0,0.0,0.0
32309031224,-0.0069047883,-0.0035682418,0.032415535,0.0,0.0,0.0,0.0
32309063292,0.009970731,-0.013795509,0.0308271,0.0,0.0,0.0,0.0
32309095319,0.02506441,-0.004962807,-0.020612506,0.0,0.0,0.0,0.0
32309123271,0.019880172,-0.003441948,-0.040923554,0.0,0.0,0.0,0.0
32309158502,0.0153312115,-0.0041732197,0.0019347504,0.0,0.0,0.0,0.0
32309190435,-0.020487728,0.00027377188,0.014661472,0.0,0.0,0.0,0.0
32309222508,0.011952133,-0.019125164,-0.007763167,0.0,0.0,0.0,0.0
32309254449,-0.017853113,0.009509075,-0.043128226,0.0,0.0,0.0,0.0
32309286409,-0.00085428683,0.003912136,0.0013214308,0.0,0.0,0.0,0.0
32309318500,-0.003281902,0.0010540036,0.037554104,0.0,0.0,0.0,0.0
32309350478,0.007572154,0.0031867882,0.0006861354,0.0,0.0,0.0,0.0
32309382473,0.022421248,0.0026788265,-0.0043599117,0.0,0.0,0.0,0.0
32309410442,-0.017328627,0.0026644683,-0.00445975,0.0,0.0,0.0,0.0
32309442440,0.00504467,-0.0005428328,0.0044110394,0.0,0.0,0.0,0.0
32309474465,0.0069452804,-0.00488956,0.00060309446,0.0,0.0,0.0,0.0
32309506414,0.0066960226,0.0047464934,-0.0021890253,0.0,0.0,0.0,0.0
32309538539,0.00029402046,0.00636432,-0.0001920443,0.0,0.0,0.0,0.0
32309570444,-0.009439026,-0.0019150176,-0.000349259,0.0,0.0,0.0,0.0
32309602438,-0.0010329455,0.006195115,0.0023447743,0.0,0.0,0.0,0.0
32309633689,0.008079089,0.0041374564,0.0049233753,0.0,0.0,0.0,0.0
32309665646,0.020976655,-0.007327005,0.0025791381,0.0,0.0,0.0,0.0
