timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt
32308276711,0.0008970447,-0.001508015,-0.0027090127,4031,0,-0.033442706,0.011873694,-9.766907,4031
32308280670,-0.0010250224,-0.0013962624,-0.002667598,3959,0,-0.01770738,0.005610088,-9.764765,3959
32308284670,0.00067442964,0.000736323,-0.0040749838,4000,0,-0.022475978,-4.5425055e-05,-9.766614,4000
32308288670,-0.0012504684,-0.00085565983,-0.003637712,4000,0,-0.026067328,0.016192088,-9.792938,4000
32308292670,-0.00027800046,0.00019355949,-0.003630277,4000,0,-0.040903687,0.02829252,-9.791255,4000
32308296670,0.002154087,-0.002659518,-0.004010247,4000,0,-0.04270478,0.009156629,-9.781938,4000
32308299907,0.000708973,-0.002861508,-0.0029448976,3237,0,-0.03973391,-0.0027843574,-9.753141,3237
32308303870,-0.00092106784,-0.0026726895,-0.0034271085,3963,0,-0.037377555,-0.0038447971,-9.774558,3963
32308307870,-0.00081822666,-0.00075583433,-0.0040625255,4000,0,-0.024920896,-0.01747134,-9.730827,4000
32308311870,-0.0018715909,9.454807e-05,-0.0029771053,4000,0,-0.0217767,-0.01740383,-9.745922,4000
32308315877,-0.00050664385,-0.00042700808,-0.0043799835,4007,0,-0.021788295,-0.006873833,-9.746847,4007
32308319870,0.00047523002,-0.0023559225,-0.0025986873,3993,0,-0.03175033,0.0026582512,-9.744306,3993
32308323870,-0.00060043816,-0.0008709253,-0.002894276,4000,0,-0.039668925,0.0014381073,-9.770581,4000
32308327870,0.002497707,-0.0005478041,-0.0028232282,4000,0,-0.038219616,-0.017278917,-9.764181,4000
32308331869,-0.0005749294,-0.0012846461,-0.0025871054,3999,0,-0.034043465,-0.0024317047,-9.779199,3999
32308335900,-0.0012169057,-0.0018252148,-0.001718891,4031,0,-0.037713595,-0.0015228943,-9.762645,4031
32308339870,-0.0003684888,-0.003532745,-0.0031412966,3970,0,-0.04994719,-0.004482965,-9.75073,3970
32308343877,0.0010922507,-0.0012815053,-0.004408073,4007,0,-0.044761423,0.0056000473,-9.755928,4007
32308347869,-5.5544187e-05,0.0005149226,-0.0025717916,3992,0,-0.02655893,-0.004975906,-9.746774,3992
32308351869,-0.0014439625,-0.0015024897,-0.0031965063,4000,0,-0.03474683,-0.019240908,-9.750973,4000
32308355888,-0.00029103004,-0.0008579054,-0.004387332,4019,0,-0.033745714,-0.022122689,-9.751501,4019
32308359870,-0.0005701053,7.832653e-05,-0.0016056692,3982,0,-0.04384116,-0.0019992879,-9.761649,3982
32308363892,-0.0022905793,-0.0011746505,-0.002660158,4022,0,-0.05114724,0.010458596,-9.770945,4022
32308367870,-0.0009058671,-0.0010745621,-0.0028880066,3978,0,-0.031115359,0.00087730057,-9.770289,3978
32308371870,5.239991e-05,0.0024264124,-0.0024575128,4000,0,-0.037024066,-0.010454739,-9.785385,4000
32308375879,-0.0014482663,-0.00074203213,-0.0035092882,4009,0,-0.03110478,0.00034012937,-9.7623205,4009
32308379869,-0.002615983,-0.0017158074,-0.0038423694,3990,0,-0.0296372,0.008115707,-9.769789,3990
32308383908,-0.0014525313,-0.0022445947,-0.0039533614,4039,0,-0.03583985,-0.0039268318,-9.7650585,4039
32308387870,6.60448e-05,-0.0015077624,-0.0025903105,3962,0,-0.05061335,-0.00956828,-9.763965,3962
32308391874,0.0016420977,-0.0012934497,-0.0033463282,4004,0,-0.050727118,0.01667141,-9.774116,4004
32308395919,0.00069335615,-0.0013015987,-0.0014283537,4045,0,-0.028126448,0.0094592525,-9.760872,4045
32308399870,0.00028690955,-0.002698898,-0.0009945815,3951,0,-0.03068524,0.0013048961,-9.767926,3951
32308403886,0.00016242817,-0.00064403936,-0.0023690623,4016,0,-0.01942863,0.008409603,-9.749589,4016
32308407920,-0.003021378,-0.0023583276,-0.0011619835,4034,0,-0.01994506,0.005921866,-9.743887,4034
32308411870,-0.00068488915,-0.0021598039,-0.0030237443,3950,0,-0.03810723,-0.007745283,-9.75803,3950
32308415892,-0.0015622884,-0.0021373273,-0.0040596,4022,0,-0.029645411,-0.0105881635,-9.765656,4022
32308419870,-0.0013396689,0.0003108621,-0.0035156396,3978,0,-0.025920657,0.009001691,-9.774494,3978
