timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
36914781,-0.45973715,0.41761306,2.9942079,0.0,0.023028616,-0.21770336,-0.20743486,0.95343894,0.0,0.0,-0.08,1,0,0,0,0,0
37014796,-0.4638001,0.41302782,2.9944344,0.0,0.023026396,-0.21555656,-0.2096648,0.95343894,0.0,0.0,-0.08,1,0,0,0,0,0
37118671,-0.026994811,0.062859416,3.0924673,0.0,0.02412183,-0.03174352,-0.012714537,0.99912405,0.0,0.0,-0.08,1,0,0,0,0,0
37218729,-0.0010020542,0.0012296574,3.0933502,0.0,0.024118587,-0.00062673393,-0.00048605225,0.9997088,0.0,0.0,-0.08,1,0,0,0,0,0
37322670,-2.0287276e-05,-8.067593e-06,3.0925403,0.0,0.024523735,3.783823e-06,-1.02395115e-05,0.99969923,0.0,0.0,-0.08,1,0,0,0,0,0
37422838,1.04681384e-07,-5.482174e-07,3.0932183,0.0,0.024184804,2.7529435e-07,4.569612e-08,0.9997075,0.0,0.0,-0.08,1,0,0,0,0,0
37526000,8.806504e-09,-1.32095535e-08,3.093696,0.0,0.02394598,6.708323e-09,4.2438315e-09,0.99971324,0.0,0.0,-0.08,1,0,0,0,0,0
37625932,0.18302652,0.04022241,3.0969648,0.0,0.024051491,-0.017982127,0.09179116,0.99532527,0.0,0.0,-0.08,1,0,0,0,0,0
37725944,0.5117449,0.3495946,3.185303,0.0,0.023184149,-0.17365298,0.24549665,0.9534351,0.0,0.0,-0.08,1,0,0,0,0,0
37829982,0.46048418,0.41677785,3.1903868,0.0,0.02396255,-0.20681131,0.21829584,0.9534158,0.0,0.0,-0.08,1,0,0,0,0,0
37930027,0.45973507,0.41761538,3.1929612,0.0,0.022753188,-0.20749892,0.21764229,0.9534455,0.0,0.0,-0.08,1,0,0,0,0,0
38030204,0.4597371,0.41761312,3.1934016,0.0,0.022543207,-0.20754573,0.21759765,0.9534505,0.0,0.0,-0.08,1,0,0,0,0,0
38133933,0.45973715,0.41761306,3.19164,0.0,0.02338303,-0.20735395,0.2177804,0.95343024,0.0,0.0,-0.08,1,0,0,0,0,0
38233901,0.45973715,0.41761306,3.191489,0.0,0.023454977,-0.20733753,0.21779606,0.9534285,0.0,0.0,-0.08,1,0,0,0,0,0
38337101,0.45973715,0.41761306,3.1925216,0.0,0.022962727,-0.20744994,0.217689,0.9534405,0.0,0.0,-0.08,1,0,0,0,0,0
38437169,0.45973715,0.41761306,3.1927142,0.0,0.02287089,-0.20747092,0.21766901,0.95344275,0.0,0.0,-0.08,1,0,0,0,0,0
38537117,0.45973715,0.41761306,3.1920843,0.0,0.023171175,-0.20740235,0.21773432,0.9534355,0.0,0.0,-0.08,1,0,0,0,0,0
38641124,0.45973715,0.41761306,3.1918013,0.0,0.023306087,-0.20737153,0.21776368,0.9534322,0.0,0.0,-0.08,1,0,0,0,0,0
38741069,0.45973715,0.41761306,3.1923907,0.0,0.023025125,-0.2074357,0.21770257,0.953439,0.0,0.0,-0.08,1,0,0,0,0,0
38845184,0.45973715,0.41761306,3.1925416,0.0,0.02295318,-0.20745213,0.2176869,0.9534407,0.0,0.0,-0.08,1,0,0,0,0,0
38945209,0.45973715,0.41761306,3.1920395,0.0,0.023192542,-0.20739746,0.21773899,0.95343494,0.0,0.0,-0.08,1,0,0,0,0,0
39045188,0.45973715,0.41761306,3.1920118,0.0,0.023205725,-0.20739445,0.21774185,0.9534346,0.0,0.0,-0.08,1,0,0,0,0,0
39149111,0.45973715,0.41761306,3.192395,0.0,0.023023078,-0.20743617,0.21770212,0.95343906,0.0,0.0,-0.08,1,0,0,0,0,0
39249122,0.41432983,0.3708488,3.1721728,0.0,0.023210578,-0.18349144,0.19937822,0.96230996,0.0,0.0,-0.08,1,0,0,0,0,0
39352303,-0.008249453,0.17242347,3.0923731,0.0,0.024160627,-0.08617929,-0.001989361,0.99598473,0.0,0.0,-0.08,1,0,0,0,0,0
39452374,-0.030267525,-0.0067343083,3.0931404,0.0,0.024271805,0.0029991935,-0.015210215,0.9995852,0.0,0.0,-0.08,1,0,0,0,0,0
39552359,-0.025943866,-1.098627e-05,3.093155,0.0,0.024214538,-0.000308635,-0.0129678985,0.9996226,0.0,0.0,-0.08,1,0,0,0,0,0
39656300,-0.00034886698,1.627786e-06,3.0931132,0.0,0.02423736,-5.041461e-06,-0.0001743625,0.9997062,0.0,0.0,-0.08,1,0,0,0,0,0
39756321,-2.4149897e-06,4.928199e-08,3.0929248,0.0,0.024331508,-5.401387e-08,-1.2065378e-06,0.99970394,0.0,0.0,-0.08,1,0,0,0,0,0
