timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt
36814476,-9.0213485e-05,0.0032004588,0.00031814064,4006,0,-0.118095115,-0.2003476,-9.806572,4006
36878515,0.00030607547,-0.0022162276,-0.0007776964,4046,0,-0.12471531,-0.19232988,-9.775118,4046
36882477,-0.00020228924,0.00012069693,0.00010315046,3962,0,-0.1275416,-0.20043734,-9.794252,3962
36886471,-0.0009639826,0.00065310043,-0.00063434086,3994,0,-0.13927224,-0.20045821,-9.779591,3994
36890478,-0.0005404852,0.00033782376,-0.00064737804,4007,0,-0.12441199,-0.20082054,-9.808315,4007
36894472,0.0017164244,7.8152525e-06,0.00015908507,3994,0,-0.1183389,-0.19549486,-9.817901,3994
36898470,-0.0008204141,-0.000859297,0.001268657,3998,0,-0.13612333,-0.20650779,-9.811901,3998
36902489,-2.6422744e-05,0.0017216265,-0.0017180614,4019,0,-0.14934306,-0.21047091,-9.797864,4019
36906470,0.0009307515,0.0025691446,-0.0015293845,3981,0,-0.13960078,-0.20989724,-9.814565,3981
36910482,0.00073942705,0.0012831036,-0.0007733043,4012,0,-0.13229987,-0.20080343,-9.815746,4012
36914475,-0.00025801163,0.0018254312,-0.0025615424,3993,0,-0.13760136,-0.19888382,-9.814665,3993
36918470,-8.563495e-05,-0.00052635226,0.00051278085,3995,0,-0.12885168,-0.20657924,-9.812042,3995
36922485,5.3674434e-05,-0.00021064877,0.0021081886,4015,0,-0.12526853,-0.20276508,-9.8026,4015
36926469,-0.0005379677,0.000115507646,-0.0006407667,3984,0,-0.13820289,-0.19795355,-9.798063,3984
36930476,-0.0018126506,-0.0007323798,-0.0006208423,4007,0,-0.133924,-0.18345246,-9.823686,4007
36934499,-0.0013368941,0.00084512576,0.0017222277,4023,0,-0.15054,-0.20179582,-9.809628,4023
36938470,0.0010009729,-0.0004245117,0.001448027,3971,0,-0.15421091,-0.20753114,-9.802469,3971
36942470,-0.00094389054,0.0008590234,0.00021844202,4000,0,-0.17115119,-0.20709649,-9.801683,4000
36946469,0.0012125806,-0.0010599444,0.0017627913,3999,0,-0.1557266,-0.19218874,-9.802447,3999
36950485,0.0021480506,-0.0022305408,0.0004586079,4016,0,-0.13330236,-0.18839559,-9.793863,4016
