timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
36914475,0,0.0,0.0,0.12687853,0.6854123,-0.03228735,0.12307326,0.6752279,-0.25624287,0.00032282315,0.0023719987,0.022479035,0.009475292,0.005156753,-0.00046098043,-6.430782e-05,0.005245963,0.0022672582,0.035450447,3.0932858,0.0,0.1,-0.022479035,0.005282995,0.0036401423,0.025626184,0.017028397,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
37018510,0,0.0,0.0,0.12693688,0.6854409,-0.032327376,0.12307326,0.6752279,-0.25624287,0.0008935389,0.0022377323,0.02208347,0.008817666,0.005156753,-0.00046098043,-6.430782e-05,0.0090165,-0.021849772,0.04635395,3.0933034,0.0,0.1,-0.02208347,0.005297003,0.0036390838,0.026246892,0.017393459,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
37114470,0,0.0,0.0,0.12701212,0.68547755,-0.03240134,0.12307326,0.6752279,-0.25624287,0.0009943546,0.0024508196,0.021337058,0.007912343,0.005156753,-0.00046098043,-6.430782e-05,0.0018631555,-0.017309958,0.061061163,3.093316,0.0,0.1,-0.021337058,0.00524256,0.0035990574,0.026265448,0.017405242,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
37218531,0,0.0,0.0,0.12712206,0.685493,-0.032515127,0.12307326,0.6752279,-0.25624287,0.0018738023,0.0019604263,0.020845385,0.0073083444,0.005156753,-0.00046098043,-6.430782e-05,0.021669757,0.0008604409,0.035952058,3.0933468,0.0,0.1,-0.020845385,0.005335911,0.0036584595,0.02645062,0.017517658,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
37322470,0,0.0,0.0,0.12731025,0.6855142,-0.032675184,0.12307326,0.6752279,-0.25624287,0.0003328547,0.0037859783,0.020590784,0.006936582,0.005156753,-0.00046098043,-6.430782e-05,-0.70337796,0.71359855,0.0056577213,3.0925848,0.0,0.1,-0.020590784,0.0051641986,0.0035453406,0.02605911,0.017288405,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
37418484,0,0.0,0.0,0.12751552,0.6854536,-0.032843575,0.12307326,0.6752279,-0.25624287,0.0023117082,0.0026658454,0.01987185,0.0061811907,0.005156753,-0.00046098043,-6.430782e-05,-0.22860308,-0.14731611,-0.018757802,3.0932183,0.0,0.1,-0.01987185,0.005220403,0.0035814191,0.026163982,0.017353207,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
37521674,0,0.0,0.0,0.12771186,0.68555266,-0.033032496,0.12307326,0.6752279,-0.25624287,0.0035522108,0.0006627951,0.019729678,0.006050544,0.005156753,-0.00046098043,-6.430782e-05,0.05429812,0.046550337,0.026186144,3.093696,0.0,0.1,-0.019729678,0.0053846957,0.0036888155,0.026496902,0.017548652,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
37625670,0,0.0,0.0,0.1279013,0.68577397,-0.033162724,0.12307326,0.6752279,-0.25624287,0.0025945376,0.002790316,0.020105552,0.00646736,0.005156753,-0.00046098043,-6.430782e-05,-0.039498292,-0.31108198,0.09600159,3.0933478,0.0,0.1,-0.020105552,0.0054531037,0.003735605,0.02651562,0.01756401,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
37721714,0,0.0,0.0,0.12801754,0.6858869,-0.033256505,0.12307326,0.6752279,-0.25624287,0.004156961,0.0049660443,0.02029893,0.0066795093,0.005156753,-0.00046098043,-6.430782e-05,0.06729493,-0.075372,0.17283127,3.0929694,0.0,0.1,-0.02029893,0.0050386195,0.0034674483,0.025485078,0.016954444,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
37825676,0,0.0,0.0,0.12818967,0.68608475,-0.03336646,0.12307326,0.6752279,-0.25624287,0.006629889,0.0052919174,0.019583052,0.006036725,0.005156753,-0.00046098043,-6.430782e-05,0.37811828,1.3578647,0.07795282,3.0913365,0.0,0.1,-0.019583052,0.0054781074,0.0037526353,0.026609832,0.017620279,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
