timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
82628069,32767,32767,32767,32767,32767,32767,-218
82632069,32767,32767,32767,32767,32767,32767,32767
82635299,32767,32767,32767,32767,-62,-64,32767
82639277,32767,32767,32767,32767,32767,32767,32767
82644104,32767,32767,32767,32767,32767,-49,-279
82648071,32767,32767,32767,32767,-69,32767,32767
82652072,32767,32767,32767,32767,32767,32767,-256
82656085,32767,32767,32767,32767,32767,-72,32767
82660080,32767,32767,32767,32767,32767,32767,32767
82664094,32767,32767,32767,32767,32767,-48,-272
82668076,32767,32767,32767,32767,-50,32767,-219
82672070,32767,32767,32767,32767,32767,-40,32767
82676088,32767,32767,32767,32767,32767,32767,32767
82680070,32767,32767,32767,32767,-58,32767,32767
82684087,32767,32767,32767,32767,32767,-48,-274
82688076,32767,32767,32767,32767,32767,32767,32767
82692071,32767,32767,32767,32767,-70,-40,-259
82696090,32767,32767,32767,32767,32767,32767,-197
82703297,32767,32767,32767,32767,32767,-55,32767
82707276,32767,32767,32767,32767,32767,32767,32767
82711269,32767,32767,32767,32767,32767,-40,-245
82715270,32767,32767,32767,32767,-62,32767,32767
82719270,32767,32767,32767,32767,32767,32767,-227
82723304,32767,32767,32767,32767,32767,-65,32767
82727276,32767,32767,32767,32767,-68,32767,-209
82731303,32767,32767,32767,32767,32767,-41,32767
82735270,32767,32767,32767,32767,-42,32767,32767
82739270,32767,32767,32767,32767,32767,32767,-230
82743316,32767,32767,32767,32767,32767,-65,32767
82747277,32767,32767,32767,32767,32767,32767,32767
82751270,32767,32767,32767,32767,32767,-40,-251
82755270,32767,32767,32767,32767,32767,32767,32767
82759270,32767,32767,32767,32767,-55,-32,-228
82763307,32767,32767,32767,32767,32767,32767,32767
82767276,32767,32767,32767,32767,32767,32767,-210
82771270,32767,32767,32767,32767,-62,-40,32767
82775270,32767,32767,32767,32767,32767,32767,32767
82778499,32767,32767,32767,32767,32767,32767,-223
82783334,32767,32767,32767,32767,-67,-73,32767
82787276,32767,32767,32767,32767,32767,32767,-210
82790519,32767,32767,32767,32767,32767,-33,32767
82795280,32767,32767,32767,32767,32767,32767,32767
82799281,32767,32767,32767,32767,32767,32767,-228
82803289,32767,32767,32767,32767,-62,-72,32767
82807270,32767,32767,32767,32767,32767,32767,-211
82811270,32767,32767,32767,32767,32767,-64,32767
82815319,32767,32767,32767,32767,-61,32767,32767
82819272,32767,32767,32767,32767,32767,-39,32767
82823278,32767,32767,32767,32767,32767,32767,-268
82827270,32767,32767,32767,32767,-71,32767,32767
82831284,32767,32767,32767,32767,32767,-64,-247
82835286,32767,32767,32767,32767,32767,32767,32767
82839275,32767,32767,32767,32767,32767,-40,32767
82843293,32767,32767,32767,32767,32767,32767,-268
82847270,32767,32767,32767,32767,-52,32767,-210
82851270,32767,32767,32767,32767,32767,-64,32767
82855276,32767,32767,32767,32767,32767,32767,32767
82859273,32767,32767,32767,32767,-62,-40,-231
82863313,32767,32767,32767,32767,32767,32767,32767
82867270,32767,32767,32767,32767,32767,-32,-204
82871324,32767,32767,32767,32767,-63,32767,32767
82875276,32767,32767,32767,32767,32767,32767,32767
82879315,32767,32767,32767,32767,32767,-41,-231
82883313,32767,32767,32767,32767,32767,32767,32767
82887270,32767,32767,32767,32767,32767,32767,-211
82891270,32767,32767,32767,32767,-42,-72,32767
82895302,32767,32767,32767,32767,32767,32767,32767
82899304,32767,32767,32767,32767,32767,-41,-222
82903322,32767,32767,32767,32767,-53,32767,32767
82907270,32767,32767,32767,32767,32767,-39,-211
82911293,32767,32767,32767,32767,32767,32767,32767
82915270,32767,32767,32767,32767,-62,32767,32767
82919293,32767,32767,32767,32767,32767,-64,-230
82923311,32767,32767,32767,32767,32767,32767,32767
82927291,32767,32767,32767,32767,32767,-39,-210
82931271,32767,32767,32767,32767,32767,32767,32767
82935270,32767,32767,32767,32767,-42,32767,32767
82939292,32767,32767,32767,32767,32767,-64,32767
