timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
82648334,-0.45973715,0.41761306,-3.230234,0.0,0.004981476,0.2115176,0.21373881,-0.953704,0.0,0.0,-0.08,1,0,0,0,0,0
82751458,-0.45973715,0.41761306,-3.23025,0.0,0.0049738563,0.21151932,0.21373712,-0.953704,0.0,0.0,-0.08,1,0,0,0,0,0
82855494,-0.45973715,0.41761306,-3.2302756,0.0,0.0049615772,0.21152206,0.21373439,-0.95370406,0.0,0.0,-0.08,1,0,0,0,0,0
82955578,-0.45973715,0.41761306,-3.230306,0.0,0.0049471366,0.21152529,0.21373118,-0.9537041,0.0,0.0,-0.08,1,0,0,0,0,0
83059553,-0.45973715,0.41761306,-3.2305722,0.0,0.004820151,0.21155375,0.21370304,-0.9537048,0.0,0.0,-0.08,1,0,0,0,0,0
83159606,-0.45973715,0.41761306,-3.2302058,0.0,0.004994887,0.21151459,0.21374178,-0.9537039,0.0,0.0,-0.08,1,0,0,0,0,0
83263649,-0.46224618,0.41479382,-3.229711,0.0,0.0051679583,0.2101167,0.21511614,-0.953703,0.0,0.0,-0.08,1,0,0,0,0,0
83367574,-0.04579511,0.04394949,-3.1319711,0.0,0.005311403,0.021856846,0.02299544,-0.99948245,0.0,0.0,-0.08,1,0,0,0,0,0
83466663,-0.0026716527,0.0017778146,-3.1305573,0.0,0.0055188295,0.00088152225,0.0013407099,-0.9999835,0.0,0.0,-0.08,1,0,0,0,0,0
83570781,-1.7441553e-05,6.7116052e-06,-3.1301572,0.0,0.0057176794,3.3058852e-06,8.739821e-06,-0.99998367,0.0,0.0,-0.08,1,0,0,0,0,0
83670702,2.7500374e-07,-3.2167446e-07,-3.1313143,0.0,0.0051391656,-1.6012845e-07,-1.3832663e-07,-0.99998677,0.0,0.0,-0.08,1,0,0,0,0,0
83770739,3.459032e-08,-2.4465665e-08,-3.1305947,0.0,0.005498934,-1.2137542e-08,-1.7362167e-08,-0.99998486,0.0,0.0,-0.08,1,0,0,0,0,0
83874703,3.408548e-10,-1.9501642e-10,-3.1305122,0.0,0.0055401796,-9.656252e-11,-1.7096499e-10,-0.9999847,0.0,0.0,-0.08,1,0,0,0,0,0
83974736,0.0,-0.0,-3.1304483,0.0,0.005572127,0.0,-0.0,-0.9999845,0.0,0.0,-0.08,1,0,0,0,0,0
84078740,0.0,-0.0,-3.1292753,0.0,0.006158627,0.0,-0.0,-0.99998105,0.0,0.0,-0.08,1,0,0,0,0,0
84177870,0.0,-0.0,-3.1314769,0.0,0.0050578658,0.0,-0.0,-0.9999872,0.0,0.0,-0.08,1,0,0,0,0,0
84281899,0.0,-0.0,-3.13077,0.0,0.005411316,0.0,-0.0,-0.99998534,0.0,0.0,-0.08,1,0,0,0,0,0
84381945,0.0,-0.0,-3.1300812,0.0,0.0057557067,0.0,-0.0,-0.99998343,0.0,0.0,-0.08,1,0,0,0,0,0
84481865,0.0,-0.0,-3.129731,0.0,0.005930822,0.0,-0.0,-0.9999824,0.0,0.0,-0.08,1,0,0,0,0,0
84585902,0.0,-0.0,-3.1295788,0.0,0.0060068765,0.0,-0.0,-0.99998194,0.0,0.0,-0.08,1,0,0,0,0,0
84686006,0.0,-0.0,-3.1297016,0.0,0.0059454846,0.0,-0.0,-0.9999823,0.0,0.0,-0.08,1,0,0,0,0,0
84785891,0.0,-0.0,-3.1298952,0.0,0.0058486885,0.0,-0.0,-0.9999829,0.0,0.0,-0.08,1,0,0,0,0,0
84889122,0.0,-0.0,-3.1296322,0.0,0.005980174,0.0,-0.0,-0.9999821,0.0,0.0,-0.08,1,0,0,0,0,0
84989192,0.0,-0.0,-3.1294398,0.0,0.006076374,0.0,-0.0,-0.9999815,0.0,0.0,-0.08,1,0,0,0,0,0
85093219,0.0,-0.0,-3.12924,0.0,0.0061762696,0.0,-0.0,-0.9999809,0.0,0.0,-0.08,1,0,0,0,0,0
85193220,0.0,-0.0,-3.1291711,0.0,0.00621072,0.0,-0.0,-0.9999807,0.0,0.0,-0.08,1,0,0,0,0,0
85297141,0.0,-0.0,-3.1291385,0.0,0.006227052,0.0,-0.0,-0.9999806,0.0,0.0,-0.08,1,0,0,0,0,0
85401094,0.0,-0.0,-3.1290245,0.0,0.0062840325,0.0,-0.0,-0.9999803,0.0,0.0,-0.080704436,1,0,0,0,0,0
85501153,0.0,-0.0,-3.1289458,0.0,0.006323371,0.0,-0.0,-0.99998003,0.0,0.0,-0.09950687,1,0,0,0,0,0
85600267,0.0,-0.0,-3.1289458,0.0,0.006323371,0.0,-0.0,-0.99998003,0.0,0.0,-0.09823306,1,0,0,0,0,0
85704273,0.0,-0.0,-3.1289458,0.0,0.006323371,0.0,-0.0,-0.99998003,0.0,0.0,-0.0982162,1,0,0,0,0,0
85804380,0.0,-0.0,-3.1289458,0.0,0.006323371,0.0,-0.0,-0.99998003,0.0,0.0,-0.09305823,1,0,0,0,0,0
85908276,0.0,-0.0,-3.1289458,0.0,0.006323371,0.0,-0.0,-0.99998003,0.0,0.0,-0.09315187,1,0,0,0,0,0
86008286,0.0,-0.0,-3.1289458,0.0,0.006323371,0.0,-0.0,-0.99998003,0.0,0.0,-0.0931566,1,0,0,0,0,0
86112396,0.0,-0.0,-3.1289458,0.0,0.006323371,0.0,-0.0,-0.99998003,0.0,0.0,-0.12165306,1,0,0,0,0,0
86212276,0.0,-0.0,-3.1289458,0.0,0.006323371,0.0,-0.0,-0.99998003,0.0,0.0,-0.12933053,1,0,0,0,0,0
86312267,0.0,-0.0,-3.1289458,0.0,0.006323371,0.0,-0.0,-0.99998003,0.0,0.0,-0.12958993,1,0,0,0,0,0
86415509,0.0,-0.0,-3.1289458,0.0,0.006323371,0.0,-0.0,-0.99998003,0.0,0.0,-0.12959065,1,0,0,0,0,0
86515502,0.0,-0.0,-3.1289458,0.0,0.006323371,0.0,-0.0,-0.99998003,0.0,0.0,-0.12959036,1,0,0,0,0,0
86619597,0.0,-0.0,-3.1289458,0.0,0.006323371,0.0,-0.0,-0.99998003,0.0,0.0,-0.12959036,1,0,0,0,0,0
86719564,0.0,-0.0,-3.1289458,0.0,0.006323371,0.0,-0.0,-0.99998003,0.0,0.0,-0.15152553,1,0,0,0,0,0
86819587,0.0,-0.0,-3.1289458,0.0,0.006323371,0.0,-0.0,-0.99998003,0.0,0.0,-0.1942793,1,0,0,0,0,0
86923528,0.0,-0.0,-3.1289458,0.0,0.006323371,0.0,-0.0,-0.99998003,0.0,0.0,-0.22671185,1,0,0,0,0,0
87023519,0.0,-0.0,-3.1289458,0.0,0.006323371,0.0,-0.0,-0.99998003,0.0,0.0,-0.22388542,1,0,0,0,0,0
87126784,0.0,-0.0,-3.1289458,0.0,0.006323371,0.0,-0.0,-0.99998003,0.0,0.0,-0.21732971,1,0,0,0,0,0
87229952,0.0,-0.0,-3.1289458,0.0,0.006323371,0.0,-0.0,-0.99998003,0.0,0.0,-0.21763353,1,0,0,0,0,0
87330692,0.0,-0.0,-3.1289458,0.0,0.006323371,0.0,-0.0,-0.99998003,0.0,0.0,-0.21763851,1,0,0,0,0,0
