timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
82308796,0.19613183,0.0039746948,0.11445183
181139442,0.20859604,0.013567149,0.11540026
181343643,0.27234203,0.015421463,0.110798664
181547000,0.23941374,0.0046085855,0.109427236
181746997,0.24573897,0.0051257345,0.11004414
181946802,0.22269277,0.0046639503,0.11415975
