timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],max_cell_voltage_delta,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,connected,system_source,priority,is_powering_off,warning
82548601,23.7636,23.781393,0.16119999,0.2198095,0.0,5.9536395,0.850792,1.0206819,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
83051778,23.657,23.770761,0.2728,0.20502137,0.0,5.9801774,0.85986,1.0194006,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
83555041,23.6078,23.72383,0.64479995,0.37762353,0.0,6.047135,0.8536959,1.0202712,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
84059383,23.329,23.64769,1.0168,0.6405146,0.0,6.163517,0.83590657,1.0227922,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
84550256,23.5094,23.58878,0.9176,0.85105693,0.0,6.3039474,0.8214522,1.0248498,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
85053522,23.5094,23.558973,0.8928,0.88174856,0.0,6.4304414,0.814714,1.0258118,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
85557968,23.4356,23.534134,1.1408,0.9178692,0.0,6.561156,0.80964714,1.0265363,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
86060954,23.4438,23.519676,0.95479995,0.9789267,0.0,6.706363,0.8086906,1.0266733,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
86564134,23.3946,23.43673,1.4755999,1.2636975,0.0,6.909234,0.79189354,1.0290833,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
87055714,22.8206,23.21158,3.4348,2.0799975,0.0,7.251648,0.7404519,1.036535,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
87559729,22.755,23.055216,2.9511998,2.5478168,0.0,7.660086,0.70980316,1.0410264,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
88062418,21.9924,22.747189,4.9104,3.4872959,0.0,8.226365,0.63857657,1.0516156,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
88566611,21.238,22.452383,5.6296,4.405413,0.0,8.93778,0.57195574,1.061717,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
89069364,21.3774,22.16795,6.6463995,5.3745823,0.0,9.78117,0.50720936,1.071722,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
89572586,21.279,21.858448,7.564,6.2365365,0.0,10.737303,0.4323483,1.0835276,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
90065025,23.1158,21.62959,7.006,6.959648,0.0,11.769008,0.37775618,1.092302,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
90568255,23.6406,22.291533,0.7068,3.9174657,0.0,12.0447035,0.5313869,1.067964,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
91070930,23.4766,22.723444,0.868,2.1360118,0.0,12.154606,0.62908226,1.0530434,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
91574939,23.5668,22.996195,0.9176,1.4478816,0.0,12.285301,0.68997484,1.0439527,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
92066196,23.5258,23.168106,0.94240004,1.1570313,0.0,12.412345,0.728077,1.0383438,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
92569845,23.517601,23.287338,0.93,1.0241632,0.0,12.542095,0.75475985,1.0344516,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
93073450,23.5258,23.364792,0.93,0.9746624,0.0,12.673403,0.77203566,1.0319471,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
93576516,23.4766,23.414091,0.94240004,0.9500013,0.0,12.803328,0.7829128,1.0303766,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
94080145,23.4602,23.448282,0.868,0.9366144,0.0,12.933118,0.7906104,1.0292679,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
94571397,23.4766,23.467464,0.95479995,0.9328361,0.0,13.059825,0.7947112,1.0286782,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
95075003,23.5668,23.482767,0.94240004,0.93742865,0.0,13.191566,0.7981916,1.0281783,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
95586180,23.5094,23.490395,0.95479995,0.9398404,0.0,13.325344,0.79973084,1.0279574,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
96090403,23.5094,23.498026,0.9672,0.93060136,0.0,13.4545355,0.8015509,1.0276963,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
96593875,23.5258,23.504738,0.9672,0.93785316,0.0,13.586503,0.8032623,1.0274509,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
97096559,23.517601,23.510223,0.94240004,0.9408661,0.0,13.718183,0.80471283,1.027243,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
97599797,23.575,23.512201,0.93,0.94732666,0.0,13.851288,0.80517346,1.027177,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
98092235,23.468401,23.513302,0.8928,0.94478494,0.0,13.980287,0.8054176,1.027142,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
98594995,23.5504,23.515495,0.94240004,0.9354189,0.0,14.109366,0.8060222,1.0270554,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
99098986,23.4766,23.514166,0.95479995,0.94202733,0.0,14.241837,0.8055797,1.0271188,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
