timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
117163621,0.1695973,0.0040290547,0.09611933
404207789,0.28014088,0.012130083,0.096487544
404411811,0.11500525,0.0062485505,0.13176708
404611853,0.14087597,0.0070757302,0.13545337
404816172,0.13234267,0.006025807,0.1339675
405019508,0.14541368,0.006082128,0.13853423
