timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],max_cell_voltage_delta,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,connected,system_source,priority,is_powering_off,warning
117390442,23.7554,23.756947,0.21079999,0.26902634,0.0,9.633921,0.8430229,1.0217822,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
118397556,23.1978,23.681133,1.1656,0.428033,0.0,9.737326,0.84060293,1.0221255,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
118901826,23.4766,23.592821,1.0416,0.8237852,0.0,9.893852,0.8191777,1.0251743,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
119404861,23.5258,23.550615,0.97959995,0.91498494,0.0,10.03197,0.80988747,1.026502,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
119907935,23.4192,23.521034,0.95479995,0.9362714,0.0,10.165057,0.8032175,1.0274574,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
120411996,23.4766,23.504961,0.93,0.9514733,0.0,10.299834,0.799851,1.0279402,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
120915503,23.5094,23.496078,0.95479995,0.9624127,0.0,10.435407,0.79814535,1.028185,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
121407182,23.4438,23.488514,0.9672,0.9780581,0.0,10.570773,0.7964874,1.0284231,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
121914888,23.5258,23.484667,0.95479995,0.9807299,0.0,10.709408,0.7957497,1.028529,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
122909793,23.2962,23.220016,2.5047998,2.0509307,0.0,11.296859,0.7450629,1.0358627,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
123414021,22.9354,23.134565,2.3932,2.2657259,0.0,11.637318,0.729817,1.0380892,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
123917213,22.7386,23.055786,2.5047998,2.3794026,0.0,11.981279,0.7129269,1.0405668,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
124419929,21.8858,22.9363,3.1868,2.6606476,0.0,12.37138,0.6845446,1.044757,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
124923931,21.5086,22.725311,4.3648,3.4821556,0.0,12.931064,0.63786465,1.0517225,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
125415608,20.9756,22.406292,6.2743998,4.4696994,0.0,13.636471,0.561194,1.0633671,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
125919222,21.7382,22.08493,6.1628,5.496696,0.0,14.516362,0.4821368,1.0756471,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
