timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
117502166,-0.43612388,0.442354,2.9953156,0.0,0.022272052,-0.22903372,-0.19485252,0.9534568,0.0,0.0,-0.08,1,0,0,0,0,0
117606074,0.028094772,0.11910243,3.0966415,0.0,0.02326742,-0.05918,0.015355894,0.99785805,0.0,0.0,-0.08,1,0,0,0,0,0
117706065,0.0003650028,-0.0017938633,3.0949824,0.0,0.023302851,0.0009009408,0.00016155055,0.999728,0.0,0.0,-0.08,1,0,0,0,0,0
117810217,2.2911893e-06,-5.3442476e-05,3.0949996,0.0,0.023294443,2.6740672e-05,5.2282735e-07,0.9997286,0.0,0.0,-0.08,1,0,0,0,0,0
118014235,-1.7976989e-09,-1.28808715e-08,3.0946002,0.0,0.023494065,6.4175403e-09,-1.0499133e-09,0.999724,0.0,0.0,-0.08,1,0,0,0,0,0
118118104,-4.59721e-11,4.9999993e-10,3.0957239,0.0,0.022932382,-2.5046135e-10,-1.724691e-11,0.999737,0.0,0.0,-0.08,1,0,0,0,0,0
118217331,0.0,-0.0,3.0958624,0.0,0.02286314,0.0,0.0,0.99973863,0.0,0.0,-0.08,1,0,0,0,0,0
118317349,0.0,-0.0,3.094802,0.0,0.023393242,0.0,0.0,0.99972636,0.0,0.0,-0.08,1,0,0,0,0,0
118421498,0.0,-0.0,3.0928316,0.0,0.024378106,0.0,0.0,0.9997028,0.0,0.0,-0.08,1,0,0,0,0,0
118521281,0.0,-0.0,3.0962806,0.0,0.022654101,0.0,0.0,0.99974334,0.0,0.0,-0.08,1,0,0,0,0,0
118625293,0.0,-0.0,3.0972984,0.0,0.022145325,0.0,0.0,0.9997548,0.0,0.0,-0.08,1,0,0,0,0,0
118725379,0.0,-0.0,3.0958738,0.0,0.02285742,0.0,0.0,0.99973875,0.0,0.0,-0.08,1,0,0,0,0,0
