timestamp,load,ram_usage
30659697,0.6426322,0.85087
31660397,0.735069,0.851074
32664847,0.713893,0.851074
34669219,0.70897907,0.8529092
35671128,0.69722587,0.8529092
36674148,0.70512366,0.8529092
37678525,0.7055193,0.8529092
38683586,0.70903164,0.85080206
39684700,0.7107955,0.85080206
40688445,0.7001699,0.851074
41690651,0.70623493,0.851074
43699470,0.70285165,0.8529092
44700377,0.7040467,0.8529092
45701405,0.7005496,0.8529092
46706060,0.7038916,0.8529092
47707314,0.7114581,0.85515225
48708495,0.7119281,0.8574633
49709523,0.71271825,0.85773516
50713117,0.71003425,0.85773516
51714590,0.71113473,0.85773516
52715283,0.7110031,0.85957044
53718621,0.7128806,0.85957044
54720293,0.7122843,0.85957044
55722619,0.7114802,0.85957044
56723197,0.7104261,0.8574633
57727775,0.7142621,0.8574633
58734204,0.7149545,0.85773516
59736185,0.7114428,0.85773516
60737190,0.70448613,0.85773516
61739186,0.7098938,0.8570555
62742354,0.7163923,0.85957044
63746950,0.71515816,0.85957044
64750185,0.70972985,0.85957044
65753165,0.7063769,0.85957044
66754700,0.70542777,0.8574633
67754972,0.702374,0.8574633
68758728,0.71684,0.85773516
69763374,0.721443,0.85773516
70764350,0.7115371,0.85773516
71771934,0.7108005,0.85957044
72775584,0.71051574,0.85957044
74779779,0.70067215,0.85957044
75780453,0.7021141,0.8574633
76780295,0.71159476,0.8574633
77782697,0.710623,0.85773516
78785991,0.7160435,0.85773516
79787581,0.7230538,0.85773516
80791454,0.71389663,0.85957044
81792265,0.7063294,0.85957044
82795090,0.7026944,0.85957044
83796215,0.71012115,0.85957044
84797530,0.7149731,0.85957044
85800734,0.7121265,0.8574633
86801164,0.69928485,0.8574633
87802853,0.71019495,0.85773516
88806630,0.7088973,0.85773516
89808596,0.7146155,0.8570555
90809255,0.7112756,0.85957044
91812535,0.7066787,0.85957044
92814012,0.70639145,0.85957044
93815209,0.7099867,0.85957044
94817626,0.71432847,0.8574633
95819979,0.7100895,0.8574633
96827598,0.71295774,0.85773516
97834192,0.6936049,0.85773516
98835291,0.70574653,0.85773516
99838377,0.7130774,0.85957044
100839935,0.71347255,0.85957044
101841516,0.70754945,0.85957044
102843412,0.70224595,0.85957044
103844219,0.7075123,0.8574633
104846809,0.7049581,0.8574633
105847989,0.7090601,0.85773516
106849213,0.7119405,0.85773516
107850993,0.7105076,0.85773516
108852343,0.7072082,0.8570555
109855389,0.7096975,0.85957044
110857645,0.71386564,0.85957044
111864251,0.7138283,0.85957044
112866685,0.7105048,0.85957044
113867640,0.70268846,0.8574633
114868877,0.70978403,0.8574633
115869657,0.7138473,0.85773516
116870473,0.7122915,0.85773516
117872445,0.71751916,0.8570555
118873131,0.7021225,0.85957044
119874502,0.70427597,0.85957044
120881846,0.7075428,0.85957044
121882711,0.70794475,0.85957044
122885216,0.7115339,0.8574633
123887491,0.7109965,0.8574633
124888128,0.7021403,0.85773516
125890744,0.7120318,0.85773516
126891285,0.71251667,0.85773516
127894055,0.7135704,0.85957044
128897097,0.7129364,0.85957044
129898468,0.7131369,0.85957044
130899211,0.7076872,0.85957044
131902569,0.713483,0.8574633
133908179,0.702961,0.85773516
134909129,0.7130946,0.85773516
135913690,0.70373464,0.85773516
136914787,0.71358645,0.8570555
137917947,0.71119815,0.85957044
138920608,0.7100532,0.85957044
139921633,0.713729,0.85957044
140924703,0.7096846,0.85957044
141927338,0.7046085,0.8574633
142931362,0.7107768,0.8574633
143932840,0.7118469,0.85773516
144933382,0.7184442,0.85773516
145936584,0.7116151,0.8570555
146937158,0.71090823,0.85957044
147938407,0.7138585,0.85957044
148939277,0.7098248,0.85957044
149941005,0.7154591,0.85957044
150945059,0.7097962,0.8574633
151951504,0.7111572,0.8574633
152953803,0.7083858,0.85773516
153954486,0.7109838,0.85773516
154955515,0.7000799,0.85773516
155957426,0.71467245,0.85957044
156958197,0.7109126,0.85957044
157961201,0.71017134,0.85957044
158968228,0.70456314,0.85957044
159969626,0.70571166,0.8574633
160970204,0.7119056,0.8574633
161978776,0.7153686,0.85773516
162981503,0.7107461,0.85773516
163984573,0.7089335,0.85773516
164985884,0.710807,0.8570555
165986508,0.70239675,0.85957044
166988422,0.70947707,0.85957044
167996377,0.71541166,0.85957044
168997914,0.7147855,0.85957044
169999590,0.70994604,0.8574633
171001971,0.70856404,0.8574633
173010779,0.7067187,0.85773516
174011355,0.7132729,0.8570555
175013271,0.7124157,0.85957044
176015449,0.7094805,0.85957044
177016200,0.7121906,0.85957044
178017537,0.70973265,0.85957044
179018175,0.7118263,0.8574633
180021121,0.7127313,0.8574633
181025539,0.70497656,0.85773516
182028383,0.71461356,0.85773516
183031586,0.7088824,0.85773516
184034467,0.711393,0.85957044
185035573,0.69855744,0.85957044
186037276,0.7163222,0.85957044
187040447,0.7139009,0.85957044
188041154,0.70871705,0.8574633
189043237,0.70044184,0.8574633
190047586,0.71091294,0.85773516
191049399,0.7132392,0.85773516
192050204,0.7069427,0.85773516
193053954,0.7187685,0.8570555
194059691,0.7120821,0.85957044
195066451,0.7085103,0.85957044
196068266,0.7107341,0.85957044
197071271,0.70757496,0.85957044
199079481,0.69314826,0.8574633
200080129,0.71183616,0.85773516
201081129,0.70948553,0.85773516
202082563,0.7071978,0.8570555
203086832,0.7118458,0.85957044
204090504,0.7075101,0.85957044
205093801,0.7167283,0.85957044
206094182,0.71721005,0.85957044
207096697,0.71278566,0.8574633
208097974,0.7106897,0.8574633
209099213,0.70894146,0.85773516
210101800,0.7141109,0.85773516
211102776,0.7089881,0.85773516
212104764,0.71025246,0.85957044
213105223,0.71628934,0.85957044
214107535,0.70733446,0.85957044
215108140,0.7155611,0.85957044
216109192,0.70844007,0.85957044
217110371,0.7118839,0.8574633
218120601,0.712891,0.8574633
219121129,0.70978916,0.85773516
