timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
219047544,0.4710753,0.010754597,0.11112002
219247500,0.520947,0.014760303,0.13254464
219450359,0.43644148,0.012007587,0.13988155
219650335,0.41813272,0.012065437,0.13682486
219856043,0.37184575,0.011802933,0.12950724
