timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
30912996,-2.7329805,2.5959423,-0.0141052585,0.0,0.0,-0.08
30944944,-2.7330315,2.5958986,-0.014114675,0.0,0.0,-0.08
30977173,-2.7373002,2.5918598,-0.014138408,0.0,0.0,-0.08
31009063,-2.7600002,2.5687578,-0.0143185025,0.0,0.0,-0.08
31040963,-2.7969224,2.5305212,-0.014581783,0.0,0.0,-0.08
31072948,-1.9930085,1.9026718,-0.010349894,0.0,0.0,-0.08
31100982,-0.7983504,0.93928826,-0.004082279,0.0,0.0,-0.08
31133044,-0.048613142,0.25348857,-0.00022346005,0.0,0.0,-0.08
31164987,0.09241462,-0.18786259,0.0002121878,0.0,0.0,-0.08
31196922,0.02538945,-0.20239364,-0.00020062993,0.0,0.0,-0.08
31229075,0.022947794,-0.17905775,-0.0001901099,0.0,0.0,-0.08
31261031,0.028215867,-0.17893776,-0.00015573639,0.0,0.0,-0.08
31293208,0.030100139,-0.17998105,-0.00016466918,0.0,0.0,-0.08
31324955,0.026544392,-0.18238047,-0.00016217033,0.0,0.0,-0.08
31356955,0.02798878,-0.18260053,-0.00017063583,0.0,0.0,-0.08
31388926,0.02727789,-0.18120195,-0.00016361267,0.0,0.0,-0.08
31420988,0.028543008,-0.18139565,-0.00017154336,0.0,0.0,-0.08
31452989,0.027207257,-0.18151836,-0.00016368716,0.0,0.0,-0.08
31484944,0.026544513,-0.18153574,-0.00015974732,0.0,0.0,-0.08
31516971,0.02776653,-0.18257022,-0.00016801267,0.0,0.0,-0.08
31548240,0.027564403,-0.18287031,-0.00016708678,0.0,0.0,-0.08
31579363,0.026652237,-0.18318646,-0.00016191148,0.0,0.0,-0.08
31608238,0.027160902,-0.18297748,-0.00016474482,0.0,0.0,-0.08
31642605,0.02722841,-0.18315504,-0.0001652874,0.0,0.0,-0.08
31672252,0.025093943,-0.18305136,-0.00015225177,0.0,0.0,-0.08
31704224,0.026039168,-0.18271671,-0.00015765778,0.0,0.0,-0.08
31736167,0.02713291,-0.18256696,-0.00016423255,0.0,0.0,-0.08
31768231,0.025610346,-0.18228197,-0.0001546918,0.0,0.0,-0.08
31800173,0.0257152,-0.1817247,-0.0001548848,0.0,0.0,-0.08
31832451,0.02558619,-0.18076798,-0.0001533101,0.0,0.0,-0.08
31864310,0.019744765,-0.17896113,-0.00011711318,0.0,0.0,-0.08
31896123,0.020356694,-0.17841913,-0.00012036518,0.0,0.0,-0.08
31928298,0.025966443,-0.17758395,-0.00015286842,0.0,0.0,-0.08
31960251,0.025427354,-0.17602593,-0.0001483453,0.0,0.0,-0.08
31992441,0.022487659,-0.17537877,-0.00013075687,0.0,0.0,-0.08
32024131,0.024794169,-0.17472133,-0.00014355901,0.0,0.0,-0.08
32056244,0.026800608,-0.17526361,-0.00015564554,0.0,0.0,-0.08
32088169,0.025080249,-0.175495,-0.00014586095,0.0,0.0,-0.08
32116199,0.026686292,-0.17445545,-0.0001542915,0.0,0.0,-0.08
32148155,0.026765062,-0.17423378,-0.0001545464,0.0,0.0,-0.08
32180155,0.023982542,-0.17380467,-0.00013814657,0.0,0.0,-0.08
32212105,0.023270214,-0.17747644,-0.000136902,0.0,0.0,-0.08
32244201,0.024611982,-0.17839275,-0.00014555966,0.0,0.0,-0.08
32276191,0.025028246,-0.17790052,-0.00014761872,0.0,0.0,-0.08
32308200,0.024661897,-0.17938156,-0.00014664282,0.0,0.0,-0.08
32340148,0.024385544,-0.1795982,-0.0001451896,0.0,0.0,-0.08
32368271,0.02404583,-0.18114844,-0.00014442227,0.0,0.0,-0.08
32400173,0.025378695,-0.18142714,-0.00015258837,0.0,0.0,-0.08
32432431,0.025355287,-0.1800841,-0.00015135418,0.0,0.0,-0.08
32464320,0.022796454,-0.18198682,-0.0001374878,0.0,0.0,-0.08
32495321,0.023379462,-0.1815886,-0.00014078109,0.0,0.0,-0.08
32527364,0.026254825,-0.1820574,-0.00015840204,0.0,0.0,-0.08
32559515,0.024371043,-0.18257514,-0.0001474937,0.0,0.0,-0.08
32591301,0.02327516,-0.18306005,-0.00014122466,0.0,0.0,-0.08
32622576,0.023252929,-0.18346584,-0.00014143098,0.0,0.0,-0.08
32651306,0.025120921,-0.18322726,-0.00015257363,0.0,0.0,-0.08
32683350,0.024162516,-0.18297583,-0.00014655919,0.0,0.0,-0.08
32715335,0.025681984,-0.18392843,-0.0001565803,0.0,0.0,-0.08
32747378,0.027076378,-0.18457115,-0.00016563281,0.0,0.0,-0.08
32779328,0.025557432,-0.18552415,-0.00015717318,0.0,0.0,-0.08
32811348,0.02425382,-0.18532474,-0.0001490444,0.0,0.0,-0.08
