timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
30916670,0,0.0,0.0,0.09306038,-0.08871747,-0.07953649,0.087464064,-0.088644944,-0.30190757,-0.0023514258,-0.00076880754,0.01728152,0.007008459,-0.001492378,0.0046066744,-0.0002632741,-0.0108961705,-0.008514794,0.049930193,0.07549477,0.0,0.1,-0.01728152,0.005314016,0.0036556069,0.025819646,0.017110135,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
31012670,0,0.0,0.0,0.09298392,-0.08874273,-0.07954375,0.087464064,-0.088644944,-0.30190757,-0.0019413726,-0.00019181884,0.016770536,0.006343203,-0.001492378,0.0046066744,-0.0002632741,0.01102107,-0.015806755,0.04954026,0.07541892,0.0,0.1,-0.016770536,0.00517634,0.0035575335,0.025971178,0.017194478,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
31116676,0,0.0,0.0,0.092990704,-0.08872753,-0.079615854,0.087464064,-0.088644944,-0.30190757,-0.0015520344,-0.0002896288,0.016323024,0.005778419,-0.001492378,0.0046066744,-0.0002632741,0.016757488,0.0039950134,0.03779649,0.07541714,0.0,0.1,-0.016323024,0.00530944,0.0036375343,0.026506005,0.017507004,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
31220670,0,0.0,0.0,0.09307977,-0.08865676,-0.079748824,0.087464064,-0.088644944,-0.30190757,-0.00092371466,0.0004320484,0.01546989,0.004864148,-0.001492378,0.0046066744,-0.0002632741,-0.022295747,0.12072518,0.020479156,0.07539597,0.0,0.1,-0.01546989,0.00542289,0.0037096865,0.026722163,0.01763467,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
31324720,0,0.0,0.0,0.093220204,-0.08856256,-0.0799199,0.087464064,-0.088644944,-0.30190757,0.0004500833,-0.00086927385,0.015246147,0.0046052923,-0.001492378,0.0046066744,-0.0002632741,0.17649142,-0.7418141,0.14096898,0.075494066,0.0,0.1,-0.015246147,0.005131989,0.0035235817,0.025851054,0.017127061,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
31428669,0,0.0,0.0,0.093423426,-0.088685684,-0.0800282,0.087464064,-0.088644944,-0.30190757,-0.00060248486,0.00026249504,0.015669031,0.0050490214,-0.001492378,0.0046066744,-0.0002632741,-0.4210098,-0.18339418,0.102089316,0.07740854,0.0,0.1,-0.015669031,0.005200736,0.003568808,0.025967093,0.01719608,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
31531883,0,0.0,0.0,0.093568645,-0.088525265,-0.080101624,0.087464064,-0.088644944,-0.30190757,-0.0003292754,-8.001925e-05,0.015937688,0.005359419,-0.001492378,0.0046066744,-0.0002632741,0.03802496,0.0059658154,0.03682771,0.074209064,0.0,0.1,-0.015937688,0.005296966,0.0036304134,0.02624197,0.01735771,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
31630270,0,0.0,0.0,0.09373701,-0.088447854,-0.08006575,0.087464064,-0.088644944,-0.30190757,0.00044846148,0.0014272141,0.016071454,0.0055508907,-0.001492378,0.0046066744,-0.0002632741,-0.045590285,0.13009411,0.061961934,0.07519317,0.0,0.1,-0.016071454,0.0052248673,0.0035841924,0.026041098,0.017238917,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
31731872,0,0.0,0.0,0.09391389,-0.08844777,-0.08002594,0.087464064,-0.088644944,-0.30190757,0.000903761,0.0022864644,0.016871685,0.0063980035,-0.001492378,0.0046066744,-0.0002632741,0.108012766,0.17215368,0.068673864,0.07558202,0.0,0.1,-0.016871685,0.0050298655,0.0034560906,0.025610764,0.016981753,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
31835870,0,0.0,0.0,0.09414071,-0.088309914,-0.07991828,0.087464064,-0.088644944,-0.30190757,0.0028686326,0.00285218,0.015073401,0.004660458,-0.001492378,0.0046066744,-0.0002632741,0.36411276,-0.25344703,0.00020901939,0.075325325,0.0,0.1,-0.015073401,0.005250769,0.0035970926,0.026285786,0.017387494,inf,inf,inf,inf,1,1,1,1,2,1,2,3,0,0,0
