timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,remote_system_id,remote_component_id,remote_type,remote_system_status,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams
44774786,0,1200.0,0.25786987,0.0,0.30060318,0.0,0,0,0,0,0,0,0,1,0,1,36
45296659,45294059,80000.0,1.0,12.421821,22.804417,0.0,1,240,18,4,0,2,0,0,1,1,43
45504650,45502045,80000.0,1.0,12.421821,22.804417,0.0,255,0,6,4,0,2,0,0,1,1,43
45776776,0,1200.0,0.25786987,0.0,0.6627556,0.0,0,0,0,0,0,0,0,1,0,1,36
46293952,46292298,80000.0,1.0,12.964219,24.930807,0.0,1,240,18,4,0,2,0,0,1,1,43
46500430,46497159,80000.0,1.0,12.964219,24.930807,0.0,255,0,6,4,0,2,0,0,1,1,43
46780603,0,1200.0,0.25786987,0.0,0.37671295,0.0,0,0,0,0,0,0,0,1,0,1,36
47295382,47289291,80000.0,1.0,13.023499,24.976202,0.0,1,240,18,4,0,2,0,0,1,1,43
47511982,47509271,80000.0,1.0,13.023499,24.976202,0.0,255,0,6,4,0,2,0,0,1,1,43
47790915,0,1200.0,0.25786987,0.0,0.48553252,0.0,0,0,0,0,0,0,0,1,0,1,36
48296055,48295586,80000.0,1.0,12.983981,25.026358,0.0,1,240,18,4,0,2,0,0,1,1,43
48499933,48499630,80000.0,1.0,12.983981,25.026358,0.0,255,0,6,4,0,2,0,0,1,1,43
48796678,0,1200.0,0.25786987,0.0,0.34288725,0.0,0,0,0,0,0,0,0,1,0,1,36
49290835,49290002,80000.0,1.0,13.085556,25.10662,0.0,1,240,18,4,0,2,0,0,1,1,43
49502220,49501229,80000.0,1.0,13.085556,25.10662,0.0,255,0,6,4,0,2,0,0,1,1,43
49802295,0,1200.0,0.25786987,0.0,0.46010956,0.0,0,0,0,0,0,0,0,1,0,1,36
50290425,50289584,80000.0,1.0,13.032731,24.90897,0.0,1,240,18,4,0,2,0,0,1,1,43
50498015,50494362,80000.0,1.0,13.032731,24.90897,0.0,255,0,6,4,0,2,0,0,1,1,43
50803145,0,1200.0,0.25786987,0.0,0.49870363,0.0,0,0,0,0,0,0,0,1,0,1,36
51290175,51289272,80000.0,1.0,12.972839,24.97598,0.0,1,240,18,4,0,2,0,0,1,1,43
51501229,51500310,80000.0,1.0,12.972839,24.97598,0.0,255,0,6,4,0,2,0,0,1,1,43
51814332,0,1200.0,0.25786987,0.0,0.33431676,0.0,0,0,0,0,0,0,0,1,0,1,36
52293848,52292572,80000.0,1.0,13.077521,25.249437,0.0,1,240,18,4,0,2,0,0,1,1,43
52502149,52501132,80000.0,1.0,13.077521,25.249437,0.0,255,0,6,4,0,2,0,0,1,1,43
52817557,0,1200.0,0.25786987,0.0,0.38158444,0.0,0,0,0,0,0,0,0,1,0,1,36
53295660,53293105,80000.0,1.0,12.99675,24.960323,0.0,1,240,18,4,0,2,0,0,1,1,43
53499900,53499627,80000.0,1.0,12.99675,24.960323,0.0,255,0,6,4,0,2,0,0,1,1,43
53827246,0,1200.0,0.25786987,0.0,0.7177893,0.0,0,0,0,0,0,0,0,1,0,1,36
54291018,54290815,80000.0,1.0,12.953506,24.960781,0.0,1,240,18,4,0,2,0,0,1,1,43
54502587,54502088,80000.0,1.0,12.953506,24.960781,0.0,255,0,6,4,0,2,0,0,1,1,43
54830420,0,1200.0,0.25786987,0.0,0.34304395,0.0,0,0,0,0,0,0,0,1,0,1,36
55295203,55292044,80000.0,1.0,13.134057,25.104942,0.0,1,240,18,4,0,2,0,0,1,1,43
55502342,55501570,80000.0,1.0,13.134057,25.104942,0.0,255,0,6,4,0,2,0,0,1,1,43
55839537,0,1200.0,0.25786987,0.0,0.40570495,0.0,0,0,0,0,0,0,0,1,0,1,36
56291249,56291088,80000.0,1.0,12.99627,24.981153,0.0,1,240,18,4,0,2,0,0,1,1,43
56506449,56505924,80000.0,1.0,12.99627,24.981153,0.0,255,0,6,4,0,2,0,0,1,1,43
56842647,0,1200.0,0.25786987,0.0,0.5783953,0.0,0,0,0,0,0,0,0,1,0,1,36
57298419,57297387,80000.0,1.0,12.859487,24.99845,0.0,1,240,18,4,0,2,0,0,1,1,43
57509344,57506594,80000.0,1.0,12.859487,24.99845,0.0,255,0,6,4,0,2,0,0,1,1,43
57845263,0,1200.0,0.25786987,0.0,0.33605766,0.0,0,0,0,0,0,0,0,1,0,1,36
58296387,58291993,80000.0,1.0,13.155002,25.0001,0.0,1,240,18,4,0,2,0,0,1,1,43
58501479,58500057,80000.0,1.0,13.155002,25.0001,0.0,255,0,6,4,0,2,0,0,1,1,43
58851870,0,1200.0,0.25786987,0.0,0.41438678,0.0,0,0,0,0,0,0,0,1,0,1,36
59297561,59293161,80000.0,1.0,12.984396,25.16082,0.0,1,240,18,4,0,2,0,0,1,1,43
59503735,59503583,80000.0,1.0,12.984396,25.16082,0.0,255,0,6,4,0,2,0,0,1,1,43
59852344,0,1200.0,0.25786987,0.0,0.3355591,0.0,0,0,0,0,0,0,0,1,0,1,36
60295802,60294367,80000.0,1.0,13.056534,25.034437,0.0,1,240,18,4,0,2,0,0,1,1,43
60503107,60502798,80000.0,1.0,13.056534,25.034437,0.0,255,0,6,4,0,2,0,0,1,1,43
61295409,61293666,80000.0,1.0,12.988788,24.926857,0.0,1,240,18,4,0,2,0,0,1,1,43
61502274,61501490,80000.0,1.0,12.988788,24.926857,0.0,255,0,6,4,0,2,0,0,1,1,43
61865249,0,1200.0,0.25786987,0.0,0.29851514,0.0,0,0,0,0,0,0,0,1,0,1,36
62293859,62290293,80000.0,1.0,13.012783,25.012896,0.0,1,240,18,4,0,2,0,0,1,1,43
62513323,62506069,80000.0,1.0,13.012783,25.012896,0.0,255,0,6,4,0,2,0,0,1,1,43
