timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
44264401,0.32913572,0.006414673,0.104722075
167845210,0.30026987,0.011090855,0.1042857
168046128,0.3680464,0.00715133,0.09784086
168248188,0.28546068,0.006947142,0.09814366
168452594,0.2877314,0.004965736,0.10147979
168655523,0.3050175,0.008401643,0.099368654
