timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],max_cell_voltage_delta,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,connected,system_source,priority,is_powering_off,warning
44499959,23.698,23.709248,0.19839999,0.24357346,0.0,3.7349112,0.8289295,1.0237844,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
45003978,23.575,23.691263,0.35959998,0.24257919,0.0,3.7674034,0.8357697,1.0228117,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
45507145,23.4356,23.624817,0.8184,0.47645715,0.0,3.8550265,0.8236919,1.0245304,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
46011687,23.4192,23.535297,0.9672,0.8270093,0.0,4.0091963,0.801848,1.0276537,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
46502378,23.3946,23.501842,0.8928,0.8780478,0.0,4.1350183,0.7951079,1.0286212,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
47006423,23.37,23.479103,0.9052,0.8960272,0.0,4.262782,0.7905112,1.0292822,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
47510757,23.2962,23.424656,1.4011999,1.0430996,0.0,4.4200525,0.7796655,1.0308449,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
48013615,23.263401,23.38222,1.3392,1.2334138,0.0,4.612988,0.7747274,1.031558,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
48517746,23.288,23.355358,1.3888,1.2875476,0.0,4.799013,0.771781,1.031984,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
49020711,23.2962,23.324589,1.3515999,1.3299009,0.0,4.988926,0.76586205,1.0328407,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
49524805,23.3454,23.310377,1.4136,1.3403565,0.0,5.1777215,0.7637883,1.0331413,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
50029115,23.2306,23.295763,1.3268,1.3495432,0.0,5.3680444,0.7608238,1.0335711,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
50519919,23.206,23.287506,1.3268,1.3604321,0.0,5.554812,0.7592631,1.0337976,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
51023851,23.3126,23.286875,1.3515999,1.3682231,0.0,5.7471423,0.75970703,1.0337331,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
51527175,23.247,23.284567,1.364,1.3652471,0.0,5.9377947,0.75942475,1.0337741,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
52031582,23.2552,23.282148,1.3515999,1.36801,0.0,6.1297803,0.7589651,1.0338409,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
52535235,23.214201,23.277668,1.364,1.3638651,0.0,6.3200216,0.75778633,1.034012,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
53026537,23.2962,23.288649,1.3515999,1.3674113,0.0,6.5072856,0.7612291,1.0335124,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
53530345,23.3126,23.287125,1.364,1.3637098,0.0,6.6978765,0.76084524,1.033568,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
54030012,23.329,23.283823,1.3888,1.366986,0.0,6.888157,0.75989586,1.0337058,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
54534266,23.3126,23.286625,1.4011999,1.3734447,0.0,7.080835,0.760778,1.0335778,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
55036858,23.2716,23.286339,1.4011999,1.377117,0.0,7.2733088,0.76071364,1.0335871,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
55528868,23.1322,23.289524,1.364,1.3724889,0.0,7.460635,0.76169306,1.0334451,0.0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
