timestamp,load,ram_usage
161042125,0.6327199,0.80607665
162048777,0.7166786,0.8476074
163049796,0.7032225,0.8476074
164056005,0.70403516,0.8476074
165059764,0.7009419,0.84944266
166062755,0.704613,0.84944266
167063241,0.7124413,0.84944266
168064768,0.70911884,0.84944266
169065125,0.70419407,0.84944266
170069425,0.697883,0.8473355
171072224,0.7025,0.8473355
172074902,0.7057282,0.8476074
173075456,0.70671535,0.8476074
174078437,0.7034687,0.8469277
175080792,0.7075864,0.84944266
176081219,0.7009792,0.84944266
177083810,0.70567703,0.84944266
178084526,0.6989711,0.84944266
179087652,0.70766044,0.85161775
180090903,0.7079929,0.8522295
181093222,0.7014978,0.85250133
182094144,0.69703156,0.85250133
183096690,0.7070843,0.8542686
184097127,0.70469725,0.85610384
185098801,0.7049098,0.85610384
