timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt
24584870,-0.0009969157,0.00010941184,0.0027702618,4001,0,-0.33419165,-0.013957482,-9.764788,4001
24660870,-0.003391616,-0.0023387906,0.00035293412,3977,0,-0.3313647,-0.05156433,-9.745065,3977
24664870,-0.00060365995,-0.0010633977,0.0012675015,4000,0,-0.32779175,-0.039993294,-9.759727,4000
24668887,5.909268e-05,-0.0008511677,0.0025315261,4017,0,-0.33763838,-0.036094274,-9.768567,4017
24672869,0.0012135826,0.0007476334,0.0016624309,3982,0,-0.3371157,-0.038507886,-9.7662115,3982
24676885,-0.0006148122,0.0016017887,0.0007459231,4016,0,-0.33320487,-0.049484592,-9.7872,4016
24680870,-0.0016411167,0.00042003684,0.002576304,3985,0,-0.3384387,-0.0452561,-9.760509,3985
24684870,-0.003160161,0.0030829955,0.0011299743,4000,0,-0.32377237,-0.047642305,-9.7746,4000
24688925,-0.003590799,0.0014857383,0.00070351915,4055,0,-0.33218354,-0.05535127,-9.783517,4055
24692870,-0.0029156397,0.00011319015,0.0024991606,3945,0,-0.33076546,-0.037792623,-9.7805195,3945
24696870,-0.0001864188,-0.000312542,0.00041455586,4000,0,-0.34131804,-0.036012232,-9.784082,4000
24700883,-0.0012494188,-0.00084312656,0.00085782737,4013,0,-0.3529465,-0.032680333,-9.782937,4013
24704870,-0.0017452877,0.00064383907,0.0020549835,3987,0,-0.34956062,-0.016931403,-9.781692,3987
24708879,-0.0018756922,-0.0010584356,0.0017213728,4009,0,-0.34199265,-0.011557735,-9.768353,4009
24712870,-0.0025189784,-0.00084731024,0.0013085239,3991,0,-0.33184722,-0.026962763,-9.768643,3991
24716899,-0.0010225604,-0.0030932506,0.001267532,4029,0,-0.336414,-0.020678317,-9.778038,4029
24720885,-0.0012078154,-0.0024373946,0.0025568733,3986,0,-0.348021,-0.02510482,-9.776189,3986
24724870,-0.00017171977,-0.00086730684,0.0013641472,3985,0,-0.34167907,-0.029452838,-9.75039,3985
24728875,-0.0015493351,0.00021388967,0.0018247649,4005,0,-0.34293342,-0.03897983,-9.767042,4005
24732870,-0.00269836,-0.0020193933,0.0029014002,3995,0,-0.34655097,-0.044729825,-9.776943,3995
24736876,-0.0018391893,-0.0023491662,0.0028866432,4006,0,-0.336775,-0.039930366,-9.772869,4006
24740895,-0.0014498658,-0.0017083292,0.0013889127,4019,0,-0.31791103,-0.032245956,-9.769936,4019
24744870,0.0005140377,-0.0008582336,0.003491606,3975,0,-0.33218652,-0.02875481,-9.787733,3975
24748903,0.00027143743,-0.00074919633,0.0017747169,4033,0,-0.34033427,-0.030832203,-9.758987,4033
24752870,0.0012914179,0.0020386404,0.00017673292,3967,0,-0.3403476,-0.037240457,-9.737569,3967
24756893,0.0006174747,0.0012670122,0.0035972055,4023,0,-0.3389145,-0.034677472,-9.76048,4023
24760891,-0.0019531045,0.0014915261,0.003001028,3998,0,-0.32273555,-0.03230302,-9.775567,3998
24764870,0.00015346779,-0.0008634944,0.0017890251,3979,0,-0.32557675,-0.036465272,-9.790646,3979
24768870,-0.0019520154,0.0013785372,0.0027948963,4000,0,-0.32040408,-0.037611365,-9.752369,4000
24772869,2.4146271e-05,-0.0007396729,0.00083106005,3999,0,-0.33159703,-0.043368675,-9.757279,3999
24776891,-0.0012365979,0.0024426049,0.0012958517,4022,0,-0.33098516,-0.048432596,-9.798105,4022
24780870,-0.0015653768,0.0005283529,0.0008668595,3979,0,-0.33492756,-0.052887455,-9.780143,3979
24784873,-0.0026142858,0.0007480703,0.0015278661,4003,0,-0.33609098,-0.046755694,-9.760594,4003
24788870,-0.0016891205,0.0037168432,0.0007832396,3997,0,-0.3250195,-0.03428367,-9.764091,3997
24792870,-0.0033695735,-0.0024503751,0.0014232162,4000,0,-0.32154647,-0.042788323,-9.783626,4000
24796895,-0.001248714,-0.00053033436,0.0008485243,4025,0,-0.32861152,-0.023571989,-9.77388,4025
24800870,-0.00074707775,-0.0026519091,-0.0006454074,3975,0,-0.34077382,-0.024604935,-9.754176,3975
24804884,-0.00017134265,-0.0029819177,0.0016771429,4014,0,-0.3329535,-0.028483389,-9.752494,4014
24808870,-0.0019106464,-0.0014829002,0.0001220382,3986,0,-0.32836893,-0.032766916,-9.764953,3986
24812871,-0.00090928754,-0.0012763645,0.0020188517,4001,0,-0.3217535,-0.026452795,-9.772615,4001
24816869,-0.00024206976,0.00020650128,0.0029630032,3998,0,-0.34715244,-0.03661562,-9.759873,3998
24820870,0.00060125947,0.00095358986,0.003280254,4001,0,-0.35088322,-0.048158266,-9.754591,4001
24824921,0.0005877897,-0.00032098746,0.0020979056,4051,0,-0.34464142,-0.054412864,-9.756139,4051
24828869,0.00037862186,-0.0006434207,0.0027548482,3948,0,-0.32889906,-0.025022345,-9.745904,3948
24832870,-0.001221207,-0.0029668543,0.0014032582,4001,0,-0.33374372,-0.03957745,-9.751094,4001
24836884,-0.003158844,-0.0020287323,0.0012055839,4014,0,-0.33954385,-0.035163183,-9.762245,4014
24840870,-0.0021933129,0.000431381,0.0014106974,3986,0,-0.33334368,-0.02453434,-9.769508,3986
24844877,-5.558249e-05,0.0003158108,0.0016794387,4007,0,-0.33673924,-0.03555179,-9.772824,4007
24848870,-0.0012391191,-0.00053022994,0.0013878673,3993,0,-0.3327963,-0.03898759,-9.768187,3993
24852870,-0.00072016864,-0.000101855934,0.0007422496,4000,0,-0.34913054,-0.028911801,-9.763548,4000
24856879,-0.00044607394,8.136552e-05,0.0031904222,4009,0,-0.3479887,-0.020807495,-9.75253,4009
24860870,0.00044302567,0.0010734784,0.00083164754,3991,0,-0.34532228,-0.026468495,-9.766507,3991
24864901,-0.0017747935,-0.0009544977,0.0019344385,4031,0,-0.3525024,-0.029475512,-9.76305,4031
24868870,-0.0023800444,-0.00021008786,0.003119611,3969,0,-0.33980313,-0.021354008,-9.738056,3969
24872869,-0.001781759,0.0006394861,0.00087520195,3999,0,-0.33368436,-0.03708206,-9.762961,3999
24876911,-0.0012446275,-0.00010012116,0.0009635173,4042,0,-0.3426575,-0.046141613,-9.775642,4042
24880870,-0.0017750012,0.0009737643,0.0013007947,3959,0,-0.3340267,-0.043341726,-9.75858,3959
24884876,-0.00081043504,-0.0020179634,0.0015873776,4006,0,-0.34852108,-0.033267576,-9.755525,4006
24888878,0.000967787,-0.0010572502,7.22889e-05,4002,0,-0.33175316,-0.032283295,-9.76348,4002
24892870,0.0013161018,-0.0021295007,0.0014324414,3992,0,-0.34288618,-0.03842331,-9.787416,3992
24896893,0.00016810409,-0.001279785,0.002524963,4023,0,-0.34321153,-0.04758708,-9.779874,4023
24900871,0.0010199128,-0.00074717746,0.0022993388,3978,0,-0.34935063,-0.041359674,-9.774008,3978
24904879,0.00049499824,-0.0009673115,0.0025296805,4008,0,-0.3463122,-0.040452708,-9.765639,4008
24908891,-0.0023445159,-0.000101883124,-0.00060354214,4012,0,-0.3384671,-0.025238901,-9.7349415,4012
24912876,-0.0025453789,-0.0013773589,-8.141392e-05,3985,0,-0.37640476,-0.010686973,-9.749152,3985
24916869,0.0027736605,0.0041645668,-0.0004858784,3993,0,-0.29795614,-0.066045344,-9.74534,3993
24920870,-0.0019125596,-0.0058238744,-0.0027785958,4001,0,-0.31742677,-0.08018955,-9.73087,4001
24924870,-0.0020771415,-0.0034155261,-0.0019051703,4000,0,-0.44563174,0.01272953,-9.79313,4000
24928891,0.0024086207,0.004548426,-0.0014280316,4021,0,-0.25419414,-0.10809409,-9.76648,4021
24932876,-0.0015835635,-0.009178965,-0.00034628858,3985,0,-0.3310755,0.014335285,-9.774706,3985
24936870,0.003235592,0.0016215586,-0.0039135874,3994,0,-0.44009516,-0.04464082,-9.781148,3994
24940870,-0.0028149956,0.006405667,-0.0030196507,4000,0,-0.21649382,-0.07932174,-9.786454,4000
24944883,-8.022521e-05,-0.008192206,0.0010144459,4013,0,-0.35305646,0.013064068,-9.797884,4013
24948870,0.004052167,0.0046654297,-0.00019786332,3987,0,-0.3748298,-0.053176615,-9.763272,3987
24952878,-0.00024351667,0.0003303413,0.0029700894,4008,0,-0.2523694,-0.051191926,-9.744802,4008
24956870,0.0008246834,-0.005335104,0.0032356076,3992,0,-0.30851197,-0.028873082,-9.7588215,3992
24960872,-0.007805674,-0.0055511533,0.012028936,4002,0,-0.41698238,0.056435507,-9.755403,4002
24964881,-0.00053384114,0.0074934107,0.014820015,4009,0,-0.38223362,0.044882063,-9.790544,4009
24968870,-0.000277013,0.0020927805,0.017452415,3989,0,-0.14357825,-0.11793391,-9.7144165,3989
24972877,-0.008399881,-0.012280705,0.019396206,4007,0,-0.5309079,0.11560025,-9.791894,4007
24976871,-0.0036648076,0.016692517,0.016417993,3994,0,-0.3326562,-0.14483427,-9.7814665,3994
24980870,-0.014082171,-0.0045690294,0.018025642,3999,0,-0.13523939,-0.0036270863,-9.762817,3999
24984878,-0.005794173,-0.011783086,0.018481405,4008,0,-0.6178697,0.105855025,-9.759198,4008
24988870,-0.006524618,0.024405815,0.011939279,3992,0,-0.31012964,-0.14675084,-9.75263,3992
24992098,-0.014814567,-0.0033240775,0.010073705,3228,0,-0.011706226,-0.10693537,-9.732489,3228
24996086,-0.014003318,-0.017175464,0.01051474,3988,0,-0.6100732,0.10559488,-9.787638,3988
24999315,0.000615578,0.023525149,0.0015372423,3229,0,-0.4438766,-0.09351496,-9.763568,3229
25003314,-0.017136646,0.008062451,0.0051645464,3999,0,0.064482614,-0.19203119,-9.701813,3999
25008070,-0.0055152047,-0.025598835,0.008197547,4756,0,-0.727094,0.34657797,-9.800108,4756
25011314,0.0122718,0.039969098,-0.004696986,3244,0,-0.22628407,-0.40994743,-9.721931,3244
25016070,-0.022323634,-0.02000004,5.4725613e-05,4756,0,0.047781017,0.025475098,-9.744862,4756
25019292,0.016567454,-0.02268105,-0.000928603,3222,0,-0.8912277,0.1858453,-9.77313,3222
25023299,0.0036065425,0.041622687,-0.0064417217,4007,0,-0.21257284,-0.34633636,-9.792053,4007
25028075,-0.0015719129,-0.02958544,-0.003611483,4776,0,0.022335816,0.06524593,-9.774444,4776
25032114,0.019838663,-0.0055359076,-0.0066244234,4039,0,-0.7971962,0.041402504,-9.719269,4039
25036070,0.00848196,0.024635045,-0.0073315175,3956,0,-0.19891338,-0.11484485,-9.763565,3956
25040101,0.0064376285,-0.010585338,-0.0070085116,4031,0,0.00821512,-0.2480574,-9.781871,4031
