timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
24660870,32767,32767,32767,32767,32767,32767,32767
24664870,32767,32767,32767,32767,-47,-72,32767
24668887,32767,32767,32767,32767,32767,32767,-7
24672869,32767,32767,32767,32767,32767,-40,32767
24676885,32767,32767,32767,32767,-57,32767,32767
24680870,32767,32767,32767,32767,32767,-32,-21
24684870,32767,32767,32767,32767,32767,32767,32767
24688925,32767,32767,32767,32767,32767,32767,-20
24692870,32767,32767,32767,32767,32767,-39,32767
24696870,32767,32767,32767,32767,-47,32767,32767
24700883,32767,32767,32767,32767,32767,-32,-27
24704870,32767,32767,32767,32767,32767,32767,32767
24708879,32767,32767,32767,32767,-58,32767,-18
24712870,32767,32767,32767,32767,32767,-64,-7
24716899,32767,32767,32767,32767,32767,32767,32767
24720885,32767,32767,32767,32767,-69,-40,32767
24724870,32767,32767,32767,32767,32767,32767,-6
24728875,32767,32767,32767,32767,32767,32767,32767
24732870,32767,32767,32767,32767,32767,-64,32767
24736876,32767,32767,32767,32767,32767,32767,32767
24740895,32767,32767,32767,32767,-65,-40,-26
24744870,32767,32767,32767,32767,32767,32767,32767
24748903,32767,32767,32767,32767,32767,32767,-29
24752870,32767,32767,32767,32767,-71,-64,32767
24756893,32767,32767,32767,32767,32767,32767,-2
24760891,32767,32767,32767,32767,-57,-40,32767
24764870,32767,32767,32767,32767,32767,32767,32767
24768870,32767,32767,32767,32767,32767,32767,-6
24772869,32767,32767,32767,32767,32767,-72,32767
24776891,32767,32767,32767,32767,32767,32767,32767
24780870,32767,32767,32767,32767,-46,-40,-8
24784873,32767,32767,32767,32767,32767,32767,32767
24788870,32767,32767,32767,32767,32767,32767,-7
24792870,32767,32767,32767,32767,-57,-71,32767
24796895,32767,32767,32767,32767,32767,32767,32767
24800870,32767,32767,32767,32767,32767,32767,-11
24804884,32767,32767,32767,32767,-54,32767,32767
24808870,32767,32767,32767,32767,32767,-40,-8
24812871,32767,32767,32767,32767,32767,32767,32767
24816869,32767,32767,32767,32767,32767,32767,-5
24820870,32767,32767,32767,32767,32767,-64,32767
24824921,32767,32767,32767,32767,-48,32767,32767
24828869,32767,32767,32767,32767,32767,-39,-7
24832870,32767,32767,32767,32767,32767,32767,32767
24836884,32767,32767,32767,32767,-55,32767,32767
24840870,32767,32767,32767,32767,32767,-64,-27
24844877,32767,32767,32767,32767,32767,32767,-5
24848870,32767,32767,32767,32767,-70,-40,32767
24852870,32767,32767,32767,32767,32767,32767,32767
24856879,32767,32767,32767,32767,32767,-32,-20
24860870,32767,32767,32767,32767,32767,32767,32767
24864901,32767,32767,32767,32767,32767,32767,32767
24868870,32767,32767,32767,32767,-54,-40,-22
24872869,32767,32767,32767,32767,32767,32767,32767
24876911,32767,32767,32767,32767,32767,-33,32767
24880870,32767,32767,32767,32767,-67,32767,-21
24884876,32767,32767,32767,32767,32767,32767,32767
24888878,32767,32767,32767,32767,-47,-40,-14
24892870,32767,32767,32767,32767,32767,32767,32767
24896893,32767,32767,32767,32767,32767,32767,32767
24900871,32767,32767,32767,32767,32767,-72,-22
24904879,32767,32767,32767,32767,32767,32767,32767
24908891,32767,32767,32767,32767,32767,-64,-18
24912876,32767,32767,32767,32767,-71,32767,32767
24916869,32767,32767,32767,32767,32767,-40,-23
24920870,32767,32767,32767,32767,-46,32767,32767
24924870,32767,32767,32767,32767,32767,32767,-5
24928891,32767,32767,32767,32767,32767,-64,32767
