timestamp,vel_pos_innov[0],vel_pos_innov[1],vel_pos_innov[2],vel_pos_innov[3],vel_pos_innov[4],vel_pos_innov[5],mag_innov[0],mag_innov[1],mag_innov[2],heading_innov,airspeed_innov,beta_innov,flow_innov[0],flow_innov[1],hagl_innov,vel_pos_innov_var[0],vel_pos_innov_var[1],vel_pos_innov_var[2],vel_pos_innov_var[3],vel_pos_innov_var[4],vel_pos_innov_var[5],mag_innov_var[0],mag_innov_var[1],mag_innov_var[2],heading_innov_var,airspeed_innov_var,beta_innov_var,flow_innov_var[0],flow_innov_var[1],hagl_innov_var,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],drag_innov[0],drag_innov[1],drag_innov_var[0],drag_innov_var[1],aux_vel_innov[0],aux_vel_innov[1]
16061678,0.0,0.0,0.0,6.702542e-05,2.1576881e-05,0.0010220967,0.0,0.0,0.0,-0.0024898052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000117997275,0.00011799733,0.000116168674,0.0,0.0,0.0,0.0025363402,0.0,0.0,0.0,0.0,0.0,0.00053926575,0.0026701186,0.001850325,0.0,0.0,0.0,0.0,0.0,0.0
16269666,0.0,0.0,0.0,5.8442354e-05,5.9068203e-05,0.0009092055,0.0,0.0,0.0,-0.002307415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011601535,0.0001160154,0.0001145846,0.0,0.0,0.0,0.0025357602,0.0,0.0,0.0,0.0,0.0,0.0005622449,0.0016661827,0.0013691477,0.0,0.0,0.0,0.0,0.0,0.0
16469666,0.0,0.0,0.0,0.00017884374,0.000117480755,0.0009928234,0.0,0.0,0.0,-0.002456665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000115619354,0.00011561944,0.00011417877,0.0,0.0,0.0,0.002534737,0.0,0.0,0.0,0.0,0.0,0.0005805743,0.0014948872,0.0012473658,0.0,0.0,0.0,0.0,0.0,0.0
16669667,0.0,0.0,0.0,0.00019401312,5.6505203e-05,0.001103282,0.0,0.0,0.0,-0.0055511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011517785,0.00011517795,0.00011379101,0.0,0.0,0.0,0.0025335148,0.0,0.0,0.0,0.0,0.0,0.0013352298,0.001566223,0.0011547912,0.0,0.0,0.0,0.0,0.0,0.0
16877666,0.0,0.0,0.0,8.100271e-05,-9.852648e-05,0.0011419542,0.0,0.0,0.0,-0.005438566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000115003306,0.00011500341,0.00011366817,0.0,0.0,0.0,0.0025322358,0.0,0.0,0.0,0.0,0.0,0.0018836976,0.0015667754,0.0006561795,0.0,0.0,0.0,0.0,0.0,0.0
17077718,0.0,0.0,0.0,0.00017690659,-2.4437904e-06,0.0010251887,0.0,0.0,0.0,-0.006754875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011469929,0.0001146994,0.00011343695,0.0,0.0,0.0,0.0025310994,0.0,0.0,0.0,0.0,0.0,0.0016481447,0.0015876214,0.00043771387,0.0,0.0,0.0,0.0,0.0,0.0
17277666,0.0,0.0,0.0,0.00019261241,-2.1338463e-05,0.0009903312,0.0,0.0,0.0,-0.005553484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011534472,0.000115344854,0.00011403774,0.0,0.0,0.0,0.0025304102,0.0,0.0,0.0,0.0,0.0,0.0013456111,0.0016414145,0.00042591972,0.0,0.0,0.0,0.0,0.0,0.0
17485694,0.0,0.0,0.0,2.5957823e-05,-4.7922134e-05,0.0008053966,0.0,0.0,0.0,-0.0030252934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011521214,0.00011521218,0.00011394518,0.0,0.0,0.0,0.0025296442,0.0,0.0,0.0,0.0,0.0,0.0010249328,0.0018327885,0.0006734942,0.0,0.0,0.0,0.0,0.0,0.0
17685667,0.0,0.0,0.0,-7.170439e-05,-0.00022530556,0.0010080524,0.0,0.0,0.0,-0.0032622814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001140094,0.00011400927,0.00011291538,0.0,0.0,0.0,0.0025285932,0.0,0.0,0.0,0.0,0.0,0.0009347275,0.0018161358,0.0006555639,0.0,0.0,0.0,0.0,0.0,0.0
17893670,0.0,0.0,0.0,2.002716e-05,-0.00012040138,0.0010478795,0.0,0.0,0.0,-0.002367735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000115702445,0.00011570219,0.000114371214,0.0,0.0,0.0,0.002528052,0.0,0.0,0.0,0.0,0.0,0.0008480328,0.0016830543,0.0008125949,0.0,0.0,0.0,0.0,0.0,0.0
18093709,0.0,0.0,0.0,8.8751316e-05,-6.2942505e-05,0.0009955652,0.0,0.0,0.0,-0.00197196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011609336,0.00011609317,0.00011474898,0.0,0.0,0.0,0.0025275266,0.0,0.0,0.0,0.0,0.0,0.0007228679,0.0010983779,0.0007438545,0.0,0.0,0.0,0.0,0.0,0.0
18293720,0.0,0.0,0.0,0.0001553297,-0.00012505054,0.0010616146,0.0,0.0,0.0,-0.0015277863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011588483,0.0001158848,0.00011460169,0.0,0.0,0.0,0.0025270125,0.0,0.0,0.0,0.0,0.0,0.0005925815,0.00092300575,0.0006133724,0.0,0.0,0.0,0.0,0.0,0.0
18501679,0.0,0.0,0.0,0.0002900064,-0.00017261505,0.0010437258,0.0,0.0,0.0,-0.0037953854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011557054,0.0001155706,0.00011431664,0.0,0.0,0.0,0.0025263408,0.0,0.0,0.0,0.0,0.0,0.0004441676,0.0012168647,0.0004625236,0.0,0.0,0.0,0.0,0.0,0.0
18706505,0.0,0.0,0.0,0.00012013316,-0.00013911724,0.0009296723,0.0,0.0,0.0,-0.0010025501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001157415,0.00011574155,0.000114487906,0.0,0.0,0.0,0.0025257932,0.0,0.0,0.0,0.0,0.0,0.00038763354,0.0015326631,0.00041179633,0.0,0.0,0.0,0.0,0.0,0.0
18905667,0.0,0.0,0.0,2.8967857e-05,7.408857e-05,0.000991933,0.0,0.0,0.0,-0.0006468296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011472826,0.00011472827,0.000113593946,0.0,0.0,0.0,0.0025250982,0.0,0.0,0.0,0.0,0.0,0.0003386829,0.0009198891,0.0004600043,0.0,0.0,0.0,0.0,0.0,0.0
19104867,0.0,0.0,0.0,3.3974648e-06,6.252527e-05,0.0009288527,0.0,0.0,0.0,-0.0024755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011480554,0.00011480549,0.00011367381,0.0,0.0,0.0,0.0025245533,0.0,0.0,0.0,0.0,0.0,0.0002424748,0.0007916985,0.00061853795,0.0,0.0,0.0,0.0,0.0,0.0
19304876,0.0,0.0,0.0,-1.7404556e-05,-0.00012028217,0.00087878853,0.0,0.0,0.0,-0.0018789768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011543646,0.00011543637,0.000114250666,0.0,0.0,0.0,0.0025241103,0.0,0.0,0.0,0.0,0.0,0.00028871326,0.00097122096,0.00076100626,0.0,0.0,0.0,0.0,0.0,0.0
19512883,0.0,0.0,0.0,-4.631281e-05,-0.00013881922,0.00093542784,0.0,0.0,0.0,-0.0006606579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001154632,0.00011546309,0.00011430764,0.0,0.0,0.0,0.002523754,0.0,0.0,0.0,0.0,0.0,0.00014226932,0.0013489296,0.000894483,0.0,0.0,0.0,0.0,0.0,0.0
19712866,0.0,0.0,0.0,-1.513958e-05,-0.00022542477,0.0008152798,0.0,0.0,0.0,-0.0023491383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011483062,0.00011483044,0.0001137494,0.0,0.0,0.0,0.0025232676,0.0,0.0,0.0,0.0,0.0,0.0002106606,0.0014061849,0.00088903646,0.0,0.0,0.0,0.0,0.0,0.0
21328867,0.0,0.0,0.0,-0.00020286441,-3.2782555e-05,0.0012775026,0.0,0.0,0.0,0.0017209053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011543985,0.00011543989,0.00011433412,0.0,0.0,0.0,0.0025205312,0.0,0.0,0.0,0.0,0.0,3.3544453e-05,0.0005097118,0.0006450718,0.0,0.0,0.0,0.0,0.0,0.0
21536873,0.0,0.0,0.0,-0.00020587444,-0.00016897917,0.0011303276,0.0,0.0,0.0,0.0064382553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011459873,0.000114598726,0.00011360517,0.0,0.0,0.0,0.002520202,0.0,0.0,0.0,0.0,0.0,0.00013476535,0.0012557993,0.0008476761,0.0,0.0,0.0,0.0,0.0,0.0
21736867,0.0,0.0,0.0,7.748604e-05,6.610155e-05,0.00093914196,0.0,0.0,0.0,0.00025343895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001153393,0.00011533919,0.000114285394,0.0,0.0,0.0,0.0025200422,0.0,0.0,0.0,0.0,0.0,0.00015865921,0.0010695225,0.000916517,0.0,0.0,0.0,0.0,0.0,0.0
21940067,0.0,0.0,0.0,0.00027525425,9.608269e-05,0.0010677427,0.0,0.0,0.0,-0.0005400181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011419075,0.00011419062,0.00011325215,0.0,0.0,0.0,0.0025196793,0.0,0.0,0.0,0.0,0.0,0.00022510198,0.0010015804,0.0008607402,0.0,0.0,0.0,0.0,0.0,0.0
