timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
15817789,0.16360149,0.004354951,0.09140519
21238555,0.19670153,0.003986005,0.10041106
21438631,0.17769594,0.00824198,0.09490594
21642077,0.17966951,0.005229443,0.095740095
21847645,0.19515555,0.004625745,0.09392958
