timestamp,rollspeed,pitchspeed,yawspeed,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
16065820,-2.3432178e-05,0.0007380034,-0.0013989729,0.0,0.0,0.0,0.0
16165863,-4.228897e-05,-0.0013379997,-0.00028845808,0.0,0.0,0.0,0.0
16197832,8.5925654e-05,0.00058444205,-0.001159369,0.0,0.0,0.0,0.0
16229851,0.0002905706,0.00019802223,-0.0011261883,0.0,0.0,0.0,0.0
16261836,-0.00049956003,-0.00010894402,-0.0016223886,0.0,0.0,0.0,0.0
16293805,0.00074485235,-0.0002761744,-0.0011448851,0.0,0.0,0.0,0.0
16325812,-0.00025247975,0.00045403093,-0.0011122652,0.0,0.0,0.0,0.0
16357891,0.00012679552,-0.00016053207,0.00012952962,0.0,0.0,0.0,0.0
16389852,0.00031044465,-0.0007259797,-0.00027484447,0.0,0.0,0.0,0.0
16421817,0.006838062,0.0004705335,-0.021287978,0.0,0.0,0.0,0.0
16453806,-0.004331707,-0.000355548,0.028681032,0.0,0.0,0.0,0.0
16485857,-0.01965616,0.0015321132,0.0181511,0.0,0.0,0.0,0.0
16517922,0.021023624,-0.0012818328,-0.024828855,0.0,0.0,0.0,0.0
16549955,0.014547624,0.0031872639,-0.020377057,0.0,0.0,0.0,0.0
16581846,-0.02224702,0.0013872931,0.015989682,0.0,0.0,0.0,0.0
16613880,-0.0068136663,0.0017169466,0.018051011,0.0,0.0,0.0,0.0
16645882,0.016494988,0.0020462829,-0.01799556,0.0,0.0,0.0,0.0
16677888,0.0018224823,0.004845212,-0.008502637,0.0,0.0,0.0,0.0
16709814,-0.0050527356,0.0018516845,0.0104131065,0.0,0.0,0.0,0.0
16741893,-0.004843492,1.813122e-05,-0.00035712763,0.0,0.0,0.0,0.0
16773833,0.0049348767,0.0047217906,-0.01149486,0.0,0.0,0.0,0.0
16805813,0.0036034184,-0.00044128927,-0.004167957,0.0,0.0,0.0,0.0
16837849,-0.0047007953,0.0007109969,0.009867452,0.0,0.0,0.0,0.0
16869847,-0.0052250656,0.002240197,0.0026873485,0.0,0.0,0.0,0.0
16901843,0.009077185,0.0035602346,-0.0126618,0.0,0.0,0.0,0.0
16933807,0.0010799381,0.0017878922,-0.004774686,0.0,0.0,0.0,0.0
16965831,-0.002265231,0.0030447263,0.0049696257,0.0,0.0,0.0,0.0
16997843,-0.00030350275,0.005067794,0.0020292937,0.0,0.0,0.0,0.0
17029901,-0.00033267905,0.0005974332,-0.0077163684,0.0,0.0,0.0,0.0
17057919,-0.0047149006,0.0004214138,0.0046542175,0.0,0.0,0.0,0.0
17089842,-0.014764453,0.013785608,0.009086192,0.0,0.0,0.0,0.0
17121805,0.03738012,0.018900933,-0.041459385,0.0,0.0,0.0,0.0
17153806,0.0074939127,0.0037256272,0.017480643,0.0,0.0,0.0,0.0
17185815,-0.045502994,-0.011434411,0.014440108,0.0,0.0,0.0,0.0
17217921,0.0364524,0.015503238,-0.006335257,0.0,0.0,0.0,0.0
17249830,-0.0022249564,0.0035466268,-0.018821293,0.0,0.0,0.0,0.0
17281918,-0.00979803,0.0013551351,0.003364699,0.0,0.0,0.0,0.0
17309806,0.0063958536,-0.0028936858,0.026441801,0.0,0.0,0.0,0.0
17341809,-0.016556565,0.007341341,0.010177657,0.0,0.0,0.0,0.0
17373844,0.023289854,0.0020919675,-0.016097428,0.0,0.0,0.0,0.0
17405856,0.009432273,-0.005742632,-0.01601317,0.0,0.0,0.0,0.0
17437806,-0.027431745,0.0043495493,0.006489915,0.0,0.0,0.0,0.0
17469808,0.003678677,-0.0035293885,0.009876525,0.0,0.0,0.0,0.0
17501856,0.015046698,0.0014134953,-0.021191139,0.0,0.0,0.0,0.0
17533847,0.02139845,-0.011967523,-0.0040082796,0.0,0.0,0.0,0.0
17561833,-0.012124485,0.0077563683,0.01591812,0.0,0.0,0.0,0.0
17593846,-0.00940801,0.00048334873,-0.0014139912,0.0,0.0,0.0,0.0
17625805,-7.960829e-05,-0.0064350865,-0.0038592084,0.0,0.0,0.0,0.0
17657892,0.0041236975,-0.0037522567,0.008835111,0.0,0.0,0.0,0.0
17689859,0.0021278844,-0.0030853162,0.002336914,0.0,0.0,0.0,0.0
17721872,0.011693921,0.00745343,-0.0051868865,0.0,0.0,0.0,0.0
17753806,0.003299919,-0.00082160905,-0.012877708,0.0,0.0,0.0,0.0
17785811,-0.01706405,-0.0011387463,-0.0012644562,0.0,0.0,0.0,0.0
17813823,-0.003959575,-0.0061045242,0.022375943,0.0,0.0,0.0,0.0
17845895,0.004858234,0.0030661484,-0.009093171,0.0,0.0,0.0,0.0
17877889,0.012422107,0.007139068,0.004204043,0.0,0.0,0.0,0.0
17909806,-0.00825936,0.003636065,-0.0021334933,0.0,0.0,0.0,0.0
17941813,-0.01577874,0.0018982434,0.0027443068,0.0,0.0,0.0,0.0
17973858,0.0017394986,0.012552068,0.0038663207,0.0,0.0,0.0,0.0
18005861,-0.024322743,-0.003706219,-0.009442837,0.0,0.0,0.0,0.0
18037864,0.009820584,0.004056882,0.0075039277,0.0,0.0,0.0,0.0
18065931,0.0005187195,0.005882482,0.0043186,0.0,0.0,0.0,0.0
18097849,0.00051732257,0.007888902,-0.0062273955,0.0,0.0,0.0,0.0
18129806,-0.00077086943,0.006950025,-0.0033076087,0.0,0.0,0.0,0.0
18161835,-0.013685261,0.0011622638,-0.0002547435,0.0,0.0,0.0,0.0
18193882,-0.010203069,-0.00019655237,0.017814027,0.0,0.0,0.0,0.0
18225826,0.011541505,-0.0015773876,0.0012660355,0.0,0.0,0.0,0.0
18257862,0.018882142,-0.0047426457,-0.011332492,0.0,0.0,0.0,0.0
18289819,0.0027807078,0.008506178,0.004948997,0.0,0.0,0.0,0.0
18317908,-0.02283703,0.006727162,0.016033657,0.0,0.0,0.0,0.0
18349835,0.014189067,-0.0009425117,-0.011480529,0.0,0.0,0.0,0.0
18381886,0.02202904,-0.0032376193,-0.009610038,0.0,0.0,0.0,0.0
18413845,-0.012870785,0.005010889,0.0075417967,0.0,0.0,0.0,0.0
18445859,-0.0059987637,0.0016876976,0.0045553865,0.0,0.0,0.0,0.0
18477890,-0.004996942,0.003888422,-0.0019789094,0.0,0.0,0.0,0.0
18513844,-0.00661838,-0.002064141,-0.0068268445,0.0,0.0,0.0,0.0
18545169,0.00036931055,0.0011486663,0.013220664,0.0,0.0,0.0,0.0
18577120,-0.02039382,0.007108803,0.0038923274,0.0,0.0,0.0,0.0
18605043,0.011163852,-0.005084751,-0.008886851,0.0,0.0,0.0,0.0
18639475,-0.006922336,0.00028422487,-0.0017816378,0.0,0.0,0.0,0.0
18671491,0.0134007875,-0.0064692395,-0.0019648287,0.0,0.0,0.0,0.0
18702662,0.0029287334,-0.011033214,0.00096563075,0.0,0.0,0.0,0.0
18733037,-0.006296252,-0.0026654229,0.0018983325,0.0,0.0,0.0,0.0
18765041,-0.0077167456,0.006487894,0.01004874,0.0,0.0,0.0,0.0
18797010,0.008064333,-0.016971635,0.0015070911,0.0,0.0,0.0,0.0
18826647,0.007320103,-0.0052847406,-0.01119992,0.0,0.0,0.0,0.0
18857910,-0.0014246266,-0.0018014085,-0.00089240586,0.0,0.0,0.0,0.0
18889805,-0.019971754,0.006024571,0.015157144,0.0,0.0,0.0,0.0
18921851,-0.0040893303,-0.010408866,-0.0013374917,0.0,0.0,0.0,0.0
18953848,0.020123985,0.007163498,-0.017371746,0.0,0.0,0.0,0.0
18985010,-0.010430585,0.0011155894,0.0053820596,0.0,0.0,0.0,0.0
19017070,-0.012631063,0.0014224258,0.0086271,0.0,0.0,0.0,0.0
19053061,0.007370653,0.0060258475,-0.0072083715,0.0,0.0,0.0,0.0
19081104,-0.002342722,-0.0107818255,-0.008972516,0.0,0.0,0.0,0.0
19113073,0.0067836954,0.01143826,0.0128469495,0.0,0.0,0.0,0.0
19145089,-0.013782485,0.0013922525,0.0067532044,0.0,0.0,0.0,0.0
19177123,0.012713911,0.0064491485,-0.017739272,0.0,0.0,0.0,0.0
19209056,-0.004308552,-0.0014922564,0.0006290156,0.0,0.0,0.0,0.0
19241155,0.0038008438,0.0009567413,-0.00528398,0.0,0.0,0.0,0.0
19273029,0.011256404,-0.01214665,0.006357696,0.0,0.0,0.0,0.0
19305067,-0.0125145465,-0.009459212,-0.004544259,0.0,0.0,0.0,0.0
19337112,-0.0096615,0.00992163,0.014503391,0.0,0.0,0.0,0.0
19369050,-0.008304722,-0.0105874,0.0051504597,0.0,0.0,0.0,0.0
