timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
50761161,-0.46070778,0.41652712,3.0330217,0.0,0.004545494,-0.21312408,-0.21213701,0.95370615,0.0,0.0,-0.08,1,0,0,0,0,0
50861098,-0.16381972,0.2567334,3.1108582,0.0,0.0047164056,-0.12881711,-0.07917499,0.98849136,0.0,0.0,-0.08,1,0,0,0,0,0
50965266,8.618127e-06,0.0028129462,3.1320612,0.0,0.0047656884,-0.0014064361,1.1011818e-05,0.9999876,0.0,0.0,-0.08,1,0,0,0,0,0
51065185,5.814427e-05,5.6725527e-05,3.1323447,0.0,0.00462395,-2.8228033e-05,2.920297e-05,0.99998933,0.0,0.0,-0.08,1,0,0,0,0,0
51169151,2.9948026e-06,-3.5501978e-07,3.1320956,0.0,0.0047485214,1.8461833e-07,1.4965416e-06,0.99998873,0.0,0.0,-0.08,1,0,0,0,0,0
51269148,1.7072118e-08,-2.507154e-08,3.132237,0.0,0.0046778307,1.2575562e-08,8.4773255e-09,0.99998903,0.0,0.0,-0.08,1,0,0,0,0,0
51369128,-2.6167675e-09,-8.80891e-10,3.1325662,0.0,0.0045132046,4.3453602e-10,-1.3103583e-09,0.9999898,0.0,0.0,-0.08,1,0,0,0,0,0
51473090,0.0,-0.0,3.1321578,0.0,0.004717408,0.0,0.0,0.99998885,0.0,0.0,-0.08,1,0,0,0,0,0
51572298,0.0,-0.0,3.132953,0.0,0.004319849,0.0,0.0,0.99999064,0.0,0.0,-0.08,1,0,0,0,0,0
51673294,0.0,-0.0,3.1323683,0.0,0.0046121473,0.0,0.0,0.9999894,0.0,0.0,-0.08,1,0,0,0,0,0
51775549,0.0,-0.0,3.1314168,0.0,0.005087906,0.0,0.0,0.99998707,0.0,0.0,-0.08,1,0,0,0,0,0
51876307,0.0,-0.0,3.13152,0.0,0.005036289,0.0,0.0,0.9999873,0.0,0.0,-0.08,1,0,0,0,0,0
51980261,0.0,-0.0,3.131615,0.0,0.0049888445,0.0,0.0,0.99998754,0.0,0.0,-0.08,1,0,0,0,0,0
52080270,0.0,-0.0,3.1315224,0.0,0.005035097,0.0,0.0,0.9999873,0.0,0.0,-0.08,1,0,0,0,0,0
52184290,0.0,-0.0,3.1316032,0.0,0.0049946858,0.0,0.0,0.99998754,0.0,0.0,-0.08,1,0,0,0,0,0
52284343,0.0,-0.0,3.1319466,0.0,0.0048230262,0.0,0.0,0.9999884,0.0,0.0,-0.08,1,0,0,0,0,0
52384448,0.0,-0.0,3.131794,0.0,0.0048993193,0.0,0.0,0.999988,0.0,0.0,-0.09703017,1,0,0,0,0,0
