timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
50405599,0.16231339,0.0056401286,0.09275334
63034551,0.18967494,0.010593649,0.09164149
63234520,0.15949431,0.0051648696,0.087763235
63438884,0.17819107,0.006849558,0.08143756
63642495,0.16167773,0.005944561,0.08258801
63845577,0.15015425,0.004032601,0.077911414
