timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,remote_system_id,remote_component_id,remote_type,remote_system_status,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams
50806907,0,1200.0,0.25786987,0.0,0.498992,0.0,0,0,0,0,0,0,0,1,0,1,36
51126238,51120454,80000.0,1.0,12.449137,23.54227,0.0,1,240,18,4,0,2,0,0,1,1,43
51546608,51544464,80000.0,1.0,12.449137,23.54227,0.0,255,0,6,4,0,2,0,0,1,1,43
51810079,0,1200.0,0.25786987,0.0,0.49052888,0.0,0,0,0,0,0,0,0,1,0,1,36
52122413,52121861,80000.0,1.0,12.902171,24.774149,0.0,1,240,18,4,0,2,0,0,1,1,43
52546243,52545077,80000.0,1.0,12.902171,24.774149,0.0,255,0,6,4,0,2,0,0,1,1,43
52810254,0,1200.0,0.25786987,0.0,0.38398796,0.0,0,0,0,0,0,0,0,1,0,1,36
53123565,53121613,80000.0,1.0,12.999891,25.096972,0.0,1,240,18,4,0,2,0,0,1,1,43
53546671,53543049,80000.0,1.0,12.999891,25.096972,0.0,255,0,6,4,0,2,0,0,1,1,43
53817724,0,1200.0,0.25786987,0.0,0.34254983,0.0,0,0,0,0,0,0,0,1,0,1,36
54130775,54123592,80000.0,1.0,13.013122,24.966558,0.0,1,240,18,4,0,2,0,0,1,1,43
54545827,54544280,80000.0,1.0,13.013122,24.966558,0.0,255,0,6,4,0,2,0,0,1,1,43
54818187,0,1200.0,0.25786987,0.0,0.69889724,0.0,0,0,0,0,0,0,0,1,0,1,36
55121963,55120667,80000.0,1.0,12.966638,24.924194,0.0,1,240,18,4,0,2,0,0,1,1,43
55546635,55546077,80000.0,1.0,12.966638,24.924194,0.0,255,0,6,4,0,2,0,0,1,1,43
55830688,0,1200.0,0.25786987,0.0,0.3774711,0.0,0,0,0,0,0,0,0,1,0,1,36
56129064,56126546,80000.0,1.0,13.108607,24.959324,0.0,1,240,18,4,0,2,0,0,1,1,43
56552393,56546068,80000.0,1.0,13.108607,24.959324,0.0,255,0,6,4,0,2,0,0,1,1,43
56832913,0,1200.0,0.25786987,0.0,0.3360409,0.0,0,0,0,0,0,0,0,1,0,1,36
57121300,57120389,80000.0,1.0,13.015607,24.978327,0.0,1,240,18,4,0,2,0,0,1,1,43
57545725,57544423,80000.0,1.0,13.015607,24.978327,0.0,255,0,6,4,0,2,0,0,1,1,43
57838246,0,1200.0,0.25786987,0.0,0.4138146,0.0,0,0,0,0,0,0,0,1,0,1,36
58121601,58119623,80000.0,1.0,13.00974,25.06701,0.0,1,240,18,4,0,2,0,0,1,1,43
58545713,58545161,80000.0,1.0,13.00974,25.06701,0.0,255,0,6,4,0,2,0,0,1,1,43
58845807,0,1200.0,0.25786987,0.0,0.54999834,0.0,0,0,0,0,0,0,0,1,0,1,36
59125726,59122034,80000.0,1.0,13.0183,25.002989,0.0,1,240,18,4,0,2,0,0,1,1,43
59549736,59548931,80000.0,1.0,13.0183,25.002989,0.0,255,0,6,4,0,2,0,0,1,1,43
59847558,0,1200.0,0.25786987,0.0,0.4119966,0.0,0,0,0,0,0,0,0,1,0,1,36
60126034,60124593,80000.0,1.0,13.096893,25.152136,0.0,1,240,18,4,0,2,0,0,1,1,43
60550419,60549799,80000.0,1.0,13.096893,25.152136,0.0,255,0,6,4,0,2,0,0,1,1,43
60855521,0,1200.0,0.25786987,0.0,0.36972973,0.0,0,0,0,0,0,0,0,1,0,1,36
61125227,61121360,80000.0,1.0,12.862958,24.890995,0.0,1,240,18,4,0,2,0,0,1,1,43
61533340,61531483,80000.0,1.0,12.862958,24.890995,0.0,255,0,6,4,0,2,0,0,1,1,43
61863992,0,1200.0,0.25786987,0.0,0.41897455,0.0,0,0,0,0,0,0,0,1,0,1,36
62124509,62123053,80000.0,1.0,13.04818,25.04185,0.0,1,240,18,4,0,2,0,0,1,1,43
62547747,62544379,80000.0,1.0,13.04818,25.04185,0.0,255,0,6,4,0,2,0,0,1,1,43
62872295,0,1200.0,0.25786987,0.0,0.64058757,0.0,0,0,0,0,0,0,0,1,0,1,36
63124534,63121044,80000.0,1.0,13.040738,25.016602,0.0,1,240,18,4,0,2,0,0,1,1,43
63539684,63537042,80000.0,1.0,13.040738,25.016602,0.0,255,0,6,4,0,2,0,0,1,1,43
63880573,0,1200.0,0.25786987,0.0,0.342502,0.0,0,0,0,0,0,0,0,1,0,1,36
