timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,gps_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
50672883,32767,32767,32767,32767,32767,32767,32767
50724877,32767,32767,32767,32767,32767,32767,32767
50728880,32767,32767,32767,32767,32767,-32,32767
50732874,32767,32767,32767,32767,-68,32767,-7
50736873,32767,32767,32767,32767,32767,32767,32767
50740879,32767,32767,32767,32767,32767,-40,32767
50744865,32767,32767,32767,32767,32767,32767,-25
50748868,32767,32767,32767,32767,32767,32767,32767
50752867,32767,32767,32767,32767,32767,-72,-21
50756873,32767,32767,32767,32767,-68,32767,32767
50760895,32767,32767,32767,32767,32767,-40,-8
50764893,32767,32767,32767,32767,32767,32767,32767
50768867,32767,32767,32767,32767,-62,-40,32767
50772867,32767,32767,32767,32767,32767,32767,-21
50776866,32767,32767,32767,32767,32767,32767,32767
50780875,32767,32767,32767,32767,-70,-64,-7
50784872,32767,32767,32767,32767,32767,32767,32767
50788866,32767,32767,32767,32767,32767,-40,-5
50792880,32767,32767,32767,32767,32767,32767,32767
50796867,32767,32767,32767,32767,32767,32767,32767
50800867,32767,32767,32767,32767,-55,-64,32767
50804874,32767,32767,32767,32767,32767,32767,-23
50808880,32767,32767,32767,32767,32767,-40,32767
50812887,32767,32767,32767,32767,-67,32767,-14
50816867,32767,32767,32767,32767,32767,32767,-3
50820866,32767,32767,32767,32767,-47,-72,32767
50824889,32767,32767,32767,32767,32767,32767,32767
50828866,32767,32767,32767,32767,32767,-40,32767
50832876,32767,32767,32767,32767,32767,32767,-7
50836867,32767,32767,32767,32767,32767,32767,32767
50840867,32767,32767,32767,32767,32767,-72,-27
50844881,32767,32767,32767,32767,-68,32767,32767
50848866,32767,32767,32767,32767,32767,-40,32767
50852876,32767,32767,32767,32767,-47,32767,-7
50860867,32767,32767,32767,32767,32767,-72,32767
50864900,32767,32767,32767,32767,-38,32767,-20
50868867,32767,32767,32767,32767,32767,-64,32767
50872872,32767,32767,32767,32767,32767,32767,-6
50876867,32767,32767,32767,32767,32767,-40,32767
50880867,32767,32767,32767,32767,32767,32767,-6
50884867,32767,32767,32767,32767,32767,32767,32767
50888866,32767,32767,32767,32767,-68,-64,32767
50892883,32767,32767,32767,32767,32767,32767,32767
50896867,32767,32767,32767,32767,-46,-40,-27
50900867,32767,32767,32767,32767,32767,32767,32767
50904869,32767,32767,32767,32767,32767,32767,-28
50908882,32767,32767,32767,32767,-55,-56,32767
50912888,32767,32767,32767,32767,32767,32767,-25
50916867,32767,32767,32767,32767,32767,-40,32767
50920891,32767,32767,32767,32767,32767,32767,-27
50924867,32767,32767,32767,32767,32767,-32,32767
50928881,32767,32767,32767,32767,-46,32767,-6
50932873,32767,32767,32767,32767,32767,32767,32767
50936866,32767,32767,32767,32767,32767,-40,-3
50940871,32767,32767,32767,32767,-57,32767,32767
50944869,32767,32767,32767,32767,32767,32767,32767
50948885,32767,32767,32767,32767,32767,-72,32767
50952867,32767,32767,32767,32767,-58,32767,-7
50956866,32767,32767,32767,32767,32767,32767,32767
50960894,32767,32767,32767,32767,32767,32767,-7
50964867,32767,32767,32767,32767,32767,-40,32767
50968867,32767,32767,32767,32767,32767,32767,-6
50972869,32767,32767,32767,32767,32767,32767,32767
50976867,32767,32767,32767,32767,-54,-64,32767
50980878,32767,32767,32767,32767,32767,32767,32767
50984867,32767,32767,32767,32767,32767,-40,-31
50988868,32767,32767,32767,32767,-68,32767,32767
50992885,32767,32767,32767,32767,32767,32767,32767
50996867,32767,32767,32767,32767,32767,-64,-23
51000889,32767,32767,32767,32767,-67,32767,32767
51004867,32767,32767,32767,32767,32767,-40,-26
51008886,32767,32767,32767,32767,32767,32767,32767
51012877,32767,32767,32767,32767,32767,32767,-12
51016867,32767,32767,32767,32767,32767,-72,32767
51020878,32767,32767,32767,32767,-58,32767,32767
51024867,32767,32767,32767,32767,32767,-40,-20
51028867,32767,32767,32767,32767,32767,32767,32767
51032891,32767,32767,32767,32767,-57,32767,32767
51036867,32767,32767,32767,32767,32767,-72,-27
51040892,32767,32767,32767,32767,32767,32767,32767
51044867,32767,32767,32767,32767,-68,-40,-22
51048873,32767,32767,32767,32767,32767,32767,32767
51052867,32767,32767,32767,32767,32767,-40,-11
51056867,32767,32767,32767,32767,32767,32767,32767
51060886,32767,32767,32767,32767,32767,32767,-12
51064866,32767,32767,32767,32767,32767,-64,32767
51068873,32767,32767,32767,32767,-68,32767,32767
51072867,32767,32767,32767,32767,32767,-40,-28
51076879,32767,32767,32767,32767,32767,32767,32767
51080867,32767,32767,32767,32767,-66,32767,-23
51084866,32767,32767,32767,32767,32767,-64,32767
51088874,32767,32767,32767,32767,32767,32767,32767
51092867,32767,32767,32767,32767,-70,-40,32767
51096894,32767,32767,32767,32767,32767,32767,-8
51100867,32767,32767,32767,32767,32767,32767,32767
51104866,32767,32767,32767,32767,32767,-72,-15
51108873,32767,32767,32767,32767,32767,32767,32767
51112867,32767,32767,32767,32767,-61,-40,32767
51116867,32767,32767,32767,32767,32767,32767,-26
51120867,32767,32767,32767,32767,-47,32767,-4
51124867,32767,32767,32767,32767,32767,-72,32767
51128916,32767,32767,32767,32767,32767,32767,32767
51132867,32767,32767,32767,32767,-58,-39,32767
51136867,32767,32767,32767,32767,32767,32767,-27
51140867,32767,32767,32767,32767,32767,32767,32767
51144867,32767,32767,32767,32767,32767,-72,-27
51148895,32767,32767,32767,32767,32767,32767,32767
51152867,32767,32767,32767,32767,32767,-64,-28
51156873,32767,32767,32767,32767,-71,32767,32767
51160879,32767,32767,32767,32767,32767,-40,32767
51164867,32767,32767,32767,32767,-46,32767,-20
51168913,32767,32767,32767,32767,32767,32767,32767
51172867,32767,32767,32767,32767,32767,-64,-20
51176873,32767,32767,32767,32767,-58,32767,32767
51180894,32767,32767,32767,32767,32767,-40,32767
51184867,32767,32767,32767,32767,32767,32767,-27
51188871,32767,32767,32767,32767,32767,32767,32767
51192867,32767,32767,32767,32767,32767,-56,-17
51196873,32767,32767,32767,32767,-47,32767,32767
51200867,32767,32767,32767,32767,32767,-40,-6
51204867,32767,32767,32767,32767,32767,32767,32767
51208902,32767,32767,32767,32767,-69,32767,32767
51212867,32767,32767,32767,32767,32767,-72,-20
51216873,32767,32767,32767,32767,32767,32767,32767
51220867,32767,32767,32767,32767,-70,-40,32767
51224866,32767,32767,32767,32767,32767,32767,-26
51228867,32767,32767,32767,32767,32767,32767,32767
51232867,32767,32767,32767,32767,32767,-72,-3
51236880,32767,32767,32767,32767,32767,32767,32767
51240867,32767,32767,32767,32767,-54,32767,32767
51244885,32767,32767,32767,32767,32767,32767,-5
51248868,32767,32767,32767,32767,32767,-40,32767
51252867,32767,32767,32767,32767,-68,32767,-21
51256867,32767,32767,32767,32767,32767,32767,32767
51260867,32767,32767,32767,32767,32767,-64,32767
51264891,32767,32767,32767,32767,-47,32767,-24
51268867,32767,32767,32767,32767,32767,-40,32767
51272867,32767,32767,32767,32767,32767,32767,-29
51276877,32767,32767,32767,32767,32767,32767,32767
51280867,32767,32767,32767,32767,32767,-64,-7
51284896,32767,32767,32767,32767,32767,32767,32767
51288867,32767,32767,32767,32767,-68,-40,32767
51292867,32767,32767,32767,32767,32767,32767,-12
51296872,32767,32767,32767,32767,32767,32767,32767
51300867,32767,32767,32767,32767,-70,-72,-11
51304876,32767,32767,32767,32767,32767,32767,32767
51308867,32767,32767,32767,32767,-47,-40,32767
51312867,32767,32767,32767,32767,32767,32767,-23
51316876,32767,32767,32767,32767,32767,32767,32767
51320866,32767,32767,32767,32767,32767,-72,-3
51324881,32767,32767,32767,32767,32767,32767,32767
51328879,32767,32767,32767,32767,32767,32767,32767
51332873,32767,32767,32767,32767,-68,32767,32767
51336876,32767,32767,32767,32767,32767,-40,-29
51340867,32767,32767,32767,32767,32767,32767,32767
51344877,32767,32767,32767,32767,-59,32767,-18
51348879,32767,32767,32767,32767,32767,-64,32767
51352873,32767,32767,32767,32767,32767,32767,-8
51356882,32767,32767,32767,32767,-67,-40,32767
51360868,32767,32767,32767,32767,32767,32767,32767
51364881,32767,32767,32767,32767,32767,32767,-19
51368875,32767,32767,32767,32767,32767,-64,32767
51372874,32767,32767,32767,32767,32767,32767,-23
51376867,32767,32767,32767,32767,32767,-40,32767
51380867,32767,32767,32767,32767,-71,32767,-11
51384876,32767,32767,32767,32767,32767,32767,32767
51388867,32767,32767,32767,32767,-48,-72,32767
51392873,32767,32767,32767,32767,32767,32767,-5
51396867,32767,32767,32767,32767,32767,-40,32767
51400867,32767,32767,32767,32767,-57,32767,32767
51404867,32767,32767,32767,32767,32767,32767,-27
51408867,32767,32767,32767,32767,32767,-72,32767
51412885,32767,32767,32767,32767,32767,32767,-25
51416867,32767,32767,32767,32767,32767,-40,32767
51420867,32767,32767,32767,32767,32767,32767,-12
51424917,32767,32767,32767,32767,-60,32767,32767
51428867,32767,32767,32767,32767,32767,-72,32767
51432914,32767,32767,32767,32767,32767,32767,-29
51436867,32767,32767,32767,32767,-73,-64,32767
51440873,32767,32767,32767,32767,32767,32767,32767
51444880,32767,32767,32767,32767,-48,-40,-26
51448880,32767,32767,32767,32767,32767,32767,32767
51452915,32767,32767,32767,32767,32767,32767,32767
51456867,32767,32767,32767,32767,32767,-55,-29
51460874,32767,32767,32767,32767,32767,32767,32767
51464868,32767,32767,32767,32767,32767,-40,-25
51468867,32767,32767,32767,32767,-68,32767,32767
51472892,32767,32767,32767,32767,32767,32767,-8
51476866,32767,32767,32767,32767,32767,-72,32767
51480873,32767,32767,32767,32767,-59,32767,32767
51484892,32767,32767,32767,32767,32767,-40,-27
51488866,32767,32767,32767,32767,32767,32767,32767
51492878,32767,32767,32767,32767,-71,-32,-9
51496868,32767,32767,32767,32767,32767,32767,32767
51500873,32767,32767,32767,32767,32767,32767,32767
51504867,32767,32767,32767,32767,32767,-40,-18
51508867,32767,32767,32767,32767,32767,32767,32767
51512876,32767,32767,32767,32767,-58,32767,-27
51516879,32767,32767,32767,32767,32767,-72,32767
51520867,32767,32767,32767,32767,32767,32767,32767
51524867,32767,32767,32767,32767,-68,-64,-19
51528873,32767,32767,32767,32767,32767,32767,32767
51532093,32767,32767,32767,32767,32767,-32,32767
51536067,32767,32767,32767,32767,-60,32767,-27
51539315,32767,32767,32767,32767,32767,32767,32767
51543290,32767,32767,32767,32767,32767,-39,-11
51547290,32767,32767,32767,32767,32767,32767,32767
51552091,32767,32767,32767,32767,32767,32767,32767
51559317,32767,32767,32767,32767,32767,32767,32767
51563277,32767,32767,32767,32767,32767,-39,-21
51567307,32767,32767,32767,32767,-52,32767,32767
51572068,32767,32767,32767,32767,32767,32767,-28
51576067,32767,32767,32767,32767,32767,-72,32767
51580071,32767,32767,32767,32767,-60,32767,-7
51584867,32767,32767,32767,32767,32767,-72,32767
51588880,32767,32767,32767,32767,32767,32767,32767
51592875,32767,32767,32767,32767,32767,-48,32767
51596867,32767,32767,32767,32767,32767,32767,-30
51600878,32767,32767,32767,32767,32767,32767,32767
51604867,32767,32767,32767,32767,-60,-72,-28
51608868,32767,32767,32767,32767,32767,32767,32767
51612879,32767,32767,32767,32767,32767,-48,-6
51616874,32767,32767,32767,32767,-70,32767,32767
51620867,32767,32767,32767,32767,32767,-40,-25
51624866,32767,32767,32767,32767,-48,32767,32767
51628867,32767,32767,32767,32767,32767,32767,32767
51632897,32767,32767,32767,32767,32767,-63,-25
51636873,32767,32767,32767,32767,32767,32767,32767
51640109,32767,32767,32767,32767,32767,-33,-6
51644866,32767,32767,32767,32767,32767,32767,32767
51648867,32767,32767,32767,32767,-78,32767,32767
51652867,32767,32767,32767,32767,32767,-63,32767
51664868,32767,32767,32767,32767,32767,32767,32767
51668867,32767,32767,32767,32767,-59,32767,-5
51672867,32767,32767,32767,32767,32767,-72,-9
51680121,32767,32767,32767,32767,32767,-41,32767
51684075,32767,32767,32767,32767,32767,32767,-29
51688100,32767,32767,32767,32767,-38,32767,32767
51692067,32767,32767,32767,32767,32767,-64,-7
51695288,32767,32767,32767,32767,32767,32767,32767
51700067,32767,32767,32767,32767,-48,32767,-6
51703298,32767,32767,32767,32767,32767,-64,32767
51707283,32767,32767,32767,32767,32767,32767,32767
51712068,32767,32767,32767,32767,-60,-72,32767
51715340,32767,32767,32767,32767,32767,32767,-24
51720067,32767,32767,32767,32767,32767,-56,32767
51723305,32767,32767,32767,32767,32767,32767,-20
51728070,32767,32767,32767,32767,32767,32767,32767
51732079,32767,32767,32767,32767,-34,-72,32767
51735319,32767,32767,32767,32767,32767,32767,-14
51743298,32767,32767,32767,32767,-42,32767,32767
51747297,32767,32767,32767,32767,32767,32767,-31
51752107,32767,32767,32767,32767,32767,-73,32767
51756072,32767,32767,32767,32767,-69,32767,-30
51760074,32767,32767,32767,32767,32767,-64,32767
51763312,32767,32767,32767,32767,32767,32767,-5
51768119,32767,32767,32767,32767,32767,32767,32767
51772067,32767,32767,32767,32767,32767,-72,-28
51775290,32767,32767,32767,32767,-29,32767,32767
51780067,32767,32767,32767,32767,32767,-64,32767
51783302,32767,32767,32767,32767,32767,32767,-20
51788095,32767,32767,32767,32767,-50,32767,32767
51792067,32767,32767,32767,32767,32767,-72,32767
