timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt
50656879,0.0007827867,-0.0010314947,-0.0028380842,3996,0,-0.18555598,0.08623677,-9.712936,3996
50724877,-0.0012319891,-0.0012411618,-0.0029235182,4010,0,-0.16738483,0.10383766,-9.710208,4010
50728880,-0.00100373,-0.0014715595,-0.0011182395,4003,0,-0.18167749,0.09565203,-9.702573,4003
50732874,-0.00089347485,-0.0007244665,-0.00047247316,3994,0,-0.19815911,0.09580911,-9.719984,3994
50736873,0.00027797252,-0.0021139027,-0.00092039246,3999,0,-0.19138962,0.095317274,-9.72002,3999
50740879,-0.00068822945,-0.0039094537,-0.0019924357,4006,0,-0.17481534,0.07774414,-9.73204,4006
50744865,-0.0014374091,-0.003154121,-0.0026099826,3986,0,-0.17535305,0.07162889,-9.745432,3986
50748868,-9.9015735e-05,-0.0022973067,-0.0054912614,4003,0,-0.19330272,0.07008792,-9.724991,4003
50752867,0.0011106839,-0.0028417702,-0.003387744,3999,0,-0.18090047,0.079089224,-9.725233,3999
50756873,-0.0013418286,-0.0017752675,-0.003141476,4006,0,-0.18255824,0.08788799,-9.747123,4006
50760895,-6.952297e-05,-0.005704193,-0.0035032353,4022,0,-0.1747862,0.08872394,-9.733951,4022
50764893,0.0003701418,-0.003585784,-0.0017766502,3998,0,-0.17438614,0.084958546,-9.73633,3998
50768867,4.4259872e-05,-0.0025270816,-0.0020943321,3974,0,-0.18054494,0.08497099,-9.742434,3974
50772867,0.0007859752,-0.0027301428,-0.0033793647,4000,0,-0.18379211,0.09773896,-9.72432,4000
50776866,-0.00023585628,-0.0013709994,-0.0006042338,3999,0,-0.18124788,0.10143107,-9.699378,3999
50780875,-0.00025316796,-0.003164954,-0.00038646362,4009,0,-0.18164839,0.08375852,-9.701313,4009
50784872,0.0002682044,-0.0032697592,-0.0018895778,3997,0,-0.17946784,0.0924834,-9.723971,3997
50788866,-0.00015726619,-0.0030598235,-0.0017696308,3994,0,-0.17959712,0.0997105,-9.733746,3994
50792880,-0.0009983135,-0.002325267,-0.00048608723,4014,0,-0.17573832,0.09971624,-9.733824,4014
50796867,-0.0015280531,-0.0015837693,-0.0001596591,3987,0,-0.17601192,0.08953195,-9.71123,3987
50800867,-0.0018887508,-0.0013328182,-0.005151156,4000,0,-0.18387811,0.08778247,-9.733343,4000
50804874,0.0009093499,-0.000616016,-0.0015540132,4007,0,-0.19623491,0.078632474,-9.722007,4007
50808880,0.0014396219,-0.00040398262,-0.0017737189,4006,0,-0.19694127,0.08512989,-9.694977,4006
50812887,0.0014389904,-0.0019998187,-0.0021069068,4007,0,-0.1864152,0.07795597,-9.695574,4007
50816867,-0.0004705325,-0.0010438047,-0.001224426,3980,0,-0.17500229,0.06991754,-9.70616,3980
50820866,-0.0001467428,-0.0034894943,-0.00060867245,3999,0,-0.19276762,0.06662676,-9.715509,3999
50824889,-0.00059761194,-0.0012362464,-0.0034635228,4023,0,-0.19365564,0.07659009,-9.703105,4023
50828866,-0.001443448,-0.0017787262,-0.0029287755,3977,0,-0.19243084,0.0843611,-9.723424,3977
50832876,-6.3541556e-05,-0.0018780177,-0.0032585557,4010,0,-0.19234557,0.08718313,-9.716278,4010
50836867,0.00014201432,-0.0011300136,-0.003892931,3991,0,-0.17466216,0.085779496,-9.721678,3991
50840867,-0.00089480355,-0.0010307096,-0.0021804818,4000,0,-0.1844905,0.07428666,-9.715059,4000
50844881,-0.0011230982,-0.00071770645,-0.002493413,4014,0,-0.19658485,0.08614847,-9.708204,4014
50848866,0.0013379571,-0.0015721398,-0.0013518475,3985,0,-0.18646576,0.08756895,-9.704979,3985
50852876,-0.0006092439,-0.0025075118,-0.0045358655,4010,0,-0.19512273,0.093306154,-9.704383,4010
50860867,0.00015338988,-0.0021109045,-0.0025214548,4001,0,-0.19120719,0.08268017,-9.693635,4001
50864900,-0.0007885752,-0.0012607203,-0.00058576575,4033,0,-0.18276343,0.090051666,-9.716776,4033
50868867,-0.00058417907,-0.00028716685,-0.0020745122,3967,0,-0.17774726,0.09122371,-9.746665,3967
50872872,-0.00090157764,-0.0013613655,-0.0016512115,4005,0,-0.16967449,0.088893816,-9.752433,4005
50876867,-0.0012263393,-0.003379771,-0.0023002198,3995,0,-0.18209924,0.08939891,-9.749963,3995
50880867,0.00016347485,-0.0021073034,-0.0031637962,4000,0,-0.20345803,0.07204213,-9.735706,4000
50884867,-0.0027141147,-0.0022058303,-0.0022781133,4000,0,-0.190852,0.07997839,-9.709723,4000
50888866,0.00024948275,-0.001560774,-0.0031526587,3999,0,-0.17711037,0.09103695,-9.72535,3999
50892883,-0.0006825671,-0.0040254113,-0.0009280478,4017,0,-0.16715981,0.08211074,-9.74021,4017
50896867,-0.0012303425,-0.003819573,-0.0014601086,3984,0,-0.17695415,0.083819196,-9.716867,3984
50900867,0.00036713248,-0.00039547574,-0.0025051346,4000,0,-0.18066636,0.08219086,-9.749043,4000
50904869,-0.00034970162,-0.0025403083,-0.00018885138,4002,0,-0.1839568,0.08019596,-9.740161,4002
50908882,-0.0008852455,-0.0019011523,-0.00027738494,4013,0,-0.17854917,0.07628232,-9.72641,4013
50912888,-0.00037921296,-0.0008298504,-0.0024998735,4006,0,-0.18260995,0.08508466,-9.69457,4006
