timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
50753114,-2.7202747,2.8928373,0.019306965,0.0,0.0,-0.08
50785277,-2.7090104,2.9044273,0.019299624,0.0,0.0,-0.08
50817165,-2.6565444,2.9559822,0.019147381,0.0,0.0,-0.08
50849173,-1.988543,2.6056345,0.015189186,0.0,0.0,-0.08
50881113,-0.9800628,1.8154601,0.008687346,0.0,0.0,-0.08
50913236,0.2159133,0.24573036,-0.00028460377,0.0,0.0,-0.08
50945265,0.1426433,0.18998411,-3.295067e-05,0.0,0.0,-0.08
50977170,0.04362367,0.14722773,0.00037176436,0.0,0.0,-0.08
51009194,0.054130837,0.14463444,0.00031772052,0.0,0.0,-0.08
51041211,0.062171698,0.14894529,0.0002917411,0.0,0.0,-0.08
51073148,0.061132368,0.1491234,0.00029834683,0.0,0.0,-0.08
51105352,0.060109988,0.14873745,0.00029785058,0.0,0.0,-0.08
51137125,0.059802078,0.14897461,0.0002953839,0.0,0.0,-0.08
51169237,0.06012359,0.14980832,0.0002982507,0.0,0.0,-0.08
51197157,0.06042921,0.14857215,0.00029780276,0.0,0.0,-0.08
51229224,0.060815006,0.14854597,0.00029951066,0.0,0.0,-0.08
51261247,0.059639767,0.14842413,0.00029304577,0.0,0.0,-0.08
51293332,0.05893249,0.14847605,0.00029003795,0.0,0.0,-0.08
51325239,0.06076595,0.14816482,0.00029854334,0.0,0.0,-0.08
51357431,0.061115652,0.14843775,0.00030091545,0.0,0.0,-0.08
51389231,0.0600832,0.14857166,0.00029569675,0.0,0.0,-0.08
51421362,0.059876986,0.147785,0.00029358733,0.0,0.0,-0.08
51449310,0.05905893,0.14787517,0.00028937773,0.0,0.0,-0.08
51481153,0.061313383,0.14767939,0.00030011733,0.0,0.0,-0.08
51513119,0.060484294,0.14774595,0.0002961382,0.0,0.0,-0.08
51547659,0.06209794,0.14666617,0.00030195818,0.0,0.0,-0.08
51580299,0.066593006,0.14396614,0.00031742742,0.0,0.0,-0.08
51613115,0.061346374,0.14433682,0.00029331035,0.0,0.0,-0.08
51645299,0.060207404,0.14507933,0.00028928125,0.0,0.0,-0.08
51673439,0.065410286,0.14354968,0.00031098814,0.0,0.0,-0.08
51707682,0.0649484,0.1440489,0.00030984267,0.0,0.0,-0.08
51735558,0.061687022,0.144543,0.00029573907,0.0,0.0,-0.08
51768370,0.05515866,0.142087,0.00025977005,0.0,0.0,-0.08
51799576,0.05846117,0.14346583,0.00027808928,0.0,0.0,-0.08
51832334,0.057021387,0.14386909,0.00027193667,0.0,0.0,-0.08
51863577,0.051279552,0.14113759,0.00023966693,0.0,0.0,-0.08
51895541,0.055308323,0.1409607,0.00025841707,0.0,0.0,-0.08
51928382,0.054584518,0.14244798,0.00025783372,0.0,0.0,-0.08
51956442,0.053865183,0.14204603,0.00025327285,0.0,0.0,-0.08
51988403,0.0536037,0.14134511,0.00025114827,0.0,0.0,-0.08
52023586,0.052040264,0.14024815,0.00024204559,0.0,0.0,-0.08
52051584,0.05291869,0.14112747,0.00024767336,0.0,0.0,-0.08
52084321,0.053958334,0.14083615,0.00025162534,0.0,0.0,-0.08
52116397,0.051840242,0.14122938,0.00024262529,0.0,0.0,-0.08
52148300,0.054489102,0.14106166,0.00025442458,0.0,0.0,-0.08
52179636,0.051300496,0.14020152,0.00023834725,0.0,0.0,-0.08
52212319,0.051723838,0.14139068,0.00024258032,0.0,0.0,-0.08
52240343,0.054930538,0.14268109,0.00026000914,0.0,0.0,-0.08
52272339,0.056642517,0.14252992,0.00026769468,0.0,0.0,-0.08
52304394,0.055831604,0.14200692,0.00026265372,0.0,0.0,-0.08
52336316,0.053457975,0.14284554,0.00025323537,0.0,0.0,-0.08313591
52368805,0.054995272,0.14278209,0.0002602331,0.0,0.0,-0.09604328
52400338,0.05818907,0.14240274,0.00013176964,0.0,0.0,-0.09703017
52432393,0.055588398,0.14249912,2.7972894e-05,0.0,0.0,-0.09615396
52464430,0.056230146,0.142248,0.00028113445,0.0,0.0,-0.0961121
52492398,0.054885436,0.14102682,0.00044981236,0.0,0.0,-0.09617056
52524407,0.054386415,0.14248684,0.0008214399,0.0,0.0,-0.09619992
52556369,0.05829264,0.14356841,0.0013659167,0.0,0.0,-0.096193925
52588373,0.058604714,0.14333314,9.1870745e-05,0.0,0.0,-0.09619218
52620428,0.058327705,0.14326961,0.0005066894,0.0,0.0,-0.09619275
52652320,0.054642305,0.14270717,0.0011771175,0.0,0.0,-0.097238116
52684313,0.055084098,0.14224784,0.0007691493,0.0,0.0,-0.10473241
52716354,0.05832928,0.14265159,0.00080106093,0.0,0.0,-0.12717849
52748365,0.05446946,0.14101899,0.0014624891,0.0,0.0,-0.128177
52780338,0.05383111,0.13778862,0.0020197292,0.0,0.0,-0.12703164
52812348,0.05348719,0.13546187,0.0013027716,0.0,0.0,-0.1264085
52844347,0.055887,0.13890706,-0.0005247236,0.0,0.0,-0.12694617
52876353,0.057313807,0.13665211,0.00057794305,0.0,0.0,-0.13632639
52908364,0.055035446,0.13494636,0.0009856509,0.0,0.0,-0.14695123
52940313,0.0557338,0.13574529,0.0007200835,0.0,0.0,-0.15559275
52972387,0.056346383,0.13730665,0.00069225766,0.0,0.0,-0.1577151
53004331,0.05366036,0.1292896,0.00032383698,0.0,0.0,-0.15692472
53036349,0.054378472,0.13238938,0.0008586891,0.0,0.0,-0.15839796
53068319,0.053541146,0.13152169,0.0010000098,0.0,0.0,-0.1664421
53100347,0.05357463,0.13059315,0.0009949263,0.0,0.0,-0.19080625
53132384,0.052144658,0.13213703,0.0015153221,0.0,0.0,-0.19164085
53164383,0.05641331,0.12928626,0.0012360816,0.0,0.0,-0.19082609
53196343,0.056583125,0.12858947,0.00056589034,0.0,0.0,-0.1914709
53228514,0.05482578,0.13001077,0.0013684358,0.0,0.0,-0.20549609
53260649,0.055849105,0.12635948,0.001497017,0.0,0.0,-0.21691039
53292564,0.054222107,0.123064145,0.0003773632,0.0,0.0,-0.22204684
53324402,0.059656974,0.122839816,0.00090150116,0.0,0.0,-0.22191107
53356507,0.058898956,0.12013312,0.00073518883,0.0,0.0,-0.22904134
53388474,0.05852872,0.11900611,0.00063380774,0.0,0.0,-0.25215223
53420349,0.06114499,0.11272842,0.0003055188,0.0,0.0,-0.25323772
53452326,0.058063235,0.11197,1.7384047e-05,0.0,0.0,-0.25189292
53484365,0.05601702,0.109091006,-0.0011570092,0.0,0.0,-0.25194967
53516357,0.0559535,0.11260904,-0.0009668747,0.0,0.0,-0.25373778
53548474,0.05767577,0.109443724,-0.0013284917,0.0,0.0,-0.26208144
53580345,0.063001305,0.10853305,-0.00035791667,0.0,0.0,-0.2829215
53612324,0.060633805,0.10409903,0.0001353506,0.0,0.0,-0.2833666
53644356,0.06455457,0.10436472,-0.0012591771,0.0,0.0,-0.28245398
53676332,0.071473464,0.09746423,-0.0015639192,0.0,0.0,-0.28429657
53708380,0.07063963,0.096375406,-0.0023354637,0.0,0.0,-0.29229814
53740323,0.066824906,0.09733145,-0.0019927556,0.0,0.0,-0.31319997
53772377,0.07177327,0.09141725,-0.0013600384,0.0,0.0,-0.31354728
53804334,0.07202545,0.08047903,-0.0029522236,0.0,0.0,-0.31154877
53836382,0.07240261,0.07377672,-0.004290169,0.0,0.0,-0.31181628
53864317,0.08539144,0.064931385,-0.005273941,0.0,0.0,-0.31999236
53896339,0.08247503,0.06333407,-0.0065760817,0.0,0.0,-0.33093664
53928464,0.082744345,0.07076795,-0.0052251127,0.0,0.0,-0.3436892
53960363,0.08533381,0.07215831,-0.0043115066,0.0,0.0,-0.34302938
53992439,0.09160476,0.0585734,-0.0055077095,0.0,0.0,-0.34235823
54024457,0.09466408,0.042869978,-0.0059011173,0.0,0.0,-0.34310862
54056819,0.09795393,0.029877678,-0.008504325,0.0,0.0,-0.34321672
54088504,0.1021128,0.01871551,-0.008971888,0.0,0.0,-0.34333834
54120347,0.100675665,0.022207338,-0.0087641515,0.0,0.0,-0.34382877
54152337,0.10689583,0.027348774,-0.010009311,0.0,0.0,-0.34463975
54184323,0.10185789,0.03676793,-0.01023577,0.0,0.0,-0.35038227
54216394,0.09530845,0.03359703,-0.0076944786,0.0,0.0,-0.36307752
54248382,0.100406244,0.026935063,-0.007833147,0.0,0.0,-0.37440667
54280561,0.107140064,0.017530136,-0.010074012,0.0,0.0,-0.37314907
54312325,0.11111519,0.010894545,-0.010372172,0.0,0.0,-0.37230313
54340368,0.10485124,-0.0056953966,-0.00973947,0.0,0.0,-0.37244138
54372319,0.11293689,-0.02491026,-0.008561787,0.0,0.0,-0.3724973
54404388,0.12704928,-0.037433416,-0.008737314,0.0,0.0,-0.3724837
54436313,0.12988147,-0.04521657,-0.008666769,0.0,0.0,-0.3724796
54468347,0.13596933,-0.047344834,-0.006274009,0.0,0.0,-0.37248197
54500321,0.13901795,-0.050234932,-0.005995713,0.0,0.0,-0.37248218
54532338,0.13723038,-0.051212557,-0.007547032,0.0,0.0,-0.37318638
54563540,0.1378256,-0.05565053,-0.006111987,0.0,0.0,-0.37353754
54591597,0.1268795,-0.048976358,-0.0062489277,0.0,0.0,-0.37372276
54627652,0.12032233,-0.04484912,-0.005007401,0.0,0.0,-0.37419078
54659730,0.118375726,-0.038747914,-0.0065871077,0.0,0.0,-0.3903426
54691622,0.11917153,-0.043111254,-0.0077985604,0.0,0.0,-0.4012744
54722752,0.116184734,-0.04134104,-0.0069595794,0.0,0.0,-0.4038409
54755621,0.11599578,-0.05097709,-0.00841471,0.0,0.0,-0.4028462
54787740,0.12964287,-0.067112684,-0.008443382,0.0,0.0,-0.40277103
54819535,0.13980086,-0.08377765,-0.009942719,0.0,0.0,-0.40285468
54847611,0.13659486,-0.10221073,-0.008872312,0.0,0.0,-0.40286168
54879519,0.14547464,-0.114556715,-0.006534118,0.0,0.0,-0.40305054
