timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
8820268,0.018606953,0.02113039,0.20427957
8888268,-0.0047906726,0.03283797,0.20458165
8899470,0.0009667436,0.038770217,0.19435988
8908268,-0.008900987,0.04862741,0.1813913
8917068,-0.00089066016,0.036740497,0.20457627
8927467,0.0069350065,0.03281555,0.20739378
8937068,-0.0010504938,0.021264894,0.18694715
8947467,-0.016488805,0.048448075,0.20480762
8957079,0.0048929416,0.038747802,0.1972427
8967468,0.004893757,0.05045538,0.19733264
8976286,0.0087675825,0.058282845,0.19443904
8987467,0.01648606,0.034934945,0.18543386
8996274,0.0009937448,0.04655285,0.19733801
9007467,-0.024314472,0.05237301,0.20199011
9015467,0.0068826345,0.040665437,0.20161733
9025068,-0.016515806,0.040665437,0.20182946
9035467,0.0010450298,0.023092864,0.20299457
9045069,0.004840298,0.04269516,0.19143629
9055468,0.004840298,0.04269516,0.19143629
9064334,0.0010202025,0.046530433,0.20025621
9075477,-0.012696528,0.025122589,0.1929196
9084310,-0.0010226773,0.040755108,0.19001524
9095467,-0.0029594542,0.038792636,0.19147703
9104305,-0.0029594542,0.038792636,0.19147703
9113067,-0.0107848495,0.0466201,0.18868949
9123467,0.008845869,0.042605493,0.20307374
9133068,-0.003012098,0.042739995,0.18567061
9143469,-0.006780092,0.03482286,0.200237
9153869,-0.006780092,0.03482286,0.200237
9163467,0.010729459,0.04071027,0.19574557
9172290,-0.0047906726,0.03283797,0.20458165
9183467,0.004892126,0.027040223,0.19715278
9192276,0.014628654,0.032905217,0.19565026
9211467,-0.0009964912,0.036830164,0.19290346
9221068,0.0029558926,0.032882802,0.19867453
9231467,-0.0030123699,0.03883747,0.18564063
9241068,-0.0029853687,0.0466201,0.18861876
9251467,0.0029561643,0.03678533,0.19870451
9260272,0.0068561765,0.040687855,0.19869913
9271479,0.0029032489,0.036830164,0.1928681
9280276,0.0048670275,0.046575267,0.19438447
9291467,-0.004842501,0.04849291,0.19886515
9299493,0.006855633,0.032882802,0.19863917
9309867,-0.00285308,0.046508018,0.20320979
9319499,0.012745337,0.03870297,0.20300841
9329092,0.008791595,0.023137698,0.19708745
9339467,0.0030611802,0.024988085,0.21028738
9348281,-0.0048965034,0.032927636,0.19290884
9359467,0.008765953,0.034867693,0.19425918
9368299,0.0010193873,0.03482286,0.20016629
9379467,0.010782104,0.03676291,0.20155199
9388318,0.010782104,0.03676291,0.20155199
9397089,-0.00097084884,0.025100172,0.19573173
9407517,0.003036081,0.04452313,0.20751907
9417097,0.0126935085,0.0543579,0.1972919
9427480,-0.002852808,0.050410546,0.20323977
9437868,-0.002852808,0.050410546,0.20323977
9447502,0.0029294349,0.032905217,0.19575633
9456276,-0.004922146,0.044657636,0.19008057
9467515,-0.018504959,0.04655285,0.1975148
9476268,-0.012696528,0.025122589,0.1929196
9495478,-0.0068589225,0.04269516,0.19154237
9505868,0.0068302625,0.048515324,0.19584088
9515478,0.0010199308,0.04262791,0.20022625
9525073,-0.0029329965,0.038770217,0.19439523
9535468,-0.0029329965,0.038770217,0.19439523
9544305,-0.0009171179,0.03676291,0.20165807
9555486,0.0010204744,0.05043296,0.2002862
9564309,-0.010733292,0.02706264,0.19437602
9574667,-0.002906267,0.042650327,0.1973434
9584306,-0.002906267,0.042650327,0.1973434
9593085,0.012666779,0.050477795,0.19434373
9603476,-0.0068338234,0.023160115,0.19431068
9614677,0.0009937448,0.04655285,0.19733801
9623477,0.010701642,0.02122006,0.19267748
9633868,0.010701642,0.02122006,0.19267748
9642687,-0.001049135,0.040777523,0.18709703
9652282,0.0029569797,0.04849291,0.19879444
9662684,0.0068559046,0.03678533,0.19866915
9673069,0.0028506052,0.040777523,0.18706168
9682670,0.012771251,0.030875497,0.20586665
9691485,-0.008795156,0.048537742,0.19306411
9702676,-0.020522466,0.025145005,0.19007212
9711482,-0.00089038844,0.04064302,0.20460624
9721068,0.0069085485,0.03283797,0.20447558
9730683,-0.001023221,0.032950055,0.18995528
9740269,0.006855633,0.032882802,0.19863917
9750672,0.008766224,0.038770217,0.19428916
9760268,-0.010812393,0.031032417,0.18565139
9771467,-0.010601548,0.019145504,0.20890705
9779468,0.0049723145,0.03868055,0.20599732
9790672,0.006855361,0.028980277,0.1986092
9799468,0.0029032489,0.036830164,0.1928681
9810699,0.016513333,0.0466201,0.18844199
9819480,0.016513333,0.0466201,0.18844199
9828268,0.006855361,0.028980277,0.1986092
