timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acc_x,acc_y,acc_z,jerk_x,jerk_y,jerk_z,thrust[0],thrust[1],thrust[2]
42321783,nan,nan,nan,-3.1217344,0.0,0.026272854,-1.3228441,-0.14859445,nan,nan,nan,nan,nan,nan,nan,nan,nan
42341136,nan,nan,nan,-3.1217344,0.0,0.07921233,-0.48397645,-0.14859445,nan,nan,nan,nan,nan,nan,nan,nan,nan
42541185,0.5276628,0.8091041,nan,-3.1217344,0.0,0.0,0.0,-0.14859445,nan,nan,nan,nan,nan,nan,nan,nan,nan
42741282,0.5276628,0.8091041,nan,-3.1217344,0.0,0.0,0.0,-0.14859445,nan,nan,nan,nan,nan,nan,nan,nan,nan
42941517,0.5276628,0.8091041,nan,-3.1217344,0.0,0.0,0.0,-0.14859445,nan,nan,nan,nan,nan,nan,nan,nan,nan
43142124,0.5276628,0.8091041,nan,-3.1217344,0.0,0.0,0.0,-0.14859445,nan,nan,nan,nan,nan,nan,nan,nan,nan
43341919,0.5276628,0.8091041,nan,-3.1217344,0.0,0.0,0.0,-0.14859445,nan,nan,nan,nan,nan,nan,nan,nan,nan
43542215,nan,nan,nan,-3.1217344,0.0,0.011598251,-0.58397454,-0.14859445,nan,nan,nan,nan,nan,nan,nan,nan,nan
43762401,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14859445,nan,nan,nan,nan,nan,nan,nan,nan,nan
43962814,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14859445,nan,nan,nan,nan,nan,nan,nan,nan,nan
44162768,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14859445,nan,nan,nan,nan,nan,nan,nan,nan,nan
44362883,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.4620843,nan,nan,nan,nan,nan,nan,nan,nan,nan
44563229,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.4618503,nan,nan,nan,nan,nan,nan,nan,nan,nan
44763508,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.4618475,nan,nan,nan,nan,nan,nan,nan,nan,nan
44983559,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.4618475,nan,nan,nan,nan,nan,nan,nan,nan,nan
45183765,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.4618475,nan,nan,nan,nan,nan,nan,nan,nan,nan
45384006,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.4618475,nan,nan,nan,nan,nan,nan,nan,nan,nan
45584359,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.4618475,nan,nan,nan,nan,nan,nan,nan,nan,nan
45785156,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.46184713,nan,nan,nan,nan,nan,nan,nan,nan,nan
45984597,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.4618475,nan,nan,nan,nan,nan,nan,nan,nan,nan
46206413,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.4618475,nan,nan,nan,nan,nan,nan,nan,nan,nan
46405304,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.46184713,nan,nan,nan,nan,nan,nan,nan,nan,nan
46605277,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.4618475,nan,nan,nan,nan,nan,nan,nan,nan,nan
46805462,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.4618475,nan,nan,nan,nan,nan,nan,nan,nan,nan
47005631,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.4618475,nan,nan,nan,nan,nan,nan,nan,nan,nan
47205875,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.46184713,nan,nan,nan,nan,nan,nan,nan,nan,nan
47405973,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.4618475,nan,nan,nan,nan,nan,nan,nan,nan,nan
47606138,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.4618475,nan,nan,nan,nan,nan,nan,nan,nan,nan
47806401,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.4618475,nan,nan,nan,nan,nan,nan,nan,nan,nan
48007195,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.65989584,nan,nan,nan,nan,nan,nan,nan,nan,nan
48226853,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.7090006,nan,nan,nan,nan,nan,nan,nan,nan,nan
48426966,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.7108443,nan,nan,nan,nan,nan,nan,nan,nan,nan
48627398,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.7108435,nan,nan,nan,nan,nan,nan,nan,nan,nan
48827527,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.7108435,nan,nan,nan,nan,nan,nan,nan,nan,nan
49027663,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.7108435,nan,nan,nan,nan,nan,nan,nan,nan,nan
49227810,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.7108435,nan,nan,nan,nan,nan,nan,nan,nan,nan
49428003,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.7108435,nan,nan,nan,nan,nan,nan,nan,nan,nan
49628305,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.7108435,nan,nan,nan,nan,nan,nan,nan,nan,nan
49828404,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.7108435,nan,nan,nan,nan,nan,nan,nan,nan,nan
50028557,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.7108435,nan,nan,nan,nan,nan,nan,nan,nan,nan
50248919,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.7108435,nan,nan,nan,nan,nan,nan,nan,nan,nan
50449355,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.7108435,nan,nan,nan,nan,nan,nan,nan,nan,nan
50649316,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.7108435,nan,nan,nan,nan,nan,nan,nan,nan,nan
50849379,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.7108435,nan,nan,nan,nan,nan,nan,nan,nan,nan
51850482,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.7028112,nan,nan,nan,nan,nan,nan,nan,nan,nan
52050854,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.7028112,nan,nan,nan,nan,nan,nan,nan,nan,nan
52250916,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.7028112,nan,nan,nan,nan,nan,nan,nan,nan,nan
52470993,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.7028112,nan,nan,nan,nan,nan,nan,nan,nan,nan
52671389,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.7028112,nan,nan,nan,nan,nan,nan,nan,nan,nan
52871761,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.7028112,nan,nan,nan,nan,nan,nan,nan,nan,nan
53071591,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.7028112,nan,nan,nan,nan,nan,nan,nan,nan,nan
53271799,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.7028112,nan,nan,nan,nan,nan,nan,nan,nan,nan
53472163,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.7028112,nan,nan,nan,nan,nan,nan,nan,nan,nan
53672331,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.7028112,nan,nan,nan,nan,nan,nan,nan,nan,nan
53892464,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.7028112,nan,nan,nan,nan,nan,nan,nan,nan,nan
54092634,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.7028112,nan,nan,nan,nan,nan,nan,nan,nan,nan
54293362,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.7028112,nan,nan,nan,nan,nan,nan,nan,nan,nan
54493376,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.7028112,nan,nan,nan,nan,nan,nan,nan,nan,nan
54693400,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.7028112,nan,nan,nan,nan,nan,nan,nan,nan,nan
54893463,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.7028112,nan,nan,nan,nan,nan,nan,nan,nan,nan
55093893,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.7028112,nan,nan,nan,nan,nan,nan,nan,nan,nan
55294621,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.7028112,nan,nan,nan,nan,nan,nan,nan,nan,nan
55514219,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.7028112,nan,nan,nan,nan,nan,nan,nan,nan,nan
55714408,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.6864088,nan,nan,nan,nan,nan,nan,nan,nan,nan
55914647,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.68674695,nan,nan,nan,nan,nan,nan,nan,nan,nan
56114782,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.6787762,nan,nan,nan,nan,nan,nan,nan,nan,nan
56315056,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.678715,nan,nan,nan,nan,nan,nan,nan,nan,nan
56515190,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.678715,nan,nan,nan,nan,nan,nan,nan,nan,nan
56715737,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.66741717,nan,nan,nan,nan,nan,nan,nan,nan,nan
56915532,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.41354147,nan,nan,nan,nan,nan,nan,nan,nan,nan
57136564,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.41365474,nan,nan,nan,nan,nan,nan,nan,nan,nan
57336198,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.40567565,nan,nan,nan,nan,nan,nan,nan,nan,nan
57536281,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.40562242,nan,nan,nan,nan,nan,nan,nan,nan,nan
57736423,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.33566642,nan,nan,nan,nan,nan,nan,nan,nan,nan
57936504,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14044292,nan,nan,nan,nan,nan,nan,nan,nan,nan
58136799,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
58337779,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
58537793,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
58757463,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
58957571,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
59157846,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
59357993,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
59558175,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
59758311,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
59958616,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
60158724,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
60378986,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
60579660,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
60779569,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
60979650,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
61181159,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
61381244,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
61580444,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
61780463,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
62000511,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
62200778,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
62400988,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
62601249,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
62801358,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
63001591,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
63202040,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
63401982,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
63602122,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
63802555,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
64022745,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
64222732,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
64422935,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
64623563,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
64823665,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
65023741,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
65224641,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
65424556,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
65624521,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
65824516,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
66044655,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
66244944,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
66445128,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
66645261,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
66845539,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
67045845,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
67245972,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
67446019,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
67666192,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
67866656,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
68066709,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
68266792,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
68467040,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
68667366,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
68867800,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
69067820,0.67743605,0.7592622,nan,-3.1217344,0.0,0.0,0.0,-0.14056213,nan,nan,nan,nan,nan,nan,nan,nan,nan
