timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
30124149,0.16425297,0.0031809267,0.090673275
254761206,0.21274172,0.009679307,0.08980047
254965035,0.26939467,0.024599148,0.11256272
255169279,0.18801916,0.01251138,0.11380406
255368454,0.27477893,0.017346023,0.1133953
255572138,0.24331626,0.014414453,0.11640098
