timestamp,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
30443357,248.12437,39.09,98380.0,1.1689172
30465023,247.44266,39.09,98388.0,1.1690122
30476251,248.03983,39.09,98381.0,1.168929
30487700,248.12437,39.09,98380.0,1.1689172
30509112,247.01724,39.09,98393.0,1.1690716
30520020,247.35811,39.09,98388.99,1.169024
30531678,247.44266,39.09,98388.0,1.1690122
30553079,246.9327,39.1,98394.0,1.1690835
30564124,247.18636,39.1,98391.0,1.1690478
30574108,247.44266,39.1,98388.0,1.1690122
30595545,247.5272,39.09,98387.0,1.1690003
30606152,247.01724,39.09,98393.0,1.1690716
30616403,247.61441,39.09,98386.0,1.1689885
30637114,247.44266,39.1,98388.0,1.1690122
30648143,247.61441,39.1,98386.0,1.1689885
30658064,247.27354,39.1,98390.0,1.1690359
30680528,247.35811,39.1,98388.99,1.169024
30691647,247.44266,39.1,98388.0,1.1690122
30701102,247.35811,39.1,98388.99,1.169024
30722061,248.03983,39.09,98381.0,1.168929
30733020,247.78351,39.09,98384.0,1.1689646
30744517,247.35811,39.09,98388.99,1.169024
30765061,247.10179,39.09,98392.0,1.1690598
30777579,247.61441,39.09,98386.0,1.1689885
30788100,247.5272,39.09,98387.0,1.1690003
30810026,247.18636,39.1,98391.0,1.1690478
30821018,247.69896,39.1,98385.0,1.1689765
30832581,247.69896,39.1,98385.0,1.1689765
30854023,247.18636,39.1,98391.0,1.1690478
30865019,246.9327,39.1,98394.0,1.1690835
30876116,247.10179,39.1,98392.0,1.1690598
30898021,247.27354,39.1,98390.0,1.1690359
30909044,247.01724,39.1,98393.0,1.1690716
30920403,247.18636,39.1,98391.0,1.1690478
30942050,247.27354,39.09,98390.0,1.1690359
30953067,247.10179,39.09,98392.0,1.1690598
30964019,248.46788,39.09,98375.99,1.1688695
30988117,247.35811,39.1,98388.99,1.169024
30998067,247.35811,39.1,98388.99,1.169024
31009029,247.35811,39.1,98388.99,1.169024
31030022,247.27354,39.1,98390.0,1.1690359
31040139,247.61441,39.1,98386.0,1.1689885
31051360,247.27354,39.1,98390.0,1.1690359
31072179,247.18636,39.1,98391.0,1.1690478
31082592,247.44266,39.1,98388.0,1.1690122
31093076,247.61441,39.1,98386.0,1.1689885
31114574,247.27354,39.09,98390.0,1.1690359
31124140,247.44266,39.09,98388.0,1.1690122
31135624,247.61441,39.09,98386.0,1.1689885
31156142,247.27354,39.1,98390.0,1.1690359
31167857,247.27354,39.1,98390.0,1.1690359
31178880,247.35811,39.1,98388.99,1.169024
31199020,246.9327,39.1,98394.0,1.1690835
31209115,247.5272,39.1,98387.0,1.1690003
31220106,247.5272,39.1,98387.0,1.1690003
31242384,247.35811,39.1,98388.99,1.169024
31252202,247.01724,39.1,98393.0,1.1690716
31263646,247.78351,39.1,98384.0,1.1689646
31284019,247.87071,39.1,98382.99,1.1689527
31296310,247.18636,39.1,98391.0,1.1690478
31307028,247.5272,39.1,98387.0,1.1690003
31328105,247.5272,39.1,98387.0,1.1690003
31339351,247.87071,39.1,98382.99,1.1689527
31351172,247.27354,39.1,98390.0,1.1690359
31373033,247.35811,39.1,98388.99,1.169024
31384230,247.01724,39.1,98393.0,1.1690716
31395024,247.35811,39.1,98388.99,1.169024
31416019,246.84813,39.1,98394.99,1.1690953
31427038,247.69896,39.1,98385.0,1.1689765
31438823,247.27354,39.1,98390.0,1.1690359
31460019,247.61441,39.1,98386.0,1.1689885
31472029,247.61441,39.1,98386.0,1.1689885
31483038,247.18636,39.1,98391.0,1.1690478
31505024,247.44266,39.1,98388.0,1.1690122
31516018,247.44266,39.1,98388.0,1.1690122
31527444,247.78351,39.1,98384.0,1.1689646
31551201,247.35811,39.1,98388.99,1.169024
31562518,246.59183,39.1,98398.0,1.169131
31572203,247.35811,39.1,98388.99,1.169024
31593108,247.61441,39.1,98386.0,1.1689885
31604111,247.27354,39.1,98390.0,1.1690359
31615642,247.5272,39.1,98387.0,1.1690003
31636209,247.61441,39.1,98386.0,1.1689885
31648183,247.35811,39.1,98388.99,1.169024
31659036,248.12437,39.1,98380.0,1.1689172
31681023,247.61441,39.1,98386.0,1.1689885
31692020,247.01724,39.1,98393.0,1.1690716
31704281,246.9327,39.1,98394.0,1.1690835
31727683,246.84813,39.1,98394.99,1.1690953
31738553,247.61441,39.1,98386.0,1.1689885
31749046,247.18636,39.1,98391.0,1.1690478
31771030,247.27354,39.1,98390.0,1.1690359
31781061,247.61441,39.1,98386.0,1.1689885
31792099,247.44266,39.1,98388.0,1.1690122
31812043,247.35811,39.1,98388.99,1.169024
31823813,247.10179,39.1,98392.0,1.1690598
