timestamp,alt_max,landed,freefall,ground_contact,maybe_landed,in_ground_effect
30134065,inf,1,0,0,0,0
31145135,inf,1,0,0,0,0
32159261,inf,1,0,0,0,0
32934058,inf,0,0,1,0,0
33940502,inf,0,0,1,0,0
34720158,inf,0,0,0,0,0
35724180,inf,0,0,0,0,0
36738917,inf,0,0,0,0,0
37751068,inf,0,0,0,0,0
38760507,inf,0,0,0,0,0
39776176,inf,0,0,0,0,0
40788148,inf,0,0,0,0,0
41799169,inf,0,0,0,0,0
42811212,inf,0,0,0,0,0
43822059,inf,0,0,0,0,0
44831314,inf,0,0,0,0,0
45851154,inf,0,0,0,0,0
46860429,inf,0,0,0,0,0
47864164,inf,0,0,0,0,0
48871677,inf,0,0,0,0,0
49880164,inf,0,0,0,0,0
50897320,inf,0,0,0,0,0
51906059,inf,0,0,0,0,0
52914721,inf,0,0,0,0,0
53921727,inf,0,0,0,0,0
54934066,inf,0,0,0,0,0
55946094,inf,0,0,0,0,0
56958059,inf,0,0,0,0,0
57973064,inf,0,0,0,0,0
58994097,inf,0,0,0,0,0
60002059,inf,0,0,0,0,0
61013070,inf,0,0,0,0,0
62017150,inf,0,0,0,0,0
63029732,inf,0,0,0,0,0
64036392,inf,0,0,0,0,0
65046093,inf,0,0,0,0,0
66051061,inf,0,0,0,0,0
67062120,inf,0,0,0,0,0
68072493,inf,0,0,0,0,0
69077103,inf,0,0,0,0,0
70084211,inf,0,0,0,0,0
71092137,inf,0,0,0,0,0
72105729,inf,0,0,0,0,0
73114099,inf,0,0,0,0,0
74122117,inf,0,0,0,0,0
75140177,inf,0,0,0,0,0
76144161,inf,0,0,0,0,0
78160739,inf,0,0,0,0,0
79170061,inf,0,0,0,0,0
80180536,inf,0,0,0,0,0
81187218,inf,0,0,0,0,0
82192603,inf,0,0,0,0,0
83197193,inf,0,0,0,0,0
84206780,inf,0,0,0,0,0
85211461,inf,0,0,0,0,0
86222115,inf,0,0,0,0,0
87229076,inf,0,0,0,0,0
88240416,inf,0,0,0,0,0
89244212,inf,0,0,0,0,0
90259338,inf,0,0,0,0,0
91272375,inf,0,0,0,0,0
92282146,inf,0,0,0,0,0
93293145,inf,0,0,0,0,0
94305988,inf,0,0,0,0,0
95312399,inf,0,0,0,0,0
96319175,inf,0,0,0,0,0
97324188,inf,0,0,0,0,0
98332177,inf,0,0,0,0,0
99344176,inf,0,0,0,0,0
100359290,inf,0,0,0,0,0
101369123,inf,0,0,0,0,0
102379622,inf,0,0,0,0,0
103390065,inf,0,0,0,0,0
104404423,inf,0,0,0,0,0
105415059,inf,0,0,0,0,0
106426059,inf,0,0,0,0,0
107432248,inf,0,0,0,0,0
108442182,inf,0,0,0,0,0
109452972,inf,0,0,0,0,0
110460218,inf,0,0,0,0,0
111471694,inf,0,0,0,0,0
112482662,inf,0,0,0,0,0
113496238,inf,0,0,0,0,0
114504424,inf,0,0,0,0,0
115509102,inf,0,0,0,0,0
116518139,inf,0,0,0,0,0
117528278,inf,0,0,0,0,0
118536229,inf,0,0,0,0,0
119554087,inf,0,0,0,0,0
120562059,inf,0,0,0,0,0
121577117,inf,0,0,0,0,0
122586501,inf,0,0,0,0,0
123603382,inf,0,0,0,0,0
124609424,inf,0,0,0,0,0
125617391,inf,0,0,0,0,0
126623731,inf,0,0,0,0,0
127635863,inf,0,0,0,0,0
128644191,inf,0,0,0,0,0
129654117,inf,0,0,0,0,0
130661212,inf,0,0,0,0,0
131673060,inf,0,0,0,0,0
132687163,inf,0,0,0,0,0
133699080,inf,0,0,0,0,0
134709068,inf,0,0,0,0,0
135715173,inf,0,0,0,0,0
136725059,inf,0,0,0,0,0
137736386,inf,0,0,0,0,0
138744167,inf,0,0,0,0,0
139752411,inf,0,0,0,0,0
140767154,inf,0,0,0,0,0
141776138,inf,0,0,0,0,0
143799449,inf,0,0,0,0,0
144811176,inf,0,0,0,0,0
145820232,inf,0,0,0,0,0
146829078,inf,0,0,0,0,0
147844252,inf,0,0,0,0,0
148859509,inf,0,0,0,0,0
149869289,inf,0,0,0,0,0
150873100,inf,0,0,0,0,0
151881700,inf,0,0,0,0,0
152892151,inf,0,0,0,0,0
153904111,inf,0,0,0,0,0
154921320,inf,0,0,0,0,0
155932285,inf,0,0,0,0,0
156934059,inf,0,0,0,0,0
157945207,inf,0,0,0,0,0
158955220,inf,0,0,0,0,0
159967191,inf,0,0,0,0,0
160980611,inf,0,0,0,0,0
161989133,inf,0,0,0,0,0
162994060,inf,0,0,0,0,0
165012161,inf,0,0,0,0,0
166023259,inf,0,0,0,0,0
167030109,inf,0,0,0,0,0
168041061,inf,0,0,0,0,0
169047954,inf,0,0,0,0,0
170061116,inf,0,0,0,0,0
171078102,inf,0,0,0,0,0
172086104,inf,0,0,0,0,0
173093128,inf,0,0,0,0,0
174104136,inf,0,0,0,0,0
175109162,inf,0,0,0,0,0
176124133,inf,0,0,0,0,0
177140590,inf,0,0,0,0,0
178145595,inf,0,0,0,0,0
179153685,inf,0,0,0,0,0
180164215,inf,0,0,0,0,0
181170651,inf,0,0,0,0,0
182186137,inf,0,0,0,0,0
183199199,inf,0,0,0,0,0
184211186,inf,0,0,0,0,0
185217086,inf,0,0,0,0,0
186227060,inf,0,0,0,0,0
187232164,inf,0,0,0,0,0
188250131,inf,0,0,0,0,0
189263317,inf,0,0,0,0,0
191278176,inf,0,0,0,0,0
192285139,inf,0,0,0,0,0
193296166,inf,0,0,0,0,0
194312113,inf,0,0,0,0,0
195327059,inf,0,0,0,0,0
196338097,inf,0,0,0,0,0
197351529,inf,0,0,0,0,0
198368158,inf,0,0,0,0,0
199372119,inf,0,0,0,0,0
200390227,inf,0,0,0,0,0
201399196,inf,0,0,0,0,0
202407208,inf,0,0,0,0,0
203418102,inf,0,0,0,0,0
204430899,inf,0,0,0,0,0
205441392,inf,0,0,0,0,0
206459159,inf,0,0,0,0,0
207473389,inf,0,0,0,0,0
208485122,inf,0,0,0,0,0
209492235,inf,0,0,0,0,0
210503363,inf,0,0,0,0,0
211512198,inf,0,0,0,0,0
212519659,inf,0,0,0,0,0
213529230,inf,0,0,0,0,0
214534103,inf,0,0,0,0,0
215542125,inf,0,0,0,0,0
216546103,inf,0,0,0,0,0
217552143,inf,0,0,0,0,0
218563069,inf,0,0,0,0,0
219575194,inf,0,0,0,0,0
220586133,inf,0,0,0,0,0
221597075,inf,0,0,0,0,0
222606098,inf,0,0,0,0,0
223613101,inf,0,0,0,0,0
224628168,inf,0,0,0,0,0
225636203,inf,0,0,0,0,0
226648767,inf,0,0,0,0,0
227660456,inf,0,0,0,0,0
228670059,inf,0,0,0,0,0
229680448,inf,0,0,0,0,0
230690611,inf,0,0,0,0,0
231705978,inf,0,0,0,0,0
232722058,inf,0,0,0,0,0
233735061,inf,0,0,0,0,0
234746061,inf,0,0,0,0,0
235746143,inf,0,0,0,0,0
236750941,inf,0,0,0,0,0
237763243,inf,0,0,0,0,0
238780194,inf,0,0,0,0,0
239791170,inf,0,0,0,0,0
240802055,inf,0,0,0,0,0
241811064,inf,0,0,0,0,0
242820194,inf,0,0,0,0,0
243825757,inf,0,0,0,0,0
244831377,inf,0,0,0,0,0
246844788,inf,0,0,0,0,0
247855064,inf,0,0,0,0,0
248859214,inf,0,0,0,0,0
249871689,inf,0,0,0,0,0
250877090,inf,0,0,0,0,0
251881116,inf,0,0,0,0,0
252887187,inf,0,0,0,0,0
253903099,inf,0,0,0,0,0
254910054,inf,0,0,0,0,0
255014113,inf,0,0,0,1,0
255077076,inf,1,0,0,0,0
