timestamp,accel_inconsistency_m_s_s,gyro_inconsistency_rad_s,mag_inconsistency_ga
26217322,0.1708274,0.0017660479,0.106144205
28697479,0.14823593,0.0033128513,0.1059993
28897311,0.17334878,0.010722865,0.112380415
29102592,0.18841074,0.002407947,0.11365601
29305187,0.16985856,0.0045664283,0.11410231
29510152,0.17230465,0.0051071118,0.11097067
